Hash;Original;Tradução
"01cbca3";"Uh!";"Uh!"
"01fe93d";"Uh!";"Uh!"
"1df4e93";"Surrender to the Guild and I shall show you mercy. A quick death.";"Renda-se à Guilda e eu lhe mostrarei misericórdia. Uma morte rápida."
"1eb5044";"Surrender now. I will make your death swift and mostly painless.";"Renda-se agora. Farei com que sua morte seja rápida e praticamente indolor."
"2d56982";"Uh!";"Uh!"
"2d6c37d";"Uh!";"Uh!"
"34efd62";"Uff.";"Ufa."
"351eb8d";"Uff.";"Ufa."
"5e24bcb";"Getting out of firing range!";"Saindo do alcance de tiro!"
"5e2e3be";"Lie low!";"Fique escondido!"
"61bb146";"Don't get up on my account.";"Não se meta comigo."
"61c1b68";"Ready to lick my boots?";"Pronto para lamber minhas botas?"
"651f63b";"Ha ha! All the jokes in the world won't save you now.";"Ha ha! Todas as piadas do mundo não vão te salvar agora."
"6521055";"Ho ho! You silly chimp. Now let bash your head in.";"Ho ho! Seu chimpanzé bobo. Agora vou esmagar sua cabeça."
"78dffbf";"Aaaah!";"Aaaah!"
"795768a";"Aaaah!";"Aaaah!"
"852db4f";"Am I expected to find that amusing?";"Esperam que eu ache isso engraçado?"
"85343e9";"You will get not a titter from me.";"Você não vai arrancar um risinho meu."
"9a632e6";"Argh!";"Argh!"
"9a7cb3f";"Argh!";"Argh!"
"a13ee1b";"The Guild shall kill you another day!";"A Guilda te matará outro dia!"
"a165782";"Farewell!";"Adeus!"
"b2b124f";"Argh!";"Argh!"
"b2bc9c4";"Argh!";"Argh!"
"c259f3f";"Ugh!";"Ugh!"
"c2a1560";"Ugh!";"Ugh!"
"c5ac317";"I always carry a spare.";"Sempre carrego um reserva."
"c5afe8f";"Have a lot more where this came from.";"Tenho muito mais de onde veio este."
"d63baaf";"I politely refuse your attack.";"Recuso educadamente seu ataque."
"d6665e8";"Oh, did I hurt your pride?";"Oh, feri seu orgulho?"
"dda4a2f";"Hold off!";"Espere aí!"
"e102613";"What sort of tactic is this?";"Que tipo de tática é essa?"
"e12f6e6";"Who am I? What's going on?";"Quem sou eu? O que está acontecendo?"
"1021898a";"Get out of the way!";"Sai da frente!"
"10227640";"Dive for cover!";"Mergulhe para se proteger!"
"109a153b";"Uff.";"Ufa."
"109b058d";"Uff.";"Ufa."
"133e5ffe";"Must I waste my time on animals?";"Devo perder meu tempo com animais?"
"13439e8d";"I will butcher you, dumb beast.";"Vou te massacrar, besta estúpida."
"15719ba6";"Oh, nice shot if I say so myself.";"Ah, bela foto, se me permitem dizer."
"1572efbb";"Nothing like shooting you criminal scum to put a smile on my face.";"Nada como atirar em vocês, escória criminosa, para me fazer sorrir."
"16b650de";"Ha!";"Ha!"
