Hash;Original;Tradução
"0a28c38";"Weak Mana Potion";"Poção de Mana Fraca"
"37c1914";"The recipe for this Will potion was devised by an Old Kingdom scholar to help her find loose change in seat cushions.";"A receita desta poção da Vontade foi criada por uma erudita do Antigo Reino para ajudá-la a encontrar moedas soltas nas almofadas dos assentos."
"d1b5bab";"Nicky "The Nickname" Chalmers

Known aliases: Nicky "The Nickname" Chalmers (no relation). 

Wanted For: Assault With a Deadly Weapon; Assault With a Potentially Deadly Weapon; Assault With a Weapon We Can't Believe Could Possibly Be Deadly but Unfortunately Was. 

Wanted Dead or Mortally Wounded.";"Nicky "O Apelido" Chalmers

Nomes conhecidos: ​​Nicky "O Apelido" Chalmers (sem parentesco). 

Procurado por: Agressão com Arma Letal; Agressão com arma potencialmente letal; Agressão com uma arma que não acreditamos ser letal, mas que infelizmente foi. 

Procurado morto ou mortalmente ferido."
"eeaef0c";"Warrant for Assault";"Mandado de Prisão por Agressão"
"10425543";"Cage Key";"Chave da Gaiola"
"11b2947a";"Grabbed sum mor traders today. Bunch a sorry weeklings, but Lusien don't seem to mind that. Longs he keeps paying wot do i care. Ben a wile since he sended his boys round tho. He beter hurry up with that kash!";"Peguei mais alguns traders hoje. Um bando de fracotes lamentáveis, mas Lusien não parece se importar. Se ele continuar pagando, que me importa? Faz um tempo que ele não manda seus capangas. É melhor ele se apressar com esse dinheiro!"
"162c54a3";"Leroy "Unremarkable" Stone

Known aliases: Leroy Ten-Fingers, Leroy One-Nose, Leroy Two-Eyes, Leroy Has-Hair, Leroy Is-Alive. 

Wanted for: Suspicious Though Otherwise Unremarkable Behaviour.";"Leroy "Sem Destaque" Stone

Alcunhas conhecidas: ​​Leroy Dez-Dedos, Leroy Nariz-de-Um, Leroy Dois-Olhos, Leroy Tem-Cabelo, Leroy Está-Vivo. 

Procurado por: Comportamento Suspeito, Embora Sem Destaque."
"28cc8568";"Whoever reads this, know that we did all we could to stop them. It is our worst nightmare, and yet, as the last of my strength departs, I find I cannot wake from it. How can this have happened? What will become of the world without Heroes? It is the final hour, and I have nothing left but impossible questions. I can only hope that one day the Guild will rise again.";"Quem ler isso, saiba que fizemos tudo o que podíamos para impedi-los. É o nosso pior pesadelo e, mesmo com as últimas forças se esvaindo, percebo que não consigo despertar. Como isso pôde acontecer? O que será do mundo sem Heróis? É a hora final e não me restam apenas perguntas impossíveis. Só me resta esperar que um dia a Guilda ressurja."
"295b6632";"Crushed Wheat Will Potion";"Poção da Vontade de Trigo Triturado"
"2ac1475a";"Restores mana.";"Restaura mana."
"2e8ff278";"Whoever reads this, know that we did all we could to stop them. I cannot accept it even now. I feel as if I have slept a hundred years and suddenly awoken to find madness and ruin. How can this have happened? What will become of the world without Heroes? It is the final hour and we have nothing left but impossible questions.";"Quem ler isto, saiba que fizemos tudo o que podíamos para impedi-los. Ainda não consigo aceitar. Sinto como se tivesse dormido cem anos e acordado de repente para encontrar loucura e ruína. Como isso pôde acontecer? O que será do mundo sem Heróis? É a hora final e não nos resta nada além de perguntas impossíveis."
"2fdae608";"Ronnie "Rhymes With" Parsonist

Wanted for: 19 counts of Setting Fire to Public Property or an Officer of the Peace.";"Ronnie "Rima com" Parsonista

Procurado por: 19 acusações de Incêndio a Propriedade Pública ou a um Oficial da Paz."
"3158e2d1";"Percolated Java Potion";"Poção de Café Percolado"
"35f904a6";"Andrew "The Stammer" M-M-Miller

Wanted for: Assault With a Firearm; Stealing Glances at a Firearm; Whispering Sweet Nothings to a Firearm; Proposal of Marriage to a Firearm; Hurling a Firearm into a Public Waterway in Anger. 
Also one count of Public Intoxication.";"Andrew "O Gago" M-M-Miller

Procurado por: Agressão com Arma de Fogo; Olhar Furtivamente para uma Arma de Fogo; Sussurrar Doces Palavras para uma Arma de Fogo; Proposta de Casamento para uma Arma de Fogo; Arremessar uma Arma de Fogo em Via Pública com Raiva. 
Também uma acusação de Embriaguez em Público."
"3d9686c0";"Allan "Alliteration" Altamont

Wanted for: Breaking and Entering; Breaking and Smashing; Breaking and Repeatedly Stomping Upon; Breaking, Gluing Back Together, and Trying to Pass Off as Not Ever Having Been Broken in the First Place.";"Allan "Alliteration" Altamont

Procurado por: Arrombamento; Quebra e Destruição; Quebra e Pisoteamento Repetido; Quebrando, colando de volta e tentando fingir que nunca foi quebrado."
