Hash;Original;Tradução
"815cdfe";"You were meant to get eaten, but you killed them!";"Você deveria ser comido, mas você os matou!"
"84ff7e7";"A group of hobbes have infested a cave that just happens to be someone's home.";"Um grupo de hobbits infestou uma caverna que por acaso é a casa de alguém."
"916562f";"Murderer!";"Assassino!"
"140aaf44";"%1 hobbes remaining.";"%1 hobbes restantes."
"14901e16";"Your fans await your triumphant return.";"Seus fãs aguardam seu retorno triunfante."
"150c1be8";"1 hobbe remaining.";"Resta apenas 1 hobbe."
"150f87e8";"Oh, right, well. See you later then.";"Ah, certo, bem. Até mais então."
"1521aca9";"Say, you wouldn't take a look at it for me, would you?";"Diga, você não daria uma olhada para mim, daria?"
"1592b5a4";"They're baying for blood in there, and you know how to give it them.";"Eles estão sedentos de sangue lá dentro, e você sabe como dar a eles."
"178d0cd5";"What you waiting for? You're not in the mood for more glory?";"O que você está esperando? Não está com vontade de mais glória?"
"1a22d499";"You're probably wondering what that smell is, right?";"Você provavelmente está se perguntando que cheiro é esse, né?"
"1a71087b";"Oh, he did well, but not well enough to break his Crucible record.";"Ele se saiu bem, mas não o suficiente para quebrar seu recorde no Crisol."
"1a7d9b16";"Oh, she did well, but not well enough to break her Crucible record.";"Ela se saiu bem, mas não o suficiente para quebrar seu recorde no Crisol."
"1b22d60c";"There's something wrong with the water. It's usually so fresh and pure, but it's gone completely rancid.";"Tem algo errado com a água. Geralmente é tão fresca e pura, mas agora está completamente rançosa."
"1c22d7ff";"If you ask me, there's something rotting away in the cave behind the waterfall.";"Se me perguntarem, tem alguma coisa apodrecendo na caverna atrás da cachoeira."
"1c536619";"Not bad, but she'll have to do much better than that to impress our demanding crowd!";"Nada mal, mas ela terá que se esforçar muito mais para impressionar nossa exigente plateia!"
"1c556029";"Not bad, but he'll have to do much better than that to impress our demanding crowd!";"Nada mal, mas ele terá que se esforçar muito mais para impressionar nossa exigente plateia!"
"28c2b31d";"I thought he was going to improve his personal best! But then he didn't.";"Achei que ele fosse melhorar seu recorde pessoal! Mas não melhorou."
"28c2d6f5";"I thought she was going to improve her personal best! But then she didn't.";"Achei que ela fosse melhorar seu recorde pessoal! Mas não melhorou."
"2d0ead5b";"I've almost gotten used to the stench. But customers are so picky...";"Quase me acostumei com o fedor. Mas os clientes são tão exigentes..."
"2e694830";"You completed %1 of %2 with Perfect Round times.";"Você completou %1 de %2 com tempos perfeitos."
"30f24c4a";"Oh, not her best time. Not by a longshot. Still, speed isn't everything. Killing is!";"Ah, não foi o melhor momento dela. Nem de longe. Mas velocidade não é tudo. Matar é!"
"30f5350d";"Oh, not his best time. Not by a longshot. Still, speed isn't everything. Killing is!";"Ah, não foi o melhor tempo dele. Nem de longe. Mas velocidade não é tudo. Matar é!"
"349b5358";"People are always trying to ignore me. But you're different, aren't you? You understand.";"As pessoas sempre tentam me ignorar. Mas você é diferente, não é? Você entende."
"3596b260";"Huh! I was ever so happy in there until they came along.";"Ufa! Eu era tão feliz lá dentro até eles aparecerem."
"369dd7d3";"Total time taken: %1 seconds";"Tempo total gasto : %1 segundos"
"37973e86";"You're not afraid of a few little hobbes, surely.";"Você não tem medo de alguns hobbits, com certeza."
"386356cb";"Something Rotten";"Algo Podre"
