Hash;Original;Tradução
"2b7fac1";"Gulp!";"Engula em seco!"
"2b7fac2";"Gulp!";"Engula em seco!"
"2b7fac3";"Gulp!";"Engula em seco!"
"2b7fac4";"Gulp!";"Engoli em seco!"
"2b7fac5";"Ugh!";"Argh!"
"2b7fac6";"Agh!";"Agh!"
"2b981b8";"Gulp!";"Engoli em seco!"
"46dfa68";"Ah! You gave me a fright.";"Ah! Você me deu um susto."
"7ad7c15";"Oh, my, you are corrupt to your very core. Wonderful.";"Oh, meu Deus, você é corrupto até a medula. Maravilha."
"7adc698";"If only I had the imagination to be so debauched.";"Se eu tivesse a imaginação para ser tão depravado."
"908d428";"Argh! Pleaaaaseeee!";"Argh! Por favoooor!"
"b638181";"Ha ha! Never thought you'd be makin' me laugh.";"Haha! Nunca pensei que você fosse me fazer rir."
"b638184";"Oh! I was all ready to soil myself. Didn't expect that.";"Oh! Eu estava quase me borrando de medo. Não esperava por isso."
"b638186";"Please! Oh, I thought you were going to scare me.";"Por favor! Oh, eu pensei que você fosse me assustar."
"b638187";"Oh, ha! Trying to change that nasty image of yours?";"Oh, ha! Tentando mudar essa sua imagem desagradável?"
"b645347";"Oh don't! Oh, that... that was funny. Ha ha.";"Oh, não! Oh, isso... isso foi engraçado. Hahaha."
"b6e681c";"Oh, you scared me.";"Oh, você me assustou."
"106389a1";"You're not so fearsome after all.";"Você não é tão assustador assim, afinal."
"106389a5";"Oh! I was getting ready to scream, but that was funny!";"Ah! Eu ia gritar, mas isso foi engraçado!"
"106389a6";"Oh! You're not that scary after all.";"Ah! Você não é tão assustador assim, afinal."
"106389a7";"What?! Oh, yes very amusing. Not scary at all!";"O quê?! Ah, sim, muito engraçado. Nada assustador!"
"1064cd26";"Ha. You've learned some jokes. Good for you.";"Ha. Você aprendeu algumas piadas. Que bom."
"164919f3";"Noooo! Argh";"Nãoooo! Argh"
"1b46ffdd";"Noooo! Argh";"Nãoooo! Argh"
"20a44fa6";"Ah! I wasn't really scared. Not really.";"Ah! Eu não estava com medo. Não mesmo."
"2ac663c2";"I humbly ask that you spare me.";"Humildemente peço que me poupe."
"2ac663c3";"Arrrghhh!!! I was scared by a celebrity!";"Arrrghhh!!! Levei um susto com uma celebridade!"
"2ac663c4";"The most frightening experience of my life.";"A experiência mais assustadora da minha vida."
"2ac663c5";"Fame really is quite horrifyin'.";"A fama é realmente assustadora."
"2ac9d5ba";"I beg you, great one, don't harm us!";"Eu imploro, grande ser, não nos faça mal!"
"2ba72ec5";"Oh! You scared me you know.";"Oh! Você me assustou, sabia?"
"2c05bace";"Hee hee! You're so funny.";"Hehe! Você é tão engraçado."
"2ecbfc53";"The renowned terror of Albion! Help!";"O famoso terror de Albion! Socorro!"
"2ecbfc54";"The great evil is here!";"O grande mal está aqui!"
"2ecbfc57";"Naaarghhhh!";"Naaarghhhh!"
"2ecd44a9";"Help! it's you! No! Help!";"Socorro! É você! Não! Socorro!"
"330713bb";"Ha ha ha! You're the funniest!";"Hahaha! Você é o mais engraçado!"
"35c67572";"Aahh! No wonder everyone knows who you are.";"Ah! Não é à toa que todo mundo sabe quem você é."
"35c67573";"That was a famous fright.";"Esse foi um susto daqueles."
"35c67574";"Nooooo! Oh, a celebrity scared me!";"Nãooooo! Oh, uma celebridade me assustou!"
"35c67575";"Nooo! Please! I'm scared of celebrities.";"Nãooo! Por favor! Tenho medo de celebridades."
"35c6e276";"Oh! Everyone will hear about your great scare.";"Oh! Todos vão ouvir falar do seu grande susto."
"35cc075a";"You're scaring me, oh great one!";"Você está me assustando, ó grande ser!"
"35cc075c";"Please, stop! I beg you, great Hero!";"Por favor, pare! Eu imploro, grande Herói!"
"35cc075d";"Oh! My! Your scares are known througout the land.";"Oh! Meu Deus! Seus horrores são conhecidos por toda a terra."
"35cc075e";"Oh! My word! Nooo! Stop, great one!";"Oh! Meu Deus! Não! Pare, grande herói!"
"35cf1bc0";"Arghh! Yer gonna kill me?? Say it ain't so, Hero!";"Arghh! Você vai me matar?? Diga que não é verdade, Herói!"
"3a271239";"You are indeed the master of us all.";"Você é de fato o mestre de todos nós."
"3a27123d";"Oh! No one deserves greater fame than you.";"Oh! Ninguém merece maior fama do que você."
"3a27123e";"Don't be angry at us, oh great one!";"Não fique com raiva de nós, ó grande!"
"3a27123f";"Ahh! Your fame is... is well deserved. Oh yes.";"Ah! Sua fama é... é bem merecida. Oh sim."
"3a28ed3d";"I cower in your presence.";"Eu me encolho na sua presença."
"3a42d861";"Oh! But you're supposed to be some sort of jester...";"Ah! Mas você deveria ser algum tipo de bobo da corte..."
"3a42d864";"Ah! Was that supposed to be funny.";"Ah! Isso era para ser engraçado?"
"3a42d866";"You're more scary than funny now...";"Você está mais assustador do que engraçado agora..."
"3a42d867";"Help! That's no joke!";"Socorro! Isso não é brincadeira!"
"3a439f61";"Oh, ha. Well, no. I was expecting a joke...";"Ah, ha. Bem, não. Eu esperava uma piada..."
"3f426121";"Please! No! Nooo!";"Por favor! Não! Nãooo!"
"3f426123";"Nooooo! Agh!!";"Nãooooo! Agh!!"
"3f426124";"Please! No! No!";"Por favor! Não! Não!"
"3f426125";"Oooooohhhh!";"Oooooohhhh!"
"3f426126";"Arrgghhh! Help!";"Arrgghhh! Socorro!"
"3f426127";"Arrgghhh! Help!";"Argh! Socorro!"
"3f42d501";"Arrgghhh! Help!";"Argh! Socorro!"
"3f42e001";"Argh! That wasn't funny at all.";"Argh! Isso não teve graça nenhuma."
"3f42e005";"Eeek! I was all ready to laugh, I was.";"Eeek! Eu estava pronto para rir, estava mesmo."
"3f42e006";"Oh! That... that wasn't funny.";"Oh! Isso... isso não teve graça."
"3f42e007";"Agh! What happened to being funny?";"Ah! O que aconteceu com a graça?"
"3f432429";"Oh! But you're usually so amusing.";"Oh! Mas você costuma ser tão engraçado."
"45272369";"You're very very very frightening, grand adventurer.";"Você é muito, muito, muito assustador, grande aventureiro."
"4527236c";"Oh yes, you are migthy alright. But don't hurt me.";"Ah, sim, você é bem poderoso. Mas não me machuque."
"4527236e";"We... we are not worthy.";"Nós... nós não somos dignos."
"4527236f";"Oh, help! I don't want to be a famous victim!";"Oh, socorro! Eu não quero ser uma vítima famosa!"
"45297ccf";"Oooh! With scares like that, no wonder you're so well known!";"Oooh! Com sustos desses, não me admira que você seja tão conhecido!"
