Hash;Original;Tradução
"06bfa9a";"Hold <x_img> to block enemy strikes.";"Segure <x_img> para bloquear ataques inimigos."
"1df4e90";"In co-op mode, tap <leftbutton.img> to make the camera face the direction you're looking in.";"No modo cooperativo, toque em <leftbutton.img> para fazer a câmera apontar na direção para a qual você está olhando."
"2e412c1";"Hold <y_img> to enter Aim mode, which allows you to manually aim using <left.img>.";"Segure <y_img> para entrar no modo de mira, que permite mirar manualmente usando <left.img>."
"5edb147";"Follow the glowing trail to your next objective.";"Siga o rastro brilhante até seu próximo objetivo."
"1f99c520";"You can wait for your multiplier to rise even higher. But be careful.  If you're hit, it will start to fall.";"Você pode esperar que seu multiplicador suba ainda mais. Mas tenha cuidado. Se você for atingido, ele começará a cair."
"20a0521d";"Your combat multiplier has gone up! If you collect experience orbs now, they'll be worth twice as much as normal.";"Seu multiplicador de combate aumentou! Se você coletar orbes de experiência agora, elas valerão o dobro do normal."
"28e0e760";"A sign on the side of a building shows it can be bought-- if you have enough money.";"Uma placa na lateral de um prédio indica que ele pode ser comprado – se você tiver dinheiro suficiente."
"2e26913f";"Co-op Expressions";"Expressões Cooperativas"
"2e616655";"You have learned the Shock spell. Damage your enemies with a blast of electric energy.";"Você aprendeu a magia Choque. Cause dano aos seus inimigos com uma explosão de energia elétrica."
"302081e9";"Improving the decoration of your home will lead to a happier family.";"Melhorar a decoração da sua casa levará a uma família mais feliz."
"34f54070";"You can decorate your house to increase its value. Interact with the sign outside and choose 'Redecorate'.";"Você pode decorar sua casa para aumentar seu valor. Interaja com a placa do lado de fora e escolha 'Redecorar'."
"3bac2518";"You can roll to avoid attacks if you buy the Skill ability: "Skilled Styles: Roll".";"Você pode rolar para evitar ataques se comprar a habilidade : "Estilos Habilidosos: Rolamento"."
"3e93476c";"Use <right.img> to move the camera. Tap <leftbutton.img> to move the camera behind you.";"Use <right.img> para mover a câmera. Toque em <leftbutton.img> para mover a câmera para trás de você."
"3f3cf610";"Buy better weapons and upgrade your abilities to increase experience bonuses.";"Compre armas melhores e aprimore suas habilidades para aumentar os bônus de experiência."
"3f4a1d88";"You have learned the Dextrous Style: "Zoom". Holding the aim button <y_img> for longer will zoom you closer to a locked enemy. The more you zoom, the more powerful your shot will be.";"Você aprendeu o Estilo Destro: "Zoom". Segurar o botão de mira <y_img> por mais tempo fará com que você se aproxime do inimigo travado. Quanto mais você usar o zoom, mais poderoso será o seu tiro."
"41f807d4";"Removing augments";"Removendo aprimoramentos"
