Hash;Original;Tradução
"33738aa";"You were in Wraithmarsh dear? Isn't it supposed to be haunted?";"Você esteve em Wraithmarsh, querida? Não dizem que é assombrado?"
"33738ad";"So what was Wraithmarsh like, dear? As spooky as they say?";"Então, como era Wraithmarsh, querida? Tão assustador quanto dizem?"
"3389554";"So what was Wraithmarsh like, dear? As spooky as they say?";"Então, como era Wraithmarsh, querida? Tão assustador quanto dizem?"
"1c0df3e8";"I see Reaver didn't shoot ya. I know cos he wouldn'ta missed!";"Vejo que o Reaver não atirou em você. Eu sei porque ele não erraria!"
"1cf59f45";"At least that thing wasn't dangerous. Just floated around a bit. Still wouldn't stand under it though.";"Pelo menos aquilo não era perigoso. Só flutuou um pouco. Mesmo assim, eu não ficaria embaixo daquilo."
"1cf59f47";"That floating chunk o' rock? What do I care what it was?";"Aquele pedaço de rocha flutuante? Que me importa o que era?"
"1cf6e014";"Some manner of occult art must be behind that gravity defying structure. Or perchance science has perfected a hovering mechanism.";"Algum tipo de arte oculta deve estar por trás daquela estrutura que desafia a gravidade. Ou talvez a ciência tenha aperfeiçoado um mecanismo de levitação."
"1e98cf41";"That's the only person to make it back from the Spire. Do you think the others died?";"Essa é a única pessoa que conseguiu voltar da Torre. Você acha que os outros morreram?"
"1e98cf43";"I don't think anyone will ever know what happened in that Spire.";"Acho que ninguém jamais saberá o que aconteceu naquela Torre."
"1e98cf44";"I'd love to know what happened in that Spire.";"Eu adoraria saber o que aconteceu naquela Torre."
"1e98cf45";"No on shall ever know what transpired in that Spire except those who were there.";"Ninguém jamais saberá o que aconteceu naquela Torre, exceto aqueles que estavam lá."
"1e98cf46";"That's the only adventurer to make it back from the Spire. Do you think the others died?";"Esse é o único aventureiro que conseguiu voltar da Torre. Você acha que os outros morreram?"
"1e98cf47";"What the hell happened in that Spire anyway? That can be the only one who made it alive, can it?";"Afinal, o que diabos aconteceu naquela Torre? Só pode ser esse o único que sobreviveu, não é?"
"1e9a305a";"Whatever happened in that Spire, at least the world didn't end.";"Seja lá o que aconteceu naquela Torre, pelo menos o mundo não acabou."
"1f4138bb";"You taken a likin' to our pretty little town, stranger?";"Gostou da nossa cidadezinha charmosa, forasteiro?"
"210b2c5a";"So, what did ya make of Reaver? Pretty boy ain't he? And as trustworthy as a snake. Ha ha!";"E aí, o que achou do Reaver? Um bonitão, não é? E tão confiável quanto uma cobra. Haha!"
"24675b94";"You hear about the ship that docked at Bloodstone by accident? Never seen again.";"Você ouviu falar do navio que atracou em Bloodstone por acidente? Nunca mais foi visto."
"24675b96";"Most cartographers leave the port of Bloodstone as a mere point on the map. Few dare to venture out there.";"A maioria dos cartógrafos deixa o porto de Bloodstone como um mero ponto no mapa. Poucos se atrevem a se aventurar por lá."
"24691d02";"I've been thinkin' of trying my fortune in Bloodstone. Always dreamt of raidin' ships.";"Tenho pensado em tentar a sorte em Bloodstone. Sempre sonhei em saquear navios."
"2598da41";"I'm just glad whatever was happening in that Spire has ended now.";"Ainda bem que o que quer que estivesse acontecendo naquela Torre finalmente acabou."
"2598da42";"The events in that Spire will forever be shrouded in mistery, don't you concur?";"Os eventos naquela Torre permanecerão para sempre envoltos em mistério, não concorda?"
"2598da43";"You see all those lights up at the Spire? Wonder what happened...";"Viu todas aquelas luzes na Torre? Será que aconteceu alguma coisa...?"
"2598da44";"Wish I knew what went on in that Spire.";"Gostaria de saber o que aconteceu naquela Torre."
"2598da45";"There goes the one person who knows what really happened in Lucien's Spire.";"Lá se foi a única pessoa que sabia o que realmente aconteceu na Torre de Lucien."
"2598da46";"What happened to all the others who faced Lucien do you think?";"O que você acha que aconteceu com todos os outros que enfrentaram Lucien?"
"2598ec70";"What about all those other Heroes who stood up to Lucien. Where did they go?";"E quanto a todos os outros Heróis que se opuseram a Lucien? Para onde foram?"
"273306b9";"Was Wraitmarsh full of ghosts and goblins and stuff?";"Será que Wraitmarsh estava cheio de fantasmas, goblins e outras criaturas?"
"2b676694";"I'm telling ya, I've got to travel to Bloodstone one day and see that leader of theirs. They say Reaver is a peach of a sight.";"Eu te digo, um dia preciso ir a Bloodstone e ver aquele líder deles. Dizem que Reaver é um colírio para os olhos."
"2b6b21bf";"Why would anyone want to go to Bloodstone? I hear you can't walk too steps without getting stabbed in the neck.";"Por que alguém iria querer ir a Bloodstone? Ouvi dizer que não se pode dar dois passos sem levar uma facada no pescoço."
"2e3360a7";"Did you see any ghosts in Wraithmarsh?";"Você viu algum fantasma em Wraithmarsh?"
"31f5be31";"You hear those banshee cries the other night? They're saying a livin' one got past 'em.";"Você ouviu aqueles gritos de banshee na outra noite? Estão dizendo que uma viva passou por elas."
"3cf4bdd5";"You hear someone came from Wraithmarsh way? I thought it was nothing but a giant grave.";"Você ouviu alguém vindo da região de Wraithmarsh? Pensei que fosse apenas um túmulo gigante."
"41c00f60";"Typical of Reaver to run off at the first sign of trouble.";"Típico do Reaver fugir ao primeiro sinal de problema."
"4abc5a04";"You think time finally caught up with Reaver?";"Você acha que o tempo finalmente alcançou Reaver?"
"4ac6f743";"I 'eard you been up to some shady dealin's in Wraithmarsh.";"Ouvi dizer que você anda envolvido em negócios escusos em Wraithmarsh."
"51c43910";"They're saying some young lass came back from Wraithmarsh an old woman!";"Estão dizendo que uma jovem voltou de Wraithmarsh como uma velha!"
"527b5fa9";"Oh, when I heard Bloodstone had been attacked I feared the worst!";"Oh, quando soube que Bloodstone havia sido atacada, temi o pior!"
