Hash;Original;Tradução
"6e14e1a";"I'm so happy since I married him.";"Estou tão feliz desde que me casei com ele."
"6e20ec0";"I'm so happy since I married her.";"Estou tão feliz desde que me casei com ela."
"8d3e43c";"Can ya believe I'm married to her?";"Dá para acreditar que sou casado com ela?"
"8d4a4e5";"Can ya believe I'm married to him?";"Você acredita que sou casada com ele?"
"ea5c1e8";"That there's my wife. Am I a lucky fella or what?";"Essa é minha esposa. Sou um cara de sorte, não é?"
"eaa3b0f";"That there's my husband. Am I a lucky fella or what?";"Esse é meu marido. Sou um cara de sorte, não é?"
"12d3150b";"But... but she's married to me! How could she do this to me?!";"Mas... mas ela é casada comigo! Como ela pôde fazer isso comigo?!"
"12d3eea4";"But... but he's married to me! How could he do this to me?!";"Mas... mas ele é casado comigo! Como ele pôde fazer isso comigo?!"
"15ae7269";"Oh, so we're slumming it are we? How invigorating!";"Ah, então vamos nos divertir? Que revigorante!"
"15ae726a";"Oh I've heard of places like this. How stimulating!";"Ah, já ouvi falar de lugares assim. Que estimulante!"
"15ae726b";"Wow, they must change these sheets every year!";"Uau, eles devem trocar esses lençóis todo ano!"
"15ae726c";"<sniff> That's the smell of love!";"<sniff> É o cheiro do amor!"
"15ae726d";"You can almost smell the love in this place.";"Dá para quase sentir o cheiro do amor neste lugar."
"15ae726e";"Let's rock this tavern to the ground, baby.";"Vamos agitar essa taverna até o chão, baby."
"15af6f66";"A tavern bed? I hope it's been checked for bugs.";"Uma cama de taverna? Espero que tenha sido verificado quanto a erros."
"17cca9d2";"Well, it is a very nice, sturdy bed...";"Bem, é uma cama muito boa e resistente..."
"17cca9d3";"When did you last change the sheets?";"Quando foi a última vez que você trocou os lençóis?"
"17cca9d4";"Whoa, now that's what I call a bed.";"Uau, isso sim é uma cama!"
"17cca9d5";"This bed's all yours, is it?";"Esta cama é toda sua, é?"
"17cca9d6";"Wow, these sheets aren't made of sack cloth.";"Nossa, esses lençóis não são de saco de estopa."
"17cca9d7";"Oh, so this is your bed? I can't believe I'm here.";"Ah, então esta é a sua cama? Não acredito que estou aqui."
"17ce9a33";"Well, as long as your sheets are fresh on.";"Bem, contanto que seus lençóis estejam limpos."
"1eae80b9";"Do they change the sheets in this place?";"Será que trocam os lençóis aqui?"
"1eae80bb";"An inn bed, hey? Aren't you romantic.";"Uma cama de pousada, hein? Que romântico(a) você é!"
