Hash;Original;Tradução
"21ff9b3";"Oh, I had the vigour of youth back then. Real youth. How many must I have killed on my way to this very room? I shall never forget the look on the brigand's face, one so ill-suited to royalty of any kind. How he came to such a position being so slow on the draw is a perfect mystery.";"Ah, eu tinha o vigor da juventude naquela época. Juventude de verdade. Quantos eu devo ter matado no meu caminho até este quarto? Nunca me esquecerei da expressão no rosto do bandido, tão inadequada para a realeza de qualquer tipo. Como ele chegou a tal posição sendo tão lento no gatilho é um mistério perfeito."
"3217cf3";"It reminds me of my very first evening in this house. My bedfellows were fewer and less charming then, but I had little energy left anyway. It isn't every day that one murders a pirate king, and takes his place.";"Isso me lembra da minha primeira noite nesta casa. Meus companheiros de cama eram menos numerosos e menos charmosos naquela época, mas eu já não tinha energia para mais nada. Não é todo dia que alguém assassina um rei pirata e toma o seu lugar."
"41ff007";"I am filled with a wonderful weariness tonight. My bedroom is far too crowded to get a good night's sleep, and I'm too indolent to eject any of my lovely guests. Instead, I thought I would sit in my study sipping a restorative beverage, and enjoying my own company.";"Estou tomado por um cansaço maravilhoso esta noite. Meu quarto está muito cheio para uma boa noite de sono, e estou preguiçoso demais para expulsar qualquer um dos meus adoráveis ​​hóspedes. Em vez disso, pensei em sentar no meu escritório, tomando uma bebida revigorante e curtindo minha própria companhia."
"70db1df";"Hey!
You're very good at games, aren't you? Do you ever cut the legs off adventurers and see how long it takes them to crawl to what they think is safety but is actually a swamp filled with flesh-eating insects? That's one of my favourites. Maybe we can play it later!
Chesty";"Ei!
Você é muito bom em jogos, não é? Já cortou as pernas de aventureiros e viu quanto tempo eles levam para rastejar até o que eles pensam ser um lugar seguro, mas que na verdade é um pântano cheio de insetos carnívoros? Esse é um dos meus favoritos. Talvez possamos jogar mais tarde!
Chesty"
"91eb6f8";"I feel somewhat reinvigorated now, and I hear stirrings upstairs. Perhaps the night isn't quite over yet.";"Sinto-me um tanto revigorado agora e ouço movimentos lá em cima. Talvez a noite ainda não tenha acabado."
"9e644f2";"So, are we all ready? Then let the dance commence! No, no, no, the right leg goes out first, Adrian, and then the left... you should know that by now.";"Então, estamos todos prontos? Que a dança comece! Não, não, não, a perna direita primeiro, Adrian, e depois a esquerda... você já deveria saber disso."
"ae049f3";"Oh, very good. Yes. Wait, I believe that is your arm, Stuart. Do not shake so vigorously.";"Ah, muito bem. Sim. Espere, acho que esse é o seu braço, Stuart. Não o sacuda com tanta força."
"bdf49c9";"And so ends the dance of Ur'Cyrand... etc. etc. etc. I for one am going to bed now.";"E assim termina a dança de Ur'Cyrand... etc. etc. etc. Eu, por minha vez, vou dormir agora."
"edf8b98";"Do not look upon me so sadly, fellow corpses: we shall never perform the dance Ur'Cyran... whatsitsname, and that is it.";"Não me olhem com tanta tristeza, companheiros cadáveres:, jamais dançaremos Ur'Cyran... como é mesmo o nome?, e ponto final."
"fe0f4cb";"Oh very well, perhaps we can dance one more time before we embrace the eternal snooze. Put your dancing shoes on and let's go for it.";"Ah, muito bem, talvez possamos dançar mais uma vez antes de abraçarmos o sono eterno. Calce seus sapatos de dança e vamos lá!"
