Hash;Original;Tradução
"0fb14a5";"Saving innocents from a life of hard labour.";"Salvando inocentes de uma vida de trabalho árduo."
"139ef9e";"Working as a woodcutter.";"Trabalhando como lenhador."
"139ef9f";"Forging the finest swords in Albion.";"Forjando as melhores espadas de Albion."
"13aa8c5";"Serving beer and collecting tips.";"Servindo cerveja e recebendo gorjetas."
"266a901";"Hump Leg (not sure)";"Perna Corcunda (não tenho certeza)"
"2df3bfd";"North West Brightwood";"Noroeste de Brightwood"
"2f022be";"Wave";"Acenando"
"464350d";"Easy (Odds 2:1)";"Fácil (Probabilidades 2:1)"
"74f4f4e";"Look at those thighs!";"Olha essas coxas!"
"985f56d";"You should wash your hands after touching this.";"Lave as mãos depois de tocar nisso."
"aba74a0";"You better leave before I lose it!";"É melhor você ir embora antes que eu perca a paciência!"
"b33ec80";"Hide Your Nose";"Esconda o seu nariz"
"128765c6";"Description";"Descrição"
"15b4bc67";"Buy Items";"Comprar Itens"
"17b2f693";"Items";"Itens"
"1a39fb18";"Piss on Target (not sure)";"Mije no alvo (não tenho certeza)"
"1d8ca2d9";"Get the heck out of my house!";"Saia da minha casa!"
"1d8ca2da";"What are you doing in my house! Bugger off!";"O que você está fazendo na minha casa?! Vaza!"
"1d8ca2db";"What do you mean my entering my home?! Leave immediately!";"Como assim eu entrei na minha casa?! Saia imediatamente!"
"1d8ca2dd";"How dare you intrude?! Away with you! Shoo!";"Como ousa invadir?! Suma daqui! Xô!"
"1d8ca2de";"Get out! Out! Out! Out!";"Saia! Saia! Saia! Saia!"
"1d8ca2df";"Hey, you! Leave! This is my house!";"Ei, você! Vá embora! Esta é a minha casa!"
"1d8fdb86";"What are you doing here?!! Out!";"O que você está fazendo aqui?!! Saia!"
"1f5f5806";"Description";"Descrição"
"2148aee1";"Fetch (not sure)";"Buscar (não tenho certeza)"
"2355a526";"7/20 Gold";"7/20 peças de ouro"
"24399938";"Hal's Sword";"Espada de Hal"
"26b95461";"Training";"Treinamento"
"26b95462";"Bandits";"Bandidos"
"26b95463";"Lighting the Beacon";"Acendendo o Farol"
"26b95464";"Castle";"Castelo"
"26b95465";"Errands";"Tarefas"
"26b95467";"Dr Lucien";"Dr. Lucien"
"26b9546e";"Leaving the Slums";"Saindo da Favela"
"26b9546f";"The Monk's Quest";"A Missão do Monge"
"26baa828";"The Arena";"A Arena"
"286752cd";"General Experience";"Experiência Geral"
"288cb409";"Get out of here before I make ya!";"Saia daqui antes que eu te obrigue!"
