Hash;Original;Tradução
"d9435d1";"Ridiculous that they haven't caught that thief yet.";"Ridículo que ainda não tenham pego aquele ladrão."
"d9435d2";"They still haven't caught that thief.";"Eles ainda não pegaram aquele ladrão."
"d9435d3";"And still the thief has not been caught.";"E o ladrão ainda não foi pego."
"d9435d4";"Has the robber been detained yet?";"O ladrão já foi detido?"
"d9435d6";"They still haven't solved that theft?";"Eles ainda não resolveram aquele roubo?"
"d9435d7";"They still haven't solved that burglarly?";"Eles ainda não resolveram aquele arrombamento?"
"d95ba08";"No sign of that thief yet?";"Nenhum sinal daquele ladrão ainda?"
"12943df1";"They should chop off the thief's hands. If they catch the bugger.";"Deveriam cortar as mãos do ladrão. Se pegarem o desgraçado."
"12943df2";"They still haven't caught the thief? Tsk.";"Eles ainda não pegaram o ladrão? Tsc."
"12943df3";"The guards never solve these burglaries. It is unacceptable.";"Os guardas nunca resolvem esses roubos. É inaceitável."
"12943df5";"They still haven't caught the thief? Dear me.";"Eles ainda não pegaram o ladrão? Meu Deus."
"12943df6";"Haven't the guards caught the thief yet?";"Os guardas ainda não pegaram o ladrão?"
"12943df7";"A thief can't be that hard to catch.";"Um ladrão não pode ser tão difícil de pegar."
"12999631";"How can that thief still be on the loose?";"Como esse ladrão ainda pode estar à solta?"
"142cfbce";"He'll pinch the smile off your face if you'e not careful.";"Ele vai apagar o seu sorriso se você não tomar cuidado."
"142d1835";"She'll pinch the smile off your face if you'e not careful.";"Ela vai apagar o sorriso do seu rosto se você não tomar cuidado."
"159a2274";"Not surprised they haven't caught that thief. How you seen how stupid the guards are?";"Não me surpreende que ainda não tenham pego aquele ladrão. Já viu como os guardas são estúpidos?"
"159a2276";"I shall have to safeguard all my valuables until they catch that foul purloiner.";"Terei que proteger todos os meus objetos de valor até que peguem aquele ladrão desprezível."
"159ae4d9";"You think they'll ever discover who the thief was?";"Você acha que algum dia descobrirão quem foi o ladrão?"
"1ca5259d";"They caught her trespassing. Bit of a peeping mary, ain't she?";"Pegaram ela invadindo propriedade privada. Uma voyeur, não é?"
"1ca661dc";"They caught him trespassing. Bit of a peeping tom, ain't he?";"Pegaram ele invadindo propriedade privada. Um voyeur, hein?"
"1e9a305c";"They still don't know who the thief was? Well, don't look at me!";"Eles ainda não sabem quem era o ladrão? Pois bem, não olhe para mim!"
"1e9a305f";"Still haven't caught that thief, have they not?";"Ainda não pegaram o ladrão, não é?"
"1e9b14ca";"Another thief on the loose.";"Mais um ladrão à solta."
"243a8b8d";"Sleeping in the street? Have you really fallen that low?";"Dormindo na rua? Você realmente chegou a esse ponto?"
"243d9b73";"Couldn't you find a bed to sleep in?";"Não conseguiu encontrar uma cama para dormir?"
"25805a3f";"I always knew he was not trustworthy. And now he's been exposed as a thief.";"Eu sempre soube que ele não era confiável. E agora ele foi desmascarado como um ladrão."
