Hash;Original;Tradução
"7e5faaa";"Oakfield makes me feel warm inside. I never want to leave.";"Oakfield me traz uma sensação de aconchego. Nunca quero ir embora."
"7e5faab";"What would become of this place without the golden acorn I wonder?";"O que seria deste lugar sem a bolota dourada, eu me pergunto?"
"7e5faac";"This place takes me back to a simpler time.";"Este lugar me transporta para uma época mais simples."
"7e5faad";"All these farmers have a real stench of manure.";"Todos esses fazendeiros têm um cheiro insuportável de esterco."
"7e5faae";"I'm so sick of everyone talking about farming in this town.";"Estou farto de todo mundo falando sobre agricultura nesta cidade."
"7e5faaf";"I have come here to see these poor folk toiling on the land.";"Vim aqui para ver este povo pobre labutando na terra."
"7e87e9f";"These simple, kind-hearted people are a relic from a long-gone time.";"Estas pessoas simples e bondosas são uma relíquia de tempos remotos."
"94372ca";"I came here to see the Crucible.";"Eu vim aqui para ver o Crisol."
"94372cb";"I went to the Crucible last week. What a horrible spectacle!";"Fui ao Crucible semana passada. Que espetáculo horrível!"
"94372cc";"Do you ever see any ships arrive at these shores?";"Você já viu algum navio chegar a estas costas?"
"94372cd";"Westcliff is the craziest town in Albion.";"Westcliff é a cidade mais louca de Albion."
"94372ce";"Westcliff's the best town in the world.";"Westcliff é a melhor cidade do mundo."
"94372cf";"The Crucible is Westcliff's finest achievement.";"O Crucible é a maior conquista de Westcliff."
"94534e7";"I have procured tickets for this week's Crucible.";"Consegui ingressos para o Crucible desta semana."
"ce6024a";"Life is simpler here. Like me.";"A vida é mais simples aqui. Como eu."
"ce6024b";"I love the smell of the harvest around here. So different from the stink of the city.";"Adoro o cheiro da colheita por aqui. Tão diferente do fedor da cidade."
"ce6024c";"Ah, to farm the land away from all the stresses of modern life...";"Ah, cultivar a terra longe de todo o estresse da vida moderna..."
"ce6024d";"This town's so boring.";"Esta cidade é tão chata."
"ce6024e";"Never catch me being a farmer like these idiots.";"Nunca me verão sendo um fazendeiro como esses idiotas."
"ce6024f";"It does one good to occasionally visit the countryside.";"Faz bem visitar o campo de vez em quando."
"ceb3836";"Ah, countryside folk are so honest and simple. Ah yes, so refreshing.";"Ah, o pessoal do campo é tão honesto e simples. Ah, sim, tão revigorante."
"e437aea";"The Crucible is amazing, isn't it?";"O Crisol é incrível, não é?"
"e437aeb";"You know, I wonder how long the Crucible has actually been here.";"Sabe, eu me pergunto há quanto tempo o Crisol está aqui."
"e437aec";"Is this cliff really on the west? Are we not more south-south-north-west?";"Este penhasco fica mesmo a oeste? Não estamos mais para sudoeste?"
"e437aed";"Westcliff is where men come to be men. That's what my dad used to say.";"Westcliff é onde os homens vêm para serem homens. Era o que meu pai costumava dizer."
"e437aee";"I used to come to Westcliff all the time.";"Eu costumava vir a Westcliff o tempo todo."
"e437aef";"I do enjoy these little trips to Westcliff.";"Eu gosto muito dessas pequenas viagens a Westcliff."
"e4409c0";"Ah, I often come holidaying in Westcliff.";"Ah, eu costumo passar férias em Westcliff."
"11984cca";"Can we leave this horrible place and go back to civilisation?";"Podemos deixar este lugar horrível e voltar para a civilização?"
"11984ccb";"There's a reason most people stay out of Wraithmarsh.";"Existe um motivo para a maioria das pessoas evitar Wraithmarsh."
"11984ccc";"This place is just spooky. Do you know there used to be a town called Oakvale here?";"Este lugar é simplesmente assustador. Sabia que antigamente existia uma cidade chamada Oakvale aqui?"
"11984ccd";"You can almost smell the ghosts in this place.";"Quase dá para sentir o cheiro dos fantasmas neste lugar."
"11984cce";"There's too many ghosts round here for my liking.";"Há fantasmas demais por aqui para o meu gosto."
"11984ccf";"There is nothing here but the ghost of an old town.";"Não há nada aqui além do fantasma de uma cidade antiga."
"119959af";"I never though I would one day visit Wraithmarsh.";"Eu nunca pensei que um dia visitaria Wraithmarsh."
"12f13581";"You never know who's hiding behind the corner in this place.";"Nunca se sabe quem está escondido atrás da esquina neste lugar."
"12f13582";"Man this place is depressing.";"Nossa, este lugar é deprimente."
"12f13583";"My mother used to forbid me from visiting these streets you know.";"Minha mãe me proibia de visitar estas ruas, sabia?"
"12f13584";"Oh, please, let me out of these horrid streets.";"Oh, por favor, me tirem dessas ruas horríveis."
"12f13586";"I grew up round here, you know.";"Eu cresci por aqui, sabia?"
"12f13587";"It doesn't look to bad round considering it's an old town.";"Não parece tão ruim, considerando que é uma cidade antiga."
"12f2a94b";"They don't call this place the Old Town for nothing, you know. It's old.";"Não chamam este lugar de Cidade Velha à toa, sabia? É antiga."
"169854ea";"Why are we in Wraithmarsh? It's horrid!";"Por que estamos em Wraithmarsh? É horrível!"
"169854eb";"To think there used to a nice, little town right here. Nothing but nastiness and ghosts now.";"Pensar que costumava haver uma cidadezinha agradável aqui. Agora só tem maldade e fantasmas."
"169854ec";"Only ghosts live in Wraithmarsh. Well, I suppose "live" isn't really the right word.";"Só fantasmas vivem em Wraithmarsh. Bem, acho que "live" não é bem a palavra certa."
"169854ed";"I don't know why, but this place makes me want to write really bad poetry.";"Não sei porquê, mas este lugar me dá vontade de escrever poesias muito ruins."
"169854ee";"No wonder no one comes to this spooky place.";"Não é de admirar que ninguém venha a este lugar assustador."
"169854ef";"You can smell the death and decay in this valley of ghosts and painful memories.";"Você pode sentir o cheiro da morte e da decomposição neste vale de fantasmas e memórias dolorosas."
"169d3e3f";"The smell of death and decay permeates this cursed land.";"O cheiro da morte e da decomposição permeia esta terra amaldiçoada."
"17f13da1";"I feel right at home in these windy streets.";"Sinto-me em casa nestas ruas ventosas."
"17f13da2";"Good place to play hide and seek this.";"Ótimo lugar para brincar de esconde-esconde."
"17f13da3";"These windy streets smell of urine.";"Estas ruas ventosas cheiram a urina."
"17f13da5";"I never came here in my youth. I wonder why.";"Nunca vim aqui na minha juventude. Por que será?"
"17f13da6";"This part of Bowerstone is a real maze.";"Esta parte de Bowerstone é um verdadeiro labirinto."
"17f13da7";"You know what I like about the Old Town? The smell. Reminds me of the farm I grew up in.";"Sabe o que eu gosto na Cidade Velha? O cheiro. Me lembra da fazenda onde cresci."
"17f2b16a";"I used to play hide and seek all the time in these streets when I was younger.";"Eu costumava brincar de esconde-esconde o tempo todo nessas ruas quando era mais jovem."
"2a9bdb81";"Time to visit the old pater familias in his grave again.";"Hora de visitar o velho patriarca em seu túmulo novamente."
"2a9bdb82";"I certainly hope my grave is much grander than this.";"Espero que meu túmulo seja muito mais grandioso do que este."
"3fa78b49";"I was going to visit my cousin in the Temple of Shadows. But then I remembered they kicked him out for not being quite evil enough.";"Eu ia visitar meu primo no Templo das Sombras. Mas aí me lembrei que o expulsaram por não ser malvado o suficiente."
