Hash;Original;Tradução
"19b0401";"And you're leaving us again? Did we wait all that time for nothing?";"E você está nos deixando de novo? Esperamos todo esse tempo à toa?"
"19b0402";"And you're leaving us again? Did we wait all that time for nothing?";"E você está nos deixando de novo? Esperamos todo esse tempo à toa?"
"19b0404";"And you're leaving us again? Did we wait all that time for nothing?";"E você está nos deixando de novo? Esperamos todo esse tempo à toa?"
"19b0405";"And you're leaving us again? Did we wait all that time for nothing?";"E você está nos deixando de novo? Será que esperamos todo esse tempo em vão?"
"19b0406";"And you're leaving us again? Did we wait all that time for nothing?";"E você está nos deixando de novo? Esperamos todo esse tempo à toa?"
"19b0407";"And you're leaving us again? Did we wait all that time for nothing?";"E você está nos deixando de novo? Esperamos todo esse tempo à toa?"
"19cb9c2";"And you're leaving us again? Did we wait all that time for nothing?";"E você está nos deixando de novo? Esperamos todo esse tempo à toa?"
"4bf3682";"You'll get tired of hearing that.";"Você vai se cansar de ouvir isso."
"4bf3683";"You'll get tired of hearing that.";"Você vai se cansar de ouvir isso."
"4bf3684";"You'll get tired of hearing that.";"Você vai se cansar de ouvir isso."
"4bf3685";"You'll get tired of hearing that.";"Você vai se cansar de ouvir isso."
"4bf3686";"You'll get tired of hearing that.";"Você vai se cansar de ouvir isso."
"4bf3687";"You'll get tired of hearing that.";"Você vai se cansar de ouvir isso."
"4c25048";"You'll get tired of hearing that.";"Você vai se cansar de ouvir isso."
"a9b1269";"And you're leaving us again? Did we wait all that time for nothing?";"E você está nos deixando de novo? Esperamos todo esse tempo à toa?"
"a9b126a";"And you're leaving us again? Did we wait all that time for nothing?";"E você está nos deixando de novo? Será que esperamos todo esse tempo em vão?"
"a9b126b";"Are you leaving us again? Did we wait all that time for nothing?";"Você está nos deixando de novo? Será que esperamos todo esse tempo em vão?"
"a9b126c";"And you're leaving us again? Did we wait all that time for nothing?";"E você está nos deixando de novo? Será que esperamos todo esse tempo em vão?"
"a9b126d";"And you're leaving us again? Did we wait all that time for nothing?";"E você está nos deixando de novo? Será que esperamos todo esse tempo em vão?"
"a9b126f";"And you're leaving us again? Did we wait all that time for nothing?";"E você está nos deixando de novo? Será que esperamos todo esse tempo em vão?"
"a9c1dfa";"And you're leaving us again? Did we wait all that time for nothing?";"E você está nos deixando de novo? Será que esperamos todo esse tempo em vão?"
"be216ff";"When I grow up I'm going to be a Hero too!";"Quando eu crescer, também serei um Herói!"
"fbf4832";"You'll get tired of hearing that.";"Você vai se cansar de ouvir isso."
"fbf4833";"You'll get tired of hearing that.";"Você vai se cansar de ouvir isso."
"fbf4834";"You'll get tired of hearing that.";"Você vai se cansar de ouvir isso."
"fbf4835";"You'll get tired of hearing that.";"Você vai se cansar de ouvir isso."
"fbf4836";"You'll get tired of hearing that.";"Você vai se cansar de ouvir isso."
"fbf4837";"You'll get tired of hearing that.";"Você vai se cansar de ouvir isso."
"fc238e8";"You'll get tired of hearing that.";"Você vai se cansar de ouvir isso."
"12e41f36";"When I grow up I'm going to be a Hero too!";"Quando eu crescer, também serei um herói!"
"228ae929";"Why am I keeping you here? You should be seeing your husband, not me!";"Por que estou te prendendo aqui? Você deveria estar vendo seu marido, não a mim!"
"282c0bdd";"It's very nice to meet you.";"É um prazer conhecê-lo(a)."
"2f29c4f3";"It's very nice to meet you.";"É um prazer te conhecer."
"3478c8f8";"You should take some time off. See what's changed while you've been gone!";"Você deveria tirar um tempo de folga. Veja o que mudou enquanto você esteve fora!"
"3f3b728b";"Why am I keeping you here? You should be seeing your partner.";"Por que estou te mantendo aqui? Você deveria estar vendo seu(sua) parceiro(a)."
"458959cb";"You see that? They're coming in by the other tower!";"Viu isso? Eles estão vindo pela outra torre!"
"46899fe8";"Over by the other tower! Let's get 'em!";"Lá na outra torre! Vamos lá!"
"498a764e";"Look out! There are more coming from the other tower!";"Cuidado! Tem mais vindo da outra torre!"
"4b8a2e74";"Keep an eye on the other tower!";"Fique de olho na outra torre!"
"4c8979da";"Guards coming from the other tower!";"Guardas vindo da outra torre!"
"4f900b76";"Why am I keeping you here? You should be seeing your husband.";"Por que estou te mantendo aqui? Você deveria estar vendo seu marido."
"4f9ec669";"Do you know the one thing she says more than "I'm going to be a hero"?";"Você sabe qual é a única coisa que ela diz mais do que "Eu vou ser uma heroína"?"
"4f9ec66a";"Do you know the one thing she says more than "I'm going to be a hero"?";"Você sabe qual é a única coisa que ela diz mais do que "Eu vou ser uma heroína"?"
"4f9ec66b";"Do you know the one thing she says more than "I'm going to be a hero"?";"Você sabe qual é a única coisa que ela diz mais do que "Eu vou ser uma heroína"?"
"4f9ec66c";"Do you know the one thing she says more than "I'm going to be a hero"?";"Você sabe qual é a única coisa que ela diz mais do que "Eu vou ser uma heroína"?"
"4f9ec66d";"Do you know the one thing she says more than "I'm going to be a hero"?";"Você sabe qual é a única coisa que ela diz mais do que "Eu vou ser uma heroína"?"
"4f9ec66e";"Do you know the one thing she says more than "I'm going to be a hero"?";"Você sabe qual é a única coisa que ela diz mais do que "Eu vou ser uma heroína"?"
"4fa348af";"Do you know the one thing she says more than "I'm going to be a hero"?";"Você sabe qual é a única coisa que ela diz mais do que "Eu vou ser uma heroína"?"
"51cc6ba9";"Great to see you, but you should go on. We'll catch up later.";"Que bom te ver, mas você deveria ir. A gente se fala depois."
"589ed4b9";"Do you know the one thing she says more than "I'm going to be a hero"?";"Você sabe qual é a única coisa que ela diz mais do que "Eu vou ser uma heroína"?"
