Hash;Original;Tradução
"017d17a";"It was rather good.";"Foi muito bom."
"017d17b";"Nice.";"Bom."
"017d17c";"Yes, I liked it.";"Sim, gostei."
"017d17d";"Didn't suck.";"Não foi ruim."
"017d17e";"Solid.";"Sólido."
"017d17f";"Admirable.";"Admirável."
"01c3fda";"Capital.";"Excelente."
"0d77b3a";"There's no spot more perfect for romance.";"Não há lugar mais perfeito para o romance."
"0d77b3b";"Oh, so romantic! And this place makes it even better.";"Oh, tão romântico! E este lugar torna tudo ainda melhor."
"0d77b3c";"I've always liked it here. And you're making me like it more.";"Eu sempre gostei daqui. E você está me fazendo gostar ainda mais."
"0d77b3d";"The best place for a bit of heart flutterin'.";"O melhor lugar para sentir o coração palpitar."
"0d77b3e";"I'm a real softie really. Specially here.";"Eu sou um verdadeiro sentimental. Especialmente aqui."
"0d77b3f";"Some places just exhude romance. More so when you are in them.";"Alguns lugares simplesmente exalam romance. Ainda mais quando você está neles."
"0daf59b";"Oh, so romantic! And this place makes it even better.";"Oh, tão romântico! E este lugar torna tudo ainda melhor."
"17ac45da";"Ye've earnt yer reputation there!";"Você conquistou sua reputação!"
"17ac45db";"Fabulous! Just fabulous! As I knew it would be.";"Fabuloso! Simplesmente fabuloso! Como eu sabia que seria."
"17ac45dd";"Magnificent! Worthy of one with your astonishing renown.";"Magnífico! Digno de alguém com sua reputação impressionante."
"17ac45de";"Wow! Just, wow!";"Uau! Simplesmente uau!"
"17b13b78";"That's beyong amazing.";"Isso é mais que incrível."
"216f88e9";"Never would have expected something so nice from you.";"Nunca esperaria algo tão gentil da sua parte."
"22ac570b";"Bleedin' incredible!";"Incrível!"
"22ac570c";"Oh my! You are justly renowned throughout our land.";"Nossa! Você é justamente renomada em toda a nossa terra."
"22ac570f";"That was simply fantastic! No wonder I've heard so much about you!";"Isso foi simplesmente fantástico! Não é à toa que ouvi falar tanto de você!"
"22ade9c8";"Flabbergasting!";"Impressionante!"
"2413a630";"I like it.";"Eu gosto."
"266f4555";"So you're not a total loser then.";"Então você não é um completo perdedor."
"27319d71";"It requires a rare and special talent to achieve your fame. And that was proof of yours.";"É preciso um talento raro e especial para alcançar a sua fama. E isso foi a prova do seu talento."
"27319d72";"Indescribably impressive! Just like your renown.";"Indescritivelmente impressionante! Assim como sua fama."
"27319d73";"Count myself lucky to have seen that!";"Me considero sortudo por ter visto isso!"
"27319d74";"Amazing is what that was!";"Foi simplesmente incrível!"
"27319d77";"Ooooh! Is that what made you famous?";"Uau! Foi isso que te tornou famoso?"
"2b16116f";"Not bad.";"Nada mal."
