Hash;Original;Tradução
"1dea404";"Maybe you should follow your dog.";"Talvez você devesse seguir seu cachorro."
"a0696a4";"Very well, keep your thoughts. But know your actions today saved many.";"Muito bem, guarde seus pensamentos. Mas saiba que suas ações hoje salvaram muitas vidas."
"b0c7860";"You will get used to the burden, as all Heroes must.";"Você se acostumará com o fardo, como todos os Heróis devem fazer."
"e07e4c4";"You feel it, don't you? Even from this distance its power resonates inside you. It is the Tattered Spire, built anew, once again casting its twisted shadow across Albion.";"Você sente, não é? Mesmo a essa distância, seu poder ressoa dentro de você. É a Torre Esfarrapada, reconstruída, projetando mais uma vez sua sombra distorcida sobre Albion."
"e8a8650";"How did you do that?! It's dead already!";"Como você fez isso?! Ele já está morto!"
"f07e6b7";"Look.";"Veja."
"100659f7";"The cards have shown me this.";"As cartas me mostraram isso."
"100659f8";"Here...";"Aqui..."
"100659f9";"That is why your sister died...";"É por isso que sua irmã morreu..."
"100659fa";"...and that is why you will face him.";"...e é por isso que você o enfrentará."
"100659fb";"Some say that this was the first wish: an end to a hollow and corrupt world. And for a purer one to take its place.";"Alguns dizem que este foi o primeiro desejo:, o fim de um mundo vazio e corrupto. E que um mundo mais puro tomasse o seu lugar."
"100659fc";"And now the Spire rises once again, by Lucien's hand.";"E agora a Torre se ergue mais uma vez, pelas mãos de Lucien."
"100659fd";"On the day it was completed, and the first wish made, a light bloomed inside-- though its nature could not have been darker.";"No dia em que foi concluída, e o primeiro desejo realizado, uma luz floresceu em seu interior — embora sua natureza não pudesse ser mais sombria."
"100659fe";"Albion shattered. Centuries of civilisation were wiped out in moments, its people erased from existence.";"Albion despedaçada. Séculos de civilização foram dizimados em instantes, seu povo apagado da existência."
"100659ff";"The Spire was intended as a conduit for all the magic in the world, granting the Kingdom's ruler a power so great he could bend reality to his will.";"A Torre foi concebida como um conduto para toda a magia do mundo, concedendo ao governante do Reino um poder tão grande que ele poderia dobrar a realidade à sua vontade."
"10088c13";"Lucien found documents which foretold the coming of one who would stop him using the Spire.";"Lucien encontrou documentos que previam a chegada de alguém que o impediria de usar a Torre."
"1107e99d";"This extraordinary structure was built once before, in the age of the Old Kingdom.";"Esta estrutura extraordinária já foi construída antes, na época do Antigo Reino."
"1207f663";"I apologise for the delay. Events are moving quickly indeed.";"Peço desculpas pela demora. Os eventos estão acontecendo muito rápido."
"14069017";"Your enthusiasm will have its uses. But mind it does not consume you.";"Seu entusiasmo terá sua utilidade. Mas cuidado para que ele não os consuma."
"1507c440";"Do you feel the weight of responsibility yet?";"Você já sente o peso da responsabilidade?"
"15c1da80";"Find another way around the locked door.";"Encontre outro caminho para contornar a porta trancada."
"16c37be8";"Find the abbot in Oakfield.";"Encontre o abade em Oakfield."
"172a17bf";"I'm worried about poor Joey.";"Estou preocupado com o pobre Joey."
"17c219e6";"Wait for Theresa to arrive.";"Espere a Theresa chegar."
"182a1912";"Ah, after you.";"Ah, depois de você."
"18c24738";"Explore Bowerstone.";"Explore Bowerstone."
"192a1a85";"Shall we go in the cave? Please?";"Vamos entrar na caverna? Por favor?"
"19c34a22";"Meet Theresa in Bowerstone Market.";"Encontre Theresa no Mercado de Bowerstone."
"1d479fc8";"Dive!";"Mergulhe!"
"1e43b56f";"What?";"O quê?"
"1f43b6c2";"Sorry.";"Desculpe."
"20451717";"You always have to be different.";"Você sempre tem que ser diferente."
"21f012b0";"Fill them full of holes!";"Encha-os de buracos!"
"22434eaf";"Oh look! Another traveler.";"Olha só! Outro viajante."
"2243896c";"Want to get to Oakfield? You'll have to swim, luvvie!";"Quer chegar a Oakfield? Vai ter que nadar, meu bem!"
"23454247";"<laughs> Yeah, jump!";"<laughs> Sim, pule!"
"23f564dd";"Hit it harder! Yes!";"Bata com mais força! Isso!"
"24041ffa";"Come.";"Venha."
"24477380";"Jump, jump, jump!";"Pule, pule, pule!"
"24ee6480";"Don't stop shooting them!";"Não pare de atirar neles!"
"24f781f9";"That's the way to do it! Mash the buggers up!";"É assim que se faz! Esmaga esses bichos!"
"25061d95";"That is where Lucien is now. The Tattered Spire.";"É lá que Lucien está agora. A Torre Esfarrapada."
"25f5d3e5";"Does it hurt, you little stinkball?!";"Isso machuca, moleque de merda?!"
"2607bc0d";"You are still using your old equipment. Your task is a difficult one; you should be better prepared.";"Você ainda está usando seu equipamento antigo. Sua tarefa é difícil; você deveria estar melhor preparado."
"27068330";"I see you have bought new equipment. You are wise to do so, as your journey from here on is a difficult one.";"Vejo que você comprou equipamentos novos. É uma decisão sábia, pois sua jornada daqui em diante será difícil."
"2788f802";"See if you can find another way in while I try and get this door open.";"Veja se você consegue encontrar outra entrada enquanto eu tento abrir esta porta."
"2cf07233";"HOBBES";"HOBBES"
"2e7e5877";"Oh, they're disgusting!";"Oh, que nojo!"
"2eec14a2";"Gah, it's locked-- damn it!";"Gah, está trancado -- maldição!"
"2f7a9e8b";"I have returned. Meet me by the clock tower in the main square.";"Voltei. Encontrem-me perto da torre do relógio na praça principal."
"2f81912c";"But they couldn't... be... I mean, they couldn't actually have been children, could they?";"Mas eles não poderiam... ser... Quer dizer, eles não poderiam realmente ter sido crianças, poderiam?"
"307fcebb";"Oh, Joey!";"Oh, Joey!"
