Hash;Original;Tradução
"4a885e8";"And that's three gold coins now. Just two more and we can buy the music box.";"E já são três moedas de ouro. Só mais duas e podemos comprar a caixa de música."
"6a52c39";"Where is he!?";"Onde ele está!?"
"899962a";"Wait there while I get the money.";"Aguarde enquanto eu pego o dinheiro."
"9936fc1";"And don't you touch anything!";"E não toque em nada!"
"a9b1268";"Oh... Monty told us not to give it to the mother, but she'll pay us if we just wait here.";"Ah... Monty nos disse para não entregarmos para a mãe, mas ela nos pagará se esperarmos aqui."
"b916393";"But if we give it to Belinda upstairs, maybe they can run away together.";"Mas se entregarmos para a Belinda lá em cima, talvez eles consigam fugir juntos."
"ba4c003";"Over my dead body!";"Só por cima do meu cadáver!"
"ca4cc13";"Marry my daughter?";"Casar com minha filha?"
"1178bc27";"No you don't, he's poor!";"Não, você não vai, ele é pobre!"
"127bcdd2";"Oh, Mother, you're such a shrew. That's why Father left you and you can't get another man.";"Oh, mãe, você é uma megera. É por isso que o pai te abandonou e você não consegue arranjar outro homem."
"1478ee22";"Oh, Monty! I love you.";"Oh, Monty! Eu te amo."
"157b2f11";"What? No!";"O quê? Não!"
"16784810";"Maybe you should marry her instead!";"Talvez você devesse se casar com ela!"
"177b51d8";"Belinda, you shouldn't talk to your mum like that.";"Belinda, você não deveria falar assim com sua mãe."
"187dbdae";"Oh, now you're taking her side?!";"Ah, agora você está do lado dela?!"
"1b7932bf";"But you're my one true love. Without you, there are no stars and no moon in my night sky, only the cold, crushing dark of your absence. Er, my little dove.";"Mas você é meu único e verdadeiro amor. Sem você, não há estrelas nem lua no meu céu noturno, apenas a escuridão fria e opressiva da sua ausência. Er, minha pequena pomba."
"1c7e8a8e";"The Love Letter";"A Carta de Amor"
"1c90ca47";"Hey! That hurt!";"Ei! Isso doeu!"
"1d8c2713";"Ah! You're dead now!";"Ah! Você está morto agora!"
"1e90eea8";"Ow! I'll get you for that!";"Ai! Vou te pegar por isso!"
"1f668d76";"Deliver a letter to Monty's beloved.";"Entregar uma carta para a amada de Monty."
"1f90f01b";"Ah! Stop it!";"Ah! Pare com isso!"
"208e1aff";"Ah!";"Ah!"
"20bc0098";"Come on in.";"Entrem!"
"218dfc9f";"Ow! Quit it!";"Ai! Pare com isso!"
"228d037f";"Argh!";"Argh!"
"22bcf18c";"Oh. Um. We... we've got a letter... We need one gold for the postage.";"Oh. Hum. Nós... nós temos uma carta... Precisamos de uma moeda de ouro para o selo."
"238c7010";"Ow!";"Ai!"
"23bcf37f";"Oh, well, why didn't you just say so.";"Ah, então por que você não disse logo?"
"258d52ae";"Ugh!";"Ugh!"
"25bc46d2";"What do you want?";"O que você quer?"
"25c546c8";"Belinda...";"Belinda..."
"26696b7a";"These bleeding street rats! Always causing trouble!";"Esses ratos de rua! Sempre causando problemas!"
"26c87728";"Oh, Monty.";"Oh, Monty."
"26fbc197";"That'll teach you to poke your filthy snout into our alley!";"Isso vai te ensinar a não enfiar esse seu focinho imundo no nosso beco!"
"276b1a8e";"Get back down here!";"Volte aqui!"
"27f5b0f0";"Ha ha! Yeah, let him have it, Rex! Ha ha ha!";"Ha ha! É isso aí, Rex! Ha ha ha!"
"286aa209";"Hey! Where do you think you're going?";"Ei! Aonde você pensa que vai?"
"29f74570";"Rex, let me have a go when you've finished!";"Rex, deixa eu tentar quando você terminar!"
"2af82440";"Go on, give him another!";"Vamos, dê a ele outra!"
"2bf86c12";"Bet he's sorry he came to our part of town!";"Aposto que ele se arrependeu de ter vindo para a nossa parte da cidade!"
"2cf7cc5d";"Stupid dog! Can I have a whack when you're done, Rex?";"Cachorro estúpido! Posso te dar umas palmadas quando você terminar, Rex?"
"2df63a0c";"Look! It's got its tail between its legs!";"Olhem! Está com o rabo entre as pernas!"
"300f46ac";"You better not have touched anything!";"É melhor você não ter tocado em nada!"
"308281f1";"How dare you propose to my daughter!";"Como você ousa pedir minha filha em casamento!"
"30f7e10a";"Not wagging your tail now, are you, doggie?";"Não está abanando o rabo agora, está, cachorrinho?"
"318559a8";"Guards! I want to report a pervert!";"Guardas! Quero denunciar um pervertido!"
"31fda49d";"Flea-bitten mongrel! Thrash him good!";"Cão vira-lata sarnento! Dê uma surra nele!"
"3281a550";"Erm, it's not what you think! I, er... I wrote the letter for you.";"Hum, não é o que você pensa! Eu, er... eu escrevi a carta para você."
"3381b559";"What?";"O quê?"
"34802362";"Yes! I -- couldn't hide my feelings any longer.";"Sim! Eu -- não consegui mais esconder meus sentimentos."
"34c999d1";"Give Belinda the letter?";"Entregar a carta para Belinda?"
"37c99eaa";"Give Belinda's mother the letter?";"Entregar a carta para a mãe da Belinda?"
"3cb29bdc";"This is wonderful!";"Isso é maravilhoso!"
"3d4ba3b8";"And we got our first gold coin!";"E conseguimos nossa primeira moeda de ouro!"
"3eb104c8";"Oh, Monty... My little dove!";"Oh, Monty... Minha pombinha!"
"3fb1f772";"Here's something for your trouble.";"Aqui está algo pelo seu incômodo."
"41321cb9";"<sighs>";"<sighs>"
"4333a835";"Monty, Monty, Monty.";"Monty, Monty, Monty."
"4434731d";"Oh, Monty.";"Oh, Monty."
"4a28544e";"That's three gold coins now. Just two more and we can buy the music box!";"Já são três moedas de ouro. Só mais duas e podemos comprar a caixa de música!"
"4c67fec4";"What'll I do?";"O que eu vou fazer?"
"4d6c4ce0";"They're in there, skittering... and plotting...";"Eles estão lá dentro, se movimentando... e tramando..."
"4e6a0c02";"Disgusting beetles, I hate them.";"Besouros nojentos, eu os odeio."
"4fe559f8";"Go upstairs and kill the beetles, or smash the stock downstairs.";"Suba as escadas e mate os besouros ou destrua o estoque lá embaixo."
"50dc374a";"Oh, Monty. I'd give anything to be able to speak freely with you, at normal volume.";"Oh, Monty. Eu daria tudo para poder conversar livremente com você, em um tom de voz normal."
"51d908d5";"Oh, my little dove, any medium would be happy with you in it.";"Oh, minha pombinha, qualquer médium ficaria feliz com você nele."
"52de21d2";"I'm sorry, my love, you'll have to be quieter than that. Can you find a happy medium?";"Desculpe, meu amor, você precisa falar mais baixo. Podemos encontrar um meio-termo?"
"53951aaf";"Punch!";"Soco!"
"53d6c56e";"Get that letter straight to Belinda -- don't let her mum get it.";"Entregue essa carta diretamente para Belinda -- não deixe que a mãe dela a receba."
"53dbf3f5";"No, it was just the town crier, Mother.";"Não, era só o arauto da cidade, mãe."
"5495b86b";"Yeah!";"Isso aí!"
"54d971a9";"You say something, Belinda?";"Você disse alguma coisa, Belinda?"
"55940a54";"Don't forget to kick!";"Não se esqueça de chutar!"
"55d9bd35";"I said YOUR MOTHER IS AN ACCURSED COW!";"Eu disse: SUA MÃE É UMA VACA AMALDIÇOADA!"
"56c04528";"I'm leaving, Mother, I'm going to marry the man I love.";"Estou indo embora, mãe, vou me casar com o homem que amo."
"56d85160";"It's a bit over the top, innit?";"É um pouco exagerado, não é?"
"56d9dcb2";"What? I didn't hear you.";"O quê? Não ouvi."
"573c73c4";"Knock those teeth out! Knock those teeth out!";"Arranque esses dentes! Arranque esses dentes!"
"57c1a00d";"What?!";"O quê?!"
"57dde5ae";"Your mother is an accursed cow.";"Sua mãe é uma vaca amaldiçoada."
"583be9f5";"Fight! Fight!";"Luta! Luta!"
"593ccc24";"Go on!";"Vamos lá!"
"5965b453";"Now whatever you do, DON'T give Belinda's mum the letter.";"Agora, seja o que for que você faça, NÃO entregue a carta para a mãe da Belinda."
"59c09860";"Belinda, what are you doing? Get back in the house.";"Belinda, o que você está fazendo? Volte para dentro de casa."
