Hash;Original;Tradução
"1754ca4";"Knockdown time! Those words have a hollow ring to them today... <laughs>";"Hora do nocaute! Essas palavras soam vazias hoje... <laughs>"
"27804d0";"MU: Oh, down the hollow man goes! A pitiful sight. You ever wonder if you'll end up like that one day? MAD: I've already decided to be reincarnated as a broadsword! Ha ha ha!";"MU: Oh, lá vai o homem oco! Uma visão lamentável. Já se perguntou se um dia você vai acabar assim? MAD: Eu já decidi reencarnar como uma espada larga! Ha ha ha!"
"5e7767a";"You know, you really can't overstress the importance of staying alive enough. And blocks like that do the job nicely.";"Sabe, nunca é demais enfatizar a importância de se manter vivo. E bloqueios como esse fazem o trabalho muito bem."
"7e3f93d";"A nice block! Hollow men may be slow, but they swing mighty hard.";"Um belo bloqueio! Homens ocos podem ser lentos, mas balançam com muita força."
"8e7b1b1";"That's how one defends oneself from a corpse! That and a shovel.";"É assim que se defende de um cadáver! Isso e uma pá."
"ae64665";"A steadfast block to keep the dead at bay! And probably death, too!";"Um bloco firme para manter os mortos afastados! E provavelmente a morte também!"
"e270569";"<snores> Uh! Kill, death! Uh... <snores>";"<snores> Ah! Matar, morte! Ah... <snores>"
"f26f66b";"(snores)";"(ronca)"
"1027cdc3";"There's the drunken buggers, right there.";"Ali estão os bêbados."
"309a66ef";"MU: He's turning out to be a one heck of a undead deadener, if you know what I mean. MAD: Rarely, if ever.";"MU: Ele está se revelando um exterminador de mortos-vivos e tanto, se é que você me entende. MAD: Raramente, ou nunca."
"309c29c3";"MU: She's turning out to be a one heck of an undead deadener, if you know what I mean. MAD: Rarely, if ever.";"MU: Ela está se revelando uma exterminadora de mortos-vivos e tanto, se é que você me entende. MAD: Raramente, ou quase nunca."
"340b5328";"A solid hit on the hollow man. Doesn't sound that hollow though. Are they really supposed to be hollow or what?";"Um golpe certeiro no homem oco. Mas não parece tão oco assim. Eles realmente deveriam ser ocos ou o quê?"
"350bafe8";"MAD: That attack sends bits of rotting flesh flying all over the place. MU: Suddenly I quite fancy a kebab.";"MAD: Esse ataque espalha pedaços de carne podre por todo lado. MU: De repente, me deu uma vontade enorme de comer um kebab."
