Hash;Original;Tradução
"4db1111";"Mind, there might be bones in that.";"Cuidado, pode haver ossos aí."
"4db1113";"I bet you don't get meals like this on the road.";"Aposto que você não encontra refeições assim na estrada."
"4db1114";"Remember to chew carefully.";"Lembre-se de mastigar bem."
"4db1115";"What do you think of these rare percolated dodo entrails?";"O que você acha dessas raras entranhas de dodô percoladas?"
"4db1116";"The salt in this dish comes from fairies' tears. Delectable, I'm sure you agree.";"O sal deste prato vem das lágrimas das fadas. Delicioso, tenho certeza que você concorda."
"4db1117";"Is this Hero grub or what?";"Isso é comida de herói ou não?"
"4dd96f1";"You can just chew right through the bones, see?";"Você pode mastigar até os ossos, viu?"
"6186a5b";"Did you hear what happened down the street? A chicken ate a boy. Or so they say.";"Você ouviu o que aconteceu na rua? Uma galinha comeu um menino. Ou pelo menos é o que dizem."
"6186a5c";"Did you hear what happened down the street? A chicken ate a boy. Or so they say.";"Você ouviu o que aconteceu na rua? Uma galinha comeu um menino. Ou pelo menos é o que dizem."
"6186a5d";"Did you hear what happened down the street? A chicken ate a boy. Or so they say.";"Você ouviu o que aconteceu na rua? Uma galinha comeu um menino. Ou pelo menos é o que dizem."
"6186a5e";"Did you hear what happened down the street? A chicken ate a boy. Or so they say.";"Você ouviu o que aconteceu na rua? Uma galinha comeu um menino. Ou pelo menos é o que dizem."
"61bb145";"Did you hear what happened down the street? A chicken ate a boy. Or so they say.";"Você ouviu o que aconteceu na rua? Uma galinha comeu um menino. Ou pelo menos é o que dizem."
"7f548e9";"Doesn't this meal just caress your tastebuds?";"Esta refeição não é um deleite para o paladar?"
"7f548ea";"I hope you like diamond truffles.";"Espero que goste de trufas de diamante."
"7f548eb";"Look at us! Eating together and everything!";"Olha só para nós! Comendo juntos e tudo mais!"
"7f548ec";"It tastes better if you eat with your fingers.";"Fica ainda melhor se você comer com as mãos."
"7f548ed";"You might as well get a good meal in you.";"Aproveite e faça uma boa refeição."
"7f548ee";"I had the strangest dream last night.";"Tive um sonho muito estranho ontem à noite."
"7f6117a";"It's nice to sit down as a family.";"É bom sentar em família."
"8e7b1ba";"You said you were finished experimenting!";"Você disse que tinha terminado os experimentos!"
"8e7d5da";"How dare you?! That's my husband, you harlot!";"Como você ousa?! Esse é meu marido, sua vadia!"
"a5b491a";"Hey, get away from my husband!";"Ei, sai de perto do meu marido!"
"a5b491b";"That's my man! Stay away from him!";"Esse é o meu homem! Fique longe dele!"
"a5b491c";"What are you doing to my husband!";"O que você está fazendo com o meu marido!"
"a5b491d";"Hey, get your own man!";"Ei, arranja o seu próprio homem!"
"a5da122";"What you doing with my fella?!";"O que você está fazendo com o meu namorado?!"
"bdb1c11";"The salt in this dish comes from fairies' tears. Delectable, I'm sure you agree.";"O sal deste prato vem das lágrimas das fadas. Delicioso, tenho certeza que você concorda."
"bdb1c12";"What do you think of these rare percolated dodo entrails?";"O que você acha dessas raras entranhas de dodô percoladas?"
"bdb1c13";"I won this meal down the pub last night.";"Ganhei essa refeição no bar ontem à noite."
"bdb1c14";"Good huh? I killed it myself!";"Boa, né? Eu mesmo a matei!"
"bdb1c15";"I bet you don't get meals like this on the road.";"Aposto que você não encontra refeições assim na estrada."
"bdb1c16";"*cough* Phew, that was a huge eyeball.";"*tosse* Ufa, que olho enorme."
"bdf0476";"Chicken beaks give me the trotters.";"Bicos de galinha me dão arrepios."
"d6130d4";"One comfort of not having to breathe, at least I don't have to smell the gerenal populace.";"Uma das vantagens de não precisar respirar, pelo menos não preciso sentir o cheiro da população em geral."
"f1878a9";"Did you hear what happened down the street? A chicken ate a boy. Or so they say.";"Você ouviu o que aconteceu na rua? Uma galinha comeu um menino. Ou pelo menos é o que dizem."
"f1878ab";"Did you hear what happened down the street? A chicken ate a boy. Or so they say.";"Você ouviu o que aconteceu na rua? Uma galinha comeu um menino. Ou pelo menos é o que dizem."
"f1878ae";"Did you hear what happened down the street? A chicken ate a boy. Or so they say.";"Você ouviu o que aconteceu na rua? Uma galinha comeu um menino. Ou pelo menos é o que dizem."
"f1878af";"Did you hear what happened down the street? A chicken ate a boy. Or so they say.";"Você ouviu o que aconteceu na rua? Uma galinha comeu um menino. Ou pelo menos é o que dizem."
