Hash;Original;Tradução
"10efd18";"Better stop that. I always get told off for breaking stuff.";"É melhor parar com isso. Sempre levo bronca por quebrar coisas."
"41aada9";"Who's a good mutt?";"Quem é um bom vira-lata?"
"41aadaa";"Wouldn't want to bite me, ya wouldn't. I taste horrible.";"Não ia querer me morder, né? Eu tenho um gosto horrível."
"41aadab";"No need for biting, doggy.";"Não precisa morder, cachorrinho."
"41aadac";"Oh, you're not going to mangle my throat, are you?";"Ah, você não vai dilacerar minha garganta, vai?"
"41aadae";"Oh, hi, dog. Just minding my own business.";"Ah, oi, cachorro. Só cuidando da minha vida."
"41aadaf";"What a big, strong dog you are.";"Que cachorro grande e forte você é."
"41de6f8";"Er... good doggy... nice doggy... yeeees.";"Er... bom cachorrinho... bom cachorrinho... siiiim."
"80b637a";"Hey, that's not yours to break!";"Ei, isso não é seu para quebrar!"
"e2fedcd";"Ha ha! Do it again! Do it again!";"Ha ha! Faça de novo! Faça de novo!"
"100c7eaa";"Hey! Don't break that! It's mine!";"Ei! Não quebre isso! É meu!"
"100c7eab";"Stop smashing my things!";"Pare de destruir minhas coisas!"
"100c7eac";"You're ruining all my stuff!";"Você está estragando tudo!"
"100c7ead";"You vandal! What ya doin' do my things?";"Seu vândalo! O que você está fazendo mexendo nas minhas coisas?"
"100c7eae";"Leave off my stuff!";"Deixe minhas coisas em paz!"
"100c7eaf";"Stop plundering my things!";"Pare de saquear minhas coisas!"
"100dadbd";"You pillager! Leave my belongings alone!";"Seu saqueador! Deixe meus pertences em paz!"
"150c864a";"Quit destroying my things!";"Pare de destruir minhas coisas!"
"150c864b";"No! You're making a mess of my things!";"Não! Você está bagunçando minhas coisas!"
"150c864c";"Hey, that's mine! Don't break it!";"Ei, isso é meu! Não quebre!"
"150c864d";"Vandal! Get off my stuff!";"Vândalo! Saia de cima das minhas coisas!"
"150c864e";"My things! Yer destroyin' 'em!";"Minhas coisas! Você está destruindo-as!"
"150c864f";"You ignorant hooligan! Those are my things!";"Seu vândalo ignorante! Essas coisas são minhas!"
"150d4112";"You are damaging my property!";"Você está danificando minha propriedade!"
"15f34677";"That is vandalism!";"Isso é vandalismo!"
"16042c60";"Stop, that's vandalism!";"Pare, isso é vandalismo!"
"172fd99a";"Hee hee! You're so funny!";"Hehe! Você é tão engraçado!"
"201a3a76";"I d-d-don't like this dog. Buaaaaaa!";"Eu n-n-não gosto deste cachorro. Buaaaaaa!"
"24b723c9";"*sob* Don't be nasty to me. *sob* I like dogs!";"*snif* Não seja grosseiro comigo. *snif* Eu gosto de cachorros!"
"25cef45f";"Aww, aren't you a clever boy!";"Ah, você é um garoto esperto!"
"291886c5";"Y-y-you're not a nice dog, a-a-are you?";"V-v-você não é um cachorro legal, né?"
"2dc163d5";"He's going to eat me!";"Ele vai me comer!"
"30ce9eac";"Wow! Did you see that?!";"Uau! Você viu isso?!"
"342e1a41";"Hey! You can't just break what you want!";"Ei! Você não pode simplesmente quebrar o que quiser!"
"342e1a43";"You! Stop your vandalism!";"Você! Pare com o vandalismo!"
"342e1a44";"Vandal!";"Vândalo!"
"342e1a45";"An act of vandalism if ever I saw one!";"Um ato de vandalismo, se é que já vi algum!"
"342e1a46";"Vandal!";"Vândalo!"
"342e1a47";"Look at you, breaking stuff like some stupid hobbe.";"Olha só você, destruindo tudo como um hobbit idiota."
"34319a7b";"Vandal!";"Vândalo!"
"3acb393a";"Gah! Nobody wants to see that!";"Argh! Ninguém quer ver isso!"
"3acb393b";"That's enough from you, you daft mongrel.";"Já chega, seu vira-lata idiota."
"3acb393c";"I'm sick of watching this dog's stupid tricks!";"Estou farto de ver as palhaçadas desse cachorro!"
"3acb393d";"Damn mutts are a nuisance at the best of times. So don't do that!";"Esses vira-latas são um incômodo mesmo nas melhores circunstâncias. Então não faça isso!"
"3acb393e";"Do that again and I'll scalp ya!";"Faça isso de novo e eu te arranco!"
"3acb393f";"Oh! What is that filthy beast doing now?";"Oh! O que essa criatura imunda está fazendo agora?"
"3acba6dd";"How utterly vile and disgusting!";"Que coisa mais vil e repugnante!"
"3b2e2541";"You are not just destroying property, but the very fabric of our society!";"Você não está apenas destruindo propriedade, mas o próprio tecido da nossa sociedade!"
"3b2e2542";"Vandal!";"Vândalo!"
"3b2e2543";"You ain't supposed to break that!";"Você não deveria quebrar isso!"
"3b2e2544";"Pure vandalism!";"Puro vandalismo!"
"3b2e2545";"That's defacement.";"Isso é depredação."
"3b2e2546";"Stop breaking that! You can't just do what you want!";"Pare de quebrar isso! Você não pode simplesmente fazer o que quer!"
"3b317f20";"Vandal!";"Vândalo!"
"3e6651a1";"Aww! You're the funniest the dog in the whole wide world!";"Ah! Você é o cachorro mais engraçado do mundo inteiro!"
"3fcb40da";"Ugh! You dirty animal.";"Argh! Seu animal imundo."
"3fcb40db";"Cuh! Stop that!";"Ei! Pare com isso!"
"3fcb40dc";"I really can't stand that dog!";"Eu realmente não suporto esse cachorro!"
"3fcb40dd";"Someone make that stupid mutt stop!";"Alguém faça esse vira-lata estúpido parar!"
"3fcb40de";"You think ya clever, ya mangy cur?";"Você acha que é esperto, seu cachorro sarnento?"
"3fcb40df";"I have no wish to see your pathetic tricks!";"Não quero nem ver seus truques patéticos!"
"3fcf1621";"Dogs should not be allowed to do such things!";"Cães não deveriam ter permissão para fazer essas coisas!"
"436b74bc";"Ha! Wish I had a dog like you!";"Ha! Quem me dera ter um cachorro como você!"
"485f0869";"You all right, dog?";"Tudo bem, cara?"
"485f086a";"How's it going, fella?";"Como vai, camarada?"
"485f086b";"Oh, I could just eat you up. Figuratively speaking, of course.";"Ah, eu poderia te devorar. Figurativamente falando, é claro."
"485f086d";"You're just about the nicest dog I ever did meet.";"Você é o cachorro mais legal que eu já conheci."
"485f086e";"Hi there boy.";"Olá, garoto."
"485f086f";"Aren't you a little love?";"Você é um amorzinho, não é?"
"486077ff";"Who's a good boy?";"Quem é um bom menino?"
"4b1b054e";"Vandalism is against the law!";"Vandalismo é contra a lei!"
"4b1dcbb4";"Hey! The breaking of property is unlawful!";"Ei! Destruir propriedade é ilegal!"
"4c78f339";"Oh, you're not going to mangle my throat, are you?";"Ah, você não vai mutilar minha garganta, vai?"
"4e4d7149";"Worse dog I ever saw.";"O pior cachorro que já vi."
"4e4d714a";"What a crummy animal.";"Que animalzinho mixuruca."
"4e4d714b";"You mucky puppy!";"Seu cachorrinho imundo!"
"4e4d714d";"What a slovenly beast.";"Que criatura desleixada."
"4e4d714e";"You furry thug.";"Seu bandido peludo."
"4e4d714f";"What an awful little flea bag!";"Que saquinho de pulgas horroroso!"
"4e4daeff";"I like dogs, but you make me sick.";"Eu gosto de cachorros, mas você me dá nojo."
"4f553a07";"No need for biting, doggy.";"Não precisa morder, cachorrinho."
"51fc6d79";"I am beginning to fear for my life.";"Estou começando a temer pela minha vida."
"51fc6d7a";"Sto-stop that, you terrible creature.";"Pare com isso, criatura terrível."
"51fc6d7b";"Just mindin' me own business, sir, er... dog.";"Só estou cuidando da minha vida, senhor, er... cachorro."
"51fc6d7c";"Steady boy. I ain't doin' a thing.";"Calma, garoto. Não estou fazendo nada."
"51fc6d7d";"Calm down boy... calm down...";"Calma, garoto... calma..."
"51fc6d7e";"He's got the dead eyes of a killer that dog. And they're looking at me!";"Esse cachorro tem o olhar morto de um assassino. E está me encarando!"
"51fd6b12";"Why does he keep staring at me like that?";"Por que ele fica me encarando assim?"
"535f199e";"How are you boy?";"Como vai, garoto?"
"535fe356";"Here, doggy!";"Vem cá, cachorrinho!"
"580fdb7a";"Vandal! Vandal!";"Vândalo! Vândalo!"
"580fdb7b";"That's vandalism!";"Isso é vandalismo!"
"580fdb7c";"Hey. Stop that! That isn't yours, you know.";"Ei! Pare com isso! Isso não é seu, sabia?"
"580fdb7d";"Guards! Vandal! Help!";"Guardas! Vândalo! Socorro!"
