Hash;Original;Tradução
"64d16ec";"I'm really quite taken by hi,.";"Estou realmente encantado(a) com ele(a)."
"64e9d9d";"No one woman looks that good, surely.";"Nenhuma mulher é tão bonita assim, com certeza."
"918db2b";"Have you met my mum? She's really frightening.";"Você já conheceu minha mãe? Ela é realmente assustadora."
"91c2021";"Have you met my dad? He's really frightening.";"Você já conheceu meu pai? Ele é realmente assustador."
"ad661dc";"Never have I seen such beauty.";"Nunca vi tanta beleza."
"ad70398";"He could have any lady he wished.";"Ele poderia ter qualquer mulher que desejasse."
"c2a156b";"She's rather spectacular, don't you agree?";"Ela é simplesmente espetacular, não acha?"
"c2bcbb7";"He's simply enchanting.";"Ele é simplesmente encantador."
"100eea2e";"Ha, there's no one funnier than my mum!";"Ha, não há ninguém mais engraçado que minha mãe!"
"1013510b";"Ha, there's no one funnier than my dad!";"Ha, não há ninguém mais engraçado que meu pai!"
"17fc513c";"If you want to laugh lots you should talk to my mum.";"Se você quiser rir bastante, fale com a minha mãe."
"1800fb8e";"If you want to laugh lots you should talk to my dad.";"Se você quiser rir muito, fale com meu pai."
"1934214e";"You ain't never met a worse person than her.";"Você nunca conheceu uma pessoa pior do que ela."
"19356577";"You ain't never met a worse person than him.";"Você nunca conheceu uma pessoa pior do que ele."
"30ea3bfe";"What a vile woman.";"Que mulher vil."
"30ec0bad";"What a vile man.";"Que homem vil."
"345af82d";"My mum is just great, you know. She goes on quests and bring me back pressies!";"Minha mãe é simplesmente incrível, sabia? Ela sai em aventuras e me traz presentes!"
"345b91b9";"My dad is just great, you know. He goes on quests and bring me back pressies!";"Meu pai é ótimo, sabia? Ele sai em missões e me traz presentes!"
"349b7d3d";"I wish I had her looks.";"Eu queria ter a aparência dela."
"349c9edf";"I think he's adorable.";"Eu acho ele adorável."
"3e14579a";"How much did she pay to look like that?";"Quanto ela pagou para ficar assim?"
"3e1467c4";"I cannot take my eyes off him.";"Não consigo tirar os olhos dele."
"408541fd";"He really is quite striking.";"Ele é realmente muito impressionante."
"40855a9a";"What a woman!";"Que mulher!"
"41da881d";"Isn't she just dreamy?";"Ela não é um sonho?"
"41db3c38";"He's just so handsome.";"Ele é tão bonito."
"444cea19";"He sends shiver down my spine. He's just so evil.";"Ele me dá arrepios. Ele é simplesmente malvado."
"44503878";"She sends shiver down my spine. She's just so evil.";"Ela me dá arrepios. Ela é simplesmente muito má."
"46d2edfc";"My dad fights all sorts of monsters.";"Meu pai luta contra todo tipo de monstro."
"46d4bf33";"My mum fights all sorts of monsters.";"Minha mãe luta contra todo tipo de monstro."
"4a901aef";"My mum's so much more famouser than yours.";"Minha mãe é muito mais famosa que a sua."
"4a96d427";"My dad's so much more famouser than yours.";"Meu pai é muito mais famoso que o seu."
"4a9fc949";"My dad's so famous everybody knows his name!";"Meu pai é tão famoso que todo mundo sabe o nome dele!"
"4aa08f55";"My mum's so famous everybody knows her name!";"Minha mãe é tão famosa que todo mundo sabe o nome dela!"
"4dc1618a";"My mum is the scariest lady in the world!";"Minha mãe é a mulher mais assustadora do mundo!"
"4dc170ad";"My dad is the scariest hero in the world!";"Meu pai é o herói mais assustador do mundo!"
"504b4d82";"I can take you!";"Eu posso te derrotar!"
"504b4d83";"Bring it on then!";"Pode vir!"
"504b4d84";"I'll show you the beating of your life!";"Vou te dar a maior surra da sua vida!"
"504b4d85";"I'll rip your face off!";"Vou arrancar sua cara!"
"504b4d86";"Wanna see me kick your head in?";"Quer me ver chutar sua cabeça?"
"504b4d87";"I shall dig my nails so deep in your eyes, you'll be seeing cuticles all your life!";"Vou cravar minhas unhas tão fundo nos seus olhos que você verá cutículas pelo resto da vida!"
"504bc489";"Come on! I'll cut you up with my collection of rare diamonds!";"Vamos lá! Vou te cortar em pedaços com minha coleção de diamantes raros!"
"514d412e";"My dad tells the funniest jokes.";"Meu pai conta as piadas mais engraçadas."
"514e0c1c";"My mum tells the funniest jokes.";"Minha mãe conta as piadas mais engraçadas."
"533b2699";"I wish we could trade mums, cos I'm well fed up with mine.";"Gostaria que pudéssemos trocar de mães, porque estou farta da minha."
"533c1cf0";"I wish we could trade dads, cos I'm well fed up with mine.";"Eu queria poder trocar de pais, porque estou farto do meu."
"53e64e7d";"He must have exceptional breeding.";"Ele deve ter uma linhagem excepcional."
"53e6a360";"Not even the great painters of old could have done her justice,";"Nem mesmo os grandes pintores da antiguidade poderiam ter feito justiça a ela."
"53e9832a";"She wouldn't look at the likes of me twice.";"Ela não olharia duas vezes para alguém como eu."
"53edf022";"He's got sumthin' special. You can tell.";"Ele tem algo especial. Dá para perceber."
"553d36ba";"Just look at those biceps. Oh mama.";"Olha só esses bíceps. Meu Deus."
"554730d9";"She's pretty as a picture, ain't she.";"Ela é linda como uma pintura, não é?"
"5b4b5f32";"Think I can't take you? Think again!";"Acha que eu não consigo te vencer? Pense de novo!"
"5b4b5f33";"Bring it on!";"Pode vir!"
"5b4b5f34";"I'm going to show you!";"Eu vou te mostrar!"
"5b4b5f35";"I'll smash you a new face!";"Vou te dar uma surra daquelas!"
"5b4b5f36";"A good hidin's what you're itching for is it?";"Você está louco para levar uma boa surra, não é?"
"5b4b5f37";"You wish to fight? Then we shall fight!";"Quer brigar? Então vamos brigar!"
"5b4b9c62";"I shall beat you within 25.4 milimetres of your life!";"Vou te deixar a 25,4 milímetros da morte!"
"5b72135e";"World would be better off without his nastiness.";"O mundo seria melhor sem a maldade dele."
"5b730ab4";"World would be better off without her nastiness.";"O mundo seria melhor sem a maldade dela."
"5bc47588";"I think she's adorable.";"Acho que ela é adorável."
"5bc49e84";"Men would kill for his looks.";"Homens matariam por sua aparência."
"5d27fea1";"Let's see what ya got.";"Vamos ver o que você tem."
"5d27fea2";"I ain't afraid of you.";"Eu não tenho medo de você."
"5d27fea3";"Then fight we shall!";"Então vamos lutar!"
"5d27fea4";"I do know how to defend myself you know.";"Eu sei me defender, sabia?"
"5d27fea6";"Bring it on!";"Pode vir!"
"5d27fea7";"If it's blood you want, you've got it.";"Se é sangue que você quer, é sangue que você terá."
"5d295ad0";"Oh, think you can take me? We'll see!";"Ah, acha que consegue me vencer? Veremos!"
"5dd022cd";"I never dreamt such beauty could exist in our world.";"Eu nunca imaginei que tanta beleza pudesse existir em nosso mundo."
"5dd050d1";"He is a fine looking Hero.";"Ele é um herói de ótima aparência."
"62280641";"Let's do this then.";"Então vamos fazer isso."
"62280642";"Them's fighting movements.";"Esses são movimentos de luta."
"62280643";"I shall box yours ears right off your head.";"Vou arrancar suas orelhas com um soco."
"62280645";"My honour compels me. Let us fight!";"Minha honra me obriga. Vamos lutar!"
"62280646";"Oh, you think you're so hard, don't you? Let's go!";"Ah, você se acha o durão, é? Vamos lá!"
"62280647";"So it's a fight you want is it? Right then!";"Então é briga que você quer? Muito bem!"
"622da7fb";"I'm going to teach a lesson.";"Vou te dar uma lição."
"6384771f";"There's no one quite as cold-hearted and just plain nasty as he is.";"Não há ninguém tão frio e simplesmente cruel quanto ele."
"63848478";"There's no one quite as cold-hearted and just plain nasty as she is.";"Não há ninguém tão frio e simplesmente cruel quanto ela."
"674a8faa";"She's the most beautiful woman I've ever seen.";"Ela é a mulher mais linda que eu já vi."
"674bae98";"Don't you just hate handsome Heroes? We don't even get a look in.";"Você não odeia heróis bonitos? A gente nem tem chance."
"6b4757ef";"Never was there a more malevolent person as she.";"Nunca houve pessoa mais malévola do que ela."
"6b47d853";"Never was there a more malevolent person as he.";"Nunca houve pessoa mais malévola do que ele."
"6bf54249";"Everybody knows who my mum is. She's famous.";"Todo mundo sabe quem é minha mãe. Ela é famosa."
"6bf64c27";"Everybody knows who my dad is. He's famous.";"Todo mundo sabe quem é meu pai. Ele é famoso."
"79fd5dcf";"He is filled with so much hate.";"Ele está cheio de ódio."
"79fd929c";"She is filled with so much hate.";"Ela está cheia de ódio."
"8029080b";"You sure she ain't some model?";"Tem certeza de que ela não é uma modelo?"
"8029511e";"And he's single you say? Not that it matters to me...";"E ele é solteiro, você diz? Não que isso me importe..."
"8d3e2318";"I don't know what's going on with my dad lately, but I wish he went away again.";"Não sei o que está acontecendo com meu pai ultimamente, mas gostaria que ele fosse embora de novo."
"8d3f3480";"I don't know what's going on with my mum lately, but I wish she went away again.";"Não sei o que está acontecendo com minha mãe ultimamente, mas gostaria que ela fosse embora de novo."
"8eabb238";"He has a heart of pure evil.";"Ele tem um coração de pura maldade."
"8eabbaa3";"She has a heart of pure evil.";"Ela tem um coração de pura maldade."
"901fa21c";"I bet he gets all sorts of women.";"Aposto que ele pega todo tipo de mulher."
"9020caac";"I've only seen a face like hers in dreams.";"Só vi um rosto como o dela em sonhos."
"95fca09b";"She is simply radiant!";"Ela é simplesmente radiante!"
"95feb097";"He comes from good stock.";"Ele vem de uma boa família."
"a0decd3c";"My  mum did lots of quests and now she has lots of fame.";"Minha mãe fez muitas missões e agora ela tem muita fama."
"a0df6a0c";"My  dad did lots of quests and now he has lots of fame.";"Meu pai fez muitas missões e agora ele tem muita fama."
"a380ae9c";"You can tell he's a Hero alright.";"Dá para ver que ele é um Herói, com certeza."
"a3821827";"You think I'd stand a chance with her?";"Você acha que eu teria alguma chance com ela?"
"a48534a8";"Even his shadow is evil. Brrrrrr!";"Até a sombra dele é maligna. Brrrrrr!"
"a4861aa3";"Even her shadow is evil. Brrrrrr!";"Até a sombra dela é maligna. Brrrrrr!"
"a5511238";"You better not mess with me or my mum will get you.";"É melhor não mexer comigo ou minha mãe vai te pegar."
"a554e927";"You better not mess with me or my dad will get you.";"É melhor não mexer comigo ou meu pai vai te pegar."
"a95dad1b";"She's stunning, don't you think?";"Ela é deslumbrante, não acha?"
"a95ffca8";"Yeah, I suppose people would call him good-looking.";"É, acho que as pessoas o considerariam bonito."
"a9ba2f68";"Why is he such a bad person?";"Por que ele é uma pessoa tão má?"
"a9ba5dd5";"Why is she such a bad person?";"Por que ela é uma pessoa tão má?"
"aa130ead";"He really is rather handsome.";"Ele é realmente muito bonito."
"aa1440b3";"She must have had work done to look that good.";"Ela deve ter feito cirurgia plástica para estar tão bonita."
"ad9c3538";"My dad is brilliant. Way better than your dad.";"Meu pai é brilhante. Muito melhor que o seu."
"ad9ff0a3";"My mum is brilliant. Way better than your mum.";"Minha mãe é brilhante. Muito melhor que a sua."
"be8c0819";"I can't wait till I'm old enough to leave home. My dad drives me crazy.";"Mal posso esperar para ter idade suficiente para sair de casa. Meu pai me deixa louco."
"be8de2d3";"I can't wait till I'm old enough to leave home. My mum drives me crazy.";"Mal posso esperar para ter idade suficiente para sair de casa. Minha mãe me deixa louco."
"bfad9f0d";"My dad is so awesome he's like a hero and stuff.";"Meu pai é incrível, ele é tipo um herói e tal."
"bfae0d6c";"My mum is so awesome she's like a hero and stuff.";"Minha mãe é incrível, ela é tipo uma heroína e tal."
"c1ad9eef";"We always laugh at home with my mum around.";"Sempre rimos em casa quando minha mãe está por perto."
"c1b1c313";"We always laugh at home with my dad around.";"Sempre rimos em casa quando meu pai está por perto."
"c42dae3d";"My dad can use a sword and an axe and a crossbow and magic and other stuff too.";"Meu pai também sabe usar espada, machado, besta, magia e outras coisas."
"c42e7070";"My mum can use a sword and an axe and a crossbow and magic and other stuff too.";"Minha mãe sabe usar espada, machado, besta, magia e outras coisas também."
"c581625d";"Yeah, my mum's an adventurer. One day she'll take me with her on a quest.";"É, minha mãe é uma aventureira. Um dia ela me levará com ela em uma aventura."
"c5830c20";"Yeah, my dad's an adventurer. One day he'll take me with him on a quest.";"É, meu pai é um aventureiro. Um dia ele vai me levar em uma missão."
"c597c76e";"He tortures people for fun I hear.";"Ouvi dizer que ele tortura pessoas por diversão."
"c59840eb";"She tortures people for fun I hear.";"Ouvi dizer que ela tortura pessoas por diversão."
"ca16f7fa";"She's the best lookin' woman I ever saw...";"Ela é a mulher mais bonita que eu já vi..."
"ca19b5d7";"Now that's what I call a man.";"Isso sim é um homem!"
"ca795eda";"He is a succulent specimen.";"Ele é um espécime suculento."
"ca7b8cd8";"I wonder what she looks like without warpaint.";"Imagino como ela seria sem pintura de guerra."
"cfc1d5a8";"She really is quite beautiful.";"Ela é realmente muito bonita."
"cfc32e7a";"Isn't he just dreamy?";"Ele não é um sonho?"
"cff42f58";"There goes the darkest soul in all of Albion.";"Lá vai a alma mais sombria de toda Albion."
"d60592bb";"Bah, you're lucky you don't have to live with my dad. He's such a pain.";"Bah, você tem sorte de não ter que morar com meu pai. Ele é um saco."
"d60baae9";"Bah, you're lucky you don't have to live with my mum. She's such a pain.";"Bah, você tem sorte de não ter que morar com minha mãe. Ela é tão chata."
"d8fc0899";"She's just about the evilest person in Albion.";"Ela é simplesmente a pessoa mais malvada de Albion."
"d8fc8930";"He's just about the evilest person in Albion.";"Ele é simplesmente a pessoa mais malvada de Albion."
"de71f1aa";"He's pretty good lookin' I'll admit.";"Ele é bem bonito, admito."
"de742608";"She's all woman alright.";"Ela é uma mulher de verdade."
"e0bee95b";"I never knew so much wickedness could exist in one man.";"Eu nunca imaginei que tanta maldade pudesse existir em um só homem."
"e0c10dc5";"I never knew so much wickedness could exist in one woman.";"Eu nunca imaginei que tanta maldade pudesse existir em uma só mulher."
"e2f6fcea";"My dad is the scariest hero in the world!";"Meu pai é o herói mais assustador do mundo!"
"e2f782c9";"My mum is the scariest lady in the world!";"Minha mãe é a mulher mais assustadora do mundo!"
"e4f79df8";"I'd do anything for a woman like that.";"Eu faria qualquer coisa por uma mulher assim."
"e4f85a62";"He's quite a man, if I say so myself.";"Ele é um homem e tanto, se me permitem dizer."
"f009d2e0";"She's really evil, isn't she?";"Ela é realmente malvada, não é?"
"f1d2fe2a";"He's not bad. For a man.";"Ele não é ruim. Para um homem."
"f1d39c56";"Woof! She can take on my quest any day.";"Au! Ela pode encarar minha missão a qualquer dia."
"f501364c";"Bah, bet she's got three tons of make-up on.";"Bah, aposto que ela está com toneladas de maquiagem."
"f502e638";"That's a hunk and half, huh? Come to mama!";"Que gata, hein? Vem cá!"
"f634a27f";"My dad went on a cool adventure and he killed a monster. Big one too.";"Meu pai foi em uma aventura incrível e matou um monstro. Um monstro enorme, por sinal."
"f635ef88";"My mum went on a cool adventure and she killed a monster. Big one too.";"Minha mãe foi em uma aventura incrível e matou um monstro. Grande também."
"f663a55b";"Your dad is nice, but mine is like the best in the world.";"Seu pai é legal, mas o meu é o melhor do mundo."
"f663c3a4";"Your mum is nice, but mine is like the best in the world.";"Sua mãe é legal, mas a minha é a melhor do mundo."
"f699fecb";"Where he walks, evil follows.";"Onde ele anda, o mal o segue."
"f69ac4f4";"Where she walks, evil follows.";"Onde ela anda, o mal a segue."
"f858aa78";"I could feast on that peach all day!";"Eu poderia me deliciar com esse pêssego o dia todo!"
"f858f397";"More scrumptious that any man I've ever seen. What?! It's true.";"Mais delicioso que qualquer homem que eu já vi. O quê?! É verdade."
"f86a4f31";"Have a go then!";"Então vamos lá!"
"f86a4f33";"You and me! Right here, right now!";"Você e eu! Aqui e agora!"
"f86a4f34";"Want to fight do you? Come on then!";"Quer brigar? Então vamos lá!"
"f86a4f35";"I challenge you to a duel, you cur!";"Eu te desafio para um duelo, seu verme!"
"f86a4f36";"I shall teach you a lesson you shan't soon forget!";"Vou te ensinar uma lição que você não vai esquecer tão cedo!"
"f86a4f37";"You want blood? Come and get it!";"Quer sangue? Venha pegar!"
"f86a88d7";"I'll rip ya a new one!";"Vou te dar uma surra!"
"faef9ad1";"It's alright, but maybe we should keep looking.";"Tudo bem, mas talvez devêssemos continuar procurando."
"faef9ad2";"Yeah, we could live here I suppose.";"É, acho que poderíamos morar aqui."
"faef9ad3";"It's a house, yes. But is it really good enough to be our house?";"É uma casa, sim. Mas será que é realmente boa o suficiente para ser a nossa casa?"
"faef9ad4";"I could be no more indifferent to it if I tried.";"Eu não poderia ser mais indiferente a ela, mesmo se tentasse."
"faef9ad6";"I've seen better. But it might do.";"Já vi melhores. Mas talvez sirva."
"faef9ad7";"It's not horrible or anything. Just not special either.";"Não é horrível nem nada. Só não é nada de especial."
"faefb2f2";"I suppose it's alright.";"Acho que está bom."
"ff6a5a31";"Oh, you asked for it!";"Ah, você pediu por isso!"
"ff6a5a32";"You want to see a lady fight?!";"Quer ver uma mulher lutar?!"
"ff6a5a33";"I'll show ya!";"Eu vou te mostrar!"
"ff6a5a34";"Let me get at you!";"Deixa eu te pegar!"
"ff6a5a35";"Come here you!";"Vem cá!"
"ff6a5a36";"You think you're tough, eh?";"Você acha que é durão, é?"
"ff70e88d";"Come on then!";"Vamos lá então!"
"ffc5d7ac";"She's a divine vision don't you think.";"Ela é uma visão divina, não acha?"
"ffc65ecb";"My! I had no idea men could be like that.";"Nossa! Eu não fazia ideia de que os homens pudessem ser assim."
"ffefa2f1";"Maybe we can find a better house.";"Talvez possamos encontrar uma casa melhor."
"ffefa2f2";"It would do, if we can't find anything else.";"Serviria, se não encontrarmos nada melhor."
"ffefa2f3";"I'm not exactly overwhelmed.";"Não estou exatamente impressionado."
"ffefa2f5";"A house. No worse, no better than any other.";"Uma casa. Nem pior, nem melhor que qualquer outra."
"ffefa2f6";"I don't know. It's not bad I suppose.";"Não sei. Não é ruim, eu acho."
"ffefa2f7";"Well, we should probably keep looking.";"Bem, provavelmente devemos continuar procurando."
"fff11f7e";"It's ok, but we shouldn't settle, should we?";"Está bom, mas não devemos nos acomodar, certo?"
