Hash;Original;Tradução
"3176599";"I sometimes wonder where Lord Lucien has been all these years.";"Às vezes me pergunto onde Lorde Lucien esteve todos esses anos."
"317659c";"Have you noticed a change in the world of late? As if a dark cloud were looming.";"Você notou alguma mudança no mundo ultimamente? Como se uma nuvem escura estivesse pairando no ar."
"317659d";"Did you hear about the tarot reader? What's she doing back in these parts?";"Você ouviu falar da leitora de tarô? O que ela está fazendo por aqui?"
"317659f";"People are talking about Lucien. I'm worried.";"Estão falando de Lucien. Estou preocupado."
"31854d0";"Things are stirring, I don't like it. Albion used to be nice.";"As coisas estão se agitando, e eu não gosto disso. Albion costumava ser um lugar bom."
"9bfeb82";"Impress your friends with your prowess at cards! Play Fortune's Tower now!";"Impressione seus amigos com sua habilidade em cartas! Jogue Fortune's Tower agora!"
"9bfeb84";"Can you storm the castle of cards? Play Fortune's Tower and find out!";"Você consegue invadir o castelo de cartas? Jogue Fortune's Tower e descubra!"
"9c29ec3";"Test yer wits with Fortune's Tower!";"Teste sua inteligência com Fortune's Tower!"
"137894cd";"Let's get this started!";"Vamos começar!"
"137894ce";"Let the games begin!";"Que comecem os jogos!"
"1378bf0d";"It's time to play!";"É hora de jogar!"
"1e7926a5";"Have you come to hear me sing or narrate an epic tale?";"Você veio me ouvir cantar ou narrar uma história épica?"
"27fd588e";"Don't you come from these parts? Quite nice these days.";"Você não é daqui? Está bem agradável ultimamente."
"27fd588f";"I remember when this place was really slummy.";"Lembro-me de quando este lugar era bem decadente."
"2801b867";"Over the years, it's become quite nice here.";"Com o passar dos anos, ficou bem agradável por aqui."
"2849af78";"It's ever so nice not being chased out of town.";"É tão bom não ser expulso da cidade."
"32fd6a3e";"You used to live here? It was horrible, wasn't it?";"Você morava aqui? Era horrível, não era?"
"32fd6a3f";"This place is so much nicer in the last few years.";"Este lugar está muito mais agradável nos últimos anos."
"33014948";"I'm glad they decided to make the gardens here.";"Que bom que decidiram fazer os jardins aqui."
"349fc195";"More fun that spinnin' the barrel of a gun! It's the Spinner Box!";"Mais divertido do que girar o cano de uma arma! É a Caixa Giratória!"
"349fc196";"Riches await you in the Spinner Box! Play now!";"Riquezas te aguardam na Caixa Giratória! Jogue agora!"
"34a9975d";"Do you have the skill to win the spin? Play and find out!";"Você tem a habilidade necessária para ganhar a rodada? Jogue e descubra!"
"4416d69d";"Keystone! It's the game all the smart people are playing.";"Keystone! É o jogo que toda a gente inteligente está jogando."
"4416d69e";"There's no game as good as Keystone.";"Não existe jogo tão bom quanto Keystone."
"441e8519";"Keystone's the game you want play!";"Keystone é o jogo que você quer jogar!"
"448d8adf";"La-di-la-do. Vocal exercises are very important in my line of work, you know.";"Lá-di-lá-do. Exercícios vocais são muito importantes na minha área de atuação, sabia?"
