Hash;Original;Tradução
"04e8028";"Piaong! Piaong! How do you like that? Huh?";"Piaong! Piaong! E aí, gostou? Hein?"
"3f00d99";"Look, I got the Boots of Despicable Solitude! What do they do?";"Olha, eu tenho as Botas da Desprezível Solidão! O que elas fazem?"
"401e829";"<blows raspberry>";"<blows raspberry>"
"5535c97";"Grrr!";"Grrr!"
"57c3603";"Glah glah glah!";"Glá glá glá!"
"611a029";"I hate guns. I want to cast spells!";"​​Eu odeio armas. Quero lançar feitiços!"
"73398e3";"Oh, thanks!";"Ah, obrigada!"
"a5fec91";"<roars>";"<roars>"
"cc13ad4";"I find the treasure of the lost crocodile people!";"Encontrei o tesouro do povo crocodilo perdido!"
"ce60249";"<shooting sounds>";"<shooting sounds>"
"d165c5b";"I've killed all the monsters and I get lots of gold!";"Matei todos os monstros e ganhei muito ouro!"
"d75b098";"I am a sweet, wittle boy.";"Eu sou um doce e pequeno menino."
"1009bb78";"Following the death of your spouse, a child protection agency has taken custody of your child.";"Após a morte de seu cônjuge, uma agência de proteção à criança assumiu a custódia de seu filho."
"1078bab4";"Glah glah glah!";"Glá glá glá!"
"110d996d";"I collect autographs from great heroes like you. Can I have yours?";"Coleciono autógrafos de grandes heróis como você. Posso ter o seu?"
"11c0af6b";"I find the golden lute that makes the world happy and peaceful forever!";"Encontrei o alaúde dourado que tornará o mundo feliz e pacífico para sempre!"
"123074b3";"This is just until I get a job. Honest.";"Isso é só até eu arrumar um emprego. Juro."
"12759a86";"I am a wittle pwincess.";"Eu sou uma princesinha."
"13633a28";"<roars>";"<roars>"
"14108f38";"Now I go home and marry the princess!";"Agora vou para casa e me caso com a princesa!"
"15d29fb7";"I am the master of Will!";"Eu sou o mestre da Vontade!"
"15eb3091";"<shooting sounds>";"<shooting sounds>"
"19a26db4";"Listen! <giggles>";"Escute! <giggles>"
"1a0c6ad2";"Oh, I'd really like an autograph please.";"Ah, eu adoraria um autógrafo, por favor."
"1a984c06";"<blows raspberry>";"<blows raspberry>"
"1baacbbc";"I like to see dad looking so happy.";"Gosto de ver o papai tão feliz."
"1bcea07f";"I get the girl and we live happily ever after!";"Eu fico com a garota e vivemos felizes para sempre!"
"1cd3f4e0";"I draw my power from the Will.";"Eu extraio meu poder da Vontade."
"1ea2459d";"Listen! <giggles>";"Escuta! <giggles>"
"22d6011b";"And I meet a prince and we live happily ever after!";"E eu encontro um príncipe e vivemos felizes para sempre!"
"24afee92";"Daddy is in a good mood, isn't she?";"Papai está de bom humor, não é?"
"25956378";"<blows raspberry>";"<blows raspberry>"
"25f3dd6d";"How come I only get ten experience?";"Por que eu só ganho dez de experiência?"
"26acf29b";"How did you and mummy meet?";"Como você e a múmia se conheceram?"
"26bd390a";"Ugh! My health is low. Do I have any potions or food?";"Ugh! Minha saúde está baixa. Tenho alguma poção ou comida?"
"27778594";"Ha, Dad looks so happy. I bet he'll read me a bedtime story tonight.";"Nossa, papai parece tão feliz. Aposto que ele vai me contar uma história para dormir hoje à noite."
"27bc309b";"I can turn you all into frogs!";"Posso transformar todos vocês em sapos!"
"283a2bc6";"It's a giant! He's mine!";"É um gigante! Ele é meu!"
"2bbfb72b";"I drink a health potion. It tastes of cherry.";"Eu bebo uma poção de cura. Tem gosto de cereja."
"2cf32645";"Cool! I got thirteen experience!";"Legal! Ganhei treze pontos de experiência!"
"2d23ad2d";"Girls can be fighters too, you know.";"Garotas também podem ser lutadoras, sabia?"
"2e955b30";"Mummy is so unhappy. It's so sad...";"A múmia está tão infeliz. É tão triste..."
"2eb9ade9";"I'm a necromancer!";"Sou um necromante!"
"2f459bc0";"I think dad wants to go shopping.";"Acho que papai quer ir às compras."
"2fb1c333";"How did you meet mum?";"Como você conheceu a mamãe?"
"3076db5d";"Have you noticed how happy daddy is? I hope things stay like this forever.";"Você reparou como o papai está feliz? Espero que as coisas continuem assim para sempre."
"313df732";"That monster's humongous! Get ready!";"Aquele monstro é gigantesco! Prepare-se!"
"32257d06";"Fear my mighty melee skills!";"Temam minhas poderosas habilidades de combate corpo a corpo!"
"35963221";"Mum doesn't seem very happy.";"Mamãe não parece muito feliz."
"3644c35b";"Can dad read me a story tonight?";"Papai pode me ler uma história hoje à noite?"
"365962d3";"Eat Lead! Drink gunpowder!";"Coma Chumbo! Beba pólvora!"
"399f90f3";"Nobody is better with guns than me!";"Ninguém é melhor com armas do que eu!"
"3be466f1";"How did you and daddy meet?";"Como você e o papai se conheceram?"
"3dea962b";"Mum says she'll read me a story tonight.";"Mamãe disse que vai me ler uma história hoje à noite."
"3e9d3c22";"I am the best rifle shooter in Albion!";"Eu sou o melhor atirador de rifle em Albion!"
"3f58112b";"Pow pow!";"Pow pow!"
"40d21474";"<blows raspberry>";"<blows raspberry>"
"42e64d08";"How did you meet dad?";"Como você conheceu o papai?"
"4454ae36";"Woof! I need to go walkies!";"Au! Preciso passear!"
"46eb6c4c";"Mum says I can have a new doll if I'm a good girl.";"Mamãe disse que eu posso ganhar uma boneca nova se eu for uma boa menina."
"47d35439";"<blows raspberry>";"<blows raspberry>"
"49195e2d";"Raaaaaaarghhhh!";"Raaaaaaarghhhh!"
"49650bc9";"Following the death of your wife, a child protection agency has taken custody of your children.";"Após o falecimento de sua esposa, uma agência de proteção à criança assumiu a guarda de seus filhos."
"4a97a4f1";"Have you and mummy been fighting? She looks so unhappy...";"Você e a mamãe brigaram? Ela parece tão infeliz..."
"4b53bcc8";"Whine whine.";"Que choraminga."
"4e183bf2";"Raaaaaaarghhhh!";"Raaaaaaarghhhh!"
"4e9f02fe";"I'd love your autograph!";"Adoraria seu autógrafo!"
"5196ed2f";"Why are you so nasty to Mum? I hate seeing her so unhappy...";"Por que você é tão malvado com a mamãe? Odeio vê-la tão infeliz..."
"539f0a9d";"It would be so nice if I could get an autograph.";"Seria tão bom se eu conseguisse um autógrafo."
"55b12806";"I use a giant axe to fight monsters!";"Eu uso um machado gigante para lutar contra monstros!"
"55b6f0b6";"*chuckle*";"*risada*"
"56b60487";"I'm a swordfighter!";"Eu sou um espadachim!"
"58b38c94";"I have seen too much horror, so I retire and live in the mountains.";"Vi horrores demais, então me aposentei e fui morar nas montanhas."
"5ab027cb";"I'm trained in hand-to-hand combat!";"Sou treinado em combate corpo a corpo!"
"5cb7df98";"*chuckle*";"*risada*"
"5df26a9a";"A bandit! Get him!";"Um bandido! Pegue-o!"
"5ebcf869";"Dad doesn't look too happy.";"Papai não parece muito feliz."
"600167f7";"Dad doesn't seem very happy.";"Papai não parece muito feliz."
"61b62580";"Look at my muscles! I'm the strongest man in the world!";"Olha só meus músculos! Eu sou o homem mais forte do mundo!"
"621ad829";"Bah! I'm sure there are betterer adventurers than you anyway.";"Bah! Tenho certeza de que existem aventureiros melhores do que você."
"62220138";"Please, can you sign my autograph book?";"Por favor, você pode assinar meu livro de autógrafos?"
"63b4b7b7";"The villagers cheer and make me their queen!";"Os aldeões me aclamam e me coroam rainha!"
"65bae98c";"Why is dad so sad?";"Por que papai está tão triste?"
"67008311";"Daddy is so unhappy. It's so sad...";"Papai está tão infeliz. É tão triste..."
"67ace4d1";"I am a ranger! Fear my arrows!";"Eu sou um ranger! Temam minhas flechas!"
"68fb6178";"Let's teach that bandit a lesson!";"Vamos dar uma lição naquele bandido!"
