Hash;Original;Tradução
"0eb166a";"Fine! Just come back when you're a somebody and we'll let you in!";"Tudo bem! Volte quando você for alguém importante e nós o deixaremos entrar!"
"33e08ae";"Spectacular.";"Espetacular."
"569d630";"I wonder if there's any decent food around here? Everyone I see eating just has peanuts.";"Será que tem alguma comida decente por aqui? Todo mundo que eu vejo comendo só come amendoim."
"6718a10";"Lucien is turning this riff-raff into an army? I'd like to see how he's managing that.";"Lucien está transformando essa ralé em um exército? Gostaria de ver como ele está conseguindo isso."
"b6bed26";"I heard stories about the Crucible when I was a little girl. I used to imagine what it would be like to fight in it. Never thought I'd see it for real.";"Eu ouvia histórias sobre o Crisol quando era pequena. Imaginava como seria lutar lá. Nunca pensei que veria de verdade."
"c688172";"Some pretty unsavory types around here. Present company excluded, of course.";"Tem gente bem desagradável por aqui. Exceto você, é claro."
"e68ca60";"I wonder how long the Crucible's been around, anyway? Must have been a bugger to build.";"Aliás, há quanto tempo o Crisol existe? Deve ter sido um parto para construir."
"f6ef083";"I knew the Crucible would be big, but not that big. Must get awfully drafty in the winter months.";"Eu sabia que o Crisol seria grande, mas não tão grande. Deve ficar muito frio nos meses de inverno."
"10694f9b";"I suppose when folks die in the Crucible, they can just come back as hollow men, eh? That's convenient for the organizers-- low overheads.";"Imagino que quando as pessoas morrem no Crisol, elas podem simplesmente voltar como homens ocos, né? Isso é conveniente para os organizadores — baixos custos operacionais."
"10ecbe36";"Excitement X %1";"Emoção X %1"
"116d6e49";"I wonder how many of these blokes are from the bandit camp we broke up? They're in for a nasty surprise when they get home tonight!";"Será que muitos desses caras são do acampamento de bandidos que desmantelamos? Eles vão ter uma surpresa desagradável quando chegarem em casa hoje à noite!"
"126906c7";"Say what you want about Westcliff, they've got nicer pointy walls than most I've seen.";"Podem falar o que quiserem sobre Westcliff, mas as paredes pontiagudas de lá são mais bonitas do que a maioria que eu já vi."
"169fc387";"Boring.";"Que chato."
"1e294269";"I wonder if there are special entry conditions. To the Crucible, I mean. You think you have to sign some sort of waiver?";"Será que existem condições especiais de entrada? Para o Crucible, quero dizer. Será que precisa assinar algum tipo de termo de responsabilidade?"
"1fbb00d7";"You're a regular celebrity now. I bet Murray and Mad-dog can't wait to get you in the Crucible.";"Você agora é uma celebridade. Aposto que Murray e Mad-Dog estão loucos para te ver no Crisol."
"20b84b10";"You sure showed everybody what you're made of. Ready to show them how it's done in the Crucible?";"Você mostrou a todos do que é capaz. Pronto para mostrar como se faz no Crisol?"
"21b9cb69";"Murray and Mad-dog are already selling tickets for your big debut.";"Murray e Mad-dog já estão vendendo ingressos para sua grande estreia."
"2d97a734";"Right, who's next then?";"Certo, quem é o próximo então?"
"2f56b6dd";"No way I'm letting that friend of yours in though. She can stay out here and make fun of my name all she likes.";"De jeito nenhum vou deixar essa sua amiga entrar. Ela pode ficar aqui fora e zoar do meu nome o quanto quiser."
"2f68d601";"I wonder how many people Lucien's recruited? That Spire's absolutely massive; it must need loads of guards.";"Quantas pessoas será que Lucien recrutou? Aquela torre é enorme; deve precisar de muitos guardas."
"2f7cc558";"Don't forget about us! We could use someone like you.";"Não se esqueçam de nós! Precisamos de alguém como vocês."
