Hash;Original;Tradução
"127daf2";"Fine";"Tudo bem"
"160ebca";"Knock";"Toc"
"2c1ead8";"Read";"Leia"
"33729aa";"Wants Sex";"Quer sexo"
"385dd40";"Fireball Damage";"Dano de Bola de Fogo"
"5829286";"Price Decrease";"Preço reduzido"
"60d52ef";"Knothole Island Books Found";"Livros Encontrados na Ilha do Buraco do Nó"
"63ede68";"Spouse's Letter";"Carta do cônjuge"
"6fe4256";"Dig Spots Excavated";"Escavações Descobertas"
"72408d6";"<hate_img>";"<hate_img>"
"85ec861";"You will now be known as %1.";"​​Agora você será conhecido como %1."
"887e980";"Troll Face";"Cara de Troll"
"91447c2";"After sleeping here, people now find you more attractive.";"Depois de dormir aqui, as pessoas agora te acham mais atraente."
"93b5de8";"Fine";"Tudo bem"
"a581fd5";"Would you like to travel to %s?";"Gostaria de viajar para %s?"
"b1ded13";"Very Unhappy";"Muito Infeliz"
"c6a9392";"Combat Rage";"Fúria de Combate"
"ca7c88e";"After sleeping here, you are healthier than normal.";"Depois de dormir aqui, você estará mais saudável do que o normal."
"cbc4748";"Sleeping here has convinced people that you are more corrupt.";"Dormir aqui convenceu as pessoas de que você é ainda mais corrupto."
"d61c1f1";"Happy";"Feliz"
"f545e57";"Would you like to travel to %s? This is the closest spot to the '%s' quest. (This will take %s.)";"Gostaria de viajar para %s? Este é o local mais próximo da missão '%s'. (Isso levará %s.)"
"f63d71c";"Upkeep:";"Manutenção :"
"120d13a2";"Darling,
Why haven't you come home? Our son is in grave danger.
Your distraught wife,
%1.";"Querido, 
Por que você não voltou para casa? Nosso filho está em grave perigo. 
Sua esposa aflita, 
%1."
"124f9f98";"The following bonuses have been removed:";"Os seguintes bônus foram removidos: :"
"12c10484";"Sleeping here will make you quicker.";"Dormir aqui vai te deixar mais rápido."
"13073b97";"Adorn your lobes with this extraordinary piece of jewellery, able to take augments of several times its size.";"Adorne seus lóbulos com esta joia extraordinária, capaz de acomodar aumentos várias vezes maiores que ela."
"13acf4f6";"Damage";"Dano"
"14169e64";"Heart of Corruption";"Coração da Corrupção"
"148a8fe2";"Take";"Pegue"
"14f86a7a";"Would you like to travel to %s? This is the closest spot to the '%s' job. (This will take %s.)";"Você gostaria de viajar para %s? Este é o local mais próximo do trabalho '%s'. (Isso levará %s.)"
"1506619d";"Unhappy";"Infeliz"
"15b67939";"Mask of Evil";"Máscara do Mal"
"169e855d";"Darling,
Why haven't you come home? Our son is in grave danger.
Your distraught husband,
%1.";"Querida, por que você não voltou para casa? Nosso filho está em grave perigo.
Seu marido aflito,
%1"
"1709c67d";"Items:";"Itens:"
"19427314";"Unhappy";"Infeliz"
"197e8635";"Merchant";"Comerciante"
