Hash;Original;Tradução
"0a28c39";"Your brutality is simply inexcusable.";"Sua brutalidade é simplesmente imperdoável."
"0a28c3a";"Shameful! Perhaps you should consider some anger management.";"Vergonhoso! Talvez você devesse considerar fazer terapia para controle da raiva."
"0a28c3b";"Bet you bruise folk up just for fun, don't you?";"Aposto que você machuca as pessoas só por diversão, não é?"
"0a28c3c";"They tick you off or sumthin'?";"Eles te irritaram ou algo assim?"
"0a28c3d";"There's no excuse for going round hitting people like that. Just wrong!";"Não há desculpa para sair por aí batendo nas pessoas desse jeito. Simplesmente errado!"
"0a28c3f";"Why don't you try controlling yourself for once?";"Por que você não tenta se controlar pelo menos uma vez?"
"0a437fd";"Why would you do something like that?";"Por que você faria uma coisa dessas?"
"11a798c";"This is intolerable! He specifically asked me to marry him!";"Isso é intolerável! Ele me pediu em casamento especificamente!"
"1227a71";"This is intolerable! She specifically asked me to marry her!";"Isso é intolerável! Ela me pediu em casamento especificamente!"
"1eea06d";"Well, I don't like to brag, but I am engaged to that wonderful adventurer.";"Bem, não gosto de me gabar, mas estou noivo daquela maravilhosa aventureira."
"1f12244";"Well, I don't like to brag, but I am engaged to that wonderful adventuress.";"Bem, não gosto de me gabar, mas estou noivo daquela maravilhosa aventureira."
"10aa56ac";"But... but she's engaged to me! How could she do this to me?!";"Mas... mas ela está noiva de mim! Como ela pôde fazer isso comigo?!"
"10aaba0d";"But... but he's engaged to me! How could he do this to me?!";"Mas... mas ele está noivo de mim! Como ele pôde fazer isso comigo?!"
"16ccf987";"Oh yes, I Iove me a good murder!";"Ah sim, eu adoro um bom assassinato!"
"173195ec";"How despicably traitorous! He is betrothed to me!";"Que traição desprezível! Ele está prometido a mim!"
"1731f4c2";"How despicably traitorous! She is betrothed to me!";"Que traição desprezível! Ela está prometida a mim!"
"1ab1f611";"You're not going to try to murder me are you??";"Você não vai tentar me matar, vai?"
"1ab1f612";"Is that what you want to do with your life? Try to kill people?";"É isso que você quer fazer da vida? Tentar matar pessoas?"
"1ab1f614";"You're lucky you didn't kill them!";"Você tem sorte de não tê-los matado!"
"1ab1f615";"Your homicidal tendencies are repulsive!";"Suas tendências homicidas são repugnantes!"
