Hash;Original;Tradução
"2a6f985";"The finest shooters in Albion test their skill at the Westcliff range. Can you win the top prize?";"Os melhores atiradores de Albion testam suas habilidades no estande de tiro de Westcliff. Você consegue ganhar o prêmio principal?"
"50f612b";"Oh, just stop shooting will you?";"Ah, pare de atirar, por favor!"
"60fb5ca";"You're never going to get anywhere like that.";"Você nunca vai chegar a lugar nenhum desse jeito."
"90955c8";"The Wheel of Misfortune allows us to express all our evil with an artistic flourish. Make full use of it.";"A Roda da Desgraça nos permite expressar toda a nossa maldade com um toque artístico. Usem-na ao máximo."
"a0da42b";"What greater prize could one hope for than earning points in our very own Temple of Shadows reward scheme.";"Que prêmio maior se poderia desejar do que ganhar pontos em nosso próprio programa de recompensas do Templo das Sombras?"
"b215655";"Defend the Wellspring Cave from the Temple of Shadows?";"Defender a Caverna da Fonte do Templo das Sombras?"
"b3822b8";"<b>Scoring</b>
Hit the target: 1 point
Get a headshot: 3 points
Hit the wrong target: -1 point
Get a wrong target headshot: -3 points";"<b>Pontuação</b>
Acerte o alvo: 1 ponto
Acerte um tiro na cabeça: 3 pontos
Acerte o alvo errado: -1 ponto
Acerte um tiro na cabeça no alvo errado: -3 pontos"
"c0a079c";"I hope you are scouring the land for ever-juicier sacrifices. The Wheel is never satiated.";"Espero que você esteja vasculhando a terra em busca de sacrifícios cada vez mais suculentos. A Roda nunca se sacia."
"e34f4f1";"<b>Westcliff Shooting Range Rules</b>Win all the three rounds to win a prize!Beat the target score to move to the next round.Your total score over the three rounds will determine your prize.";"<b>Regras do Campo de Tiro Westcliff</b>Vença as três rodadas para ganhar um prêmio!Atingir a pontuação alvo para passar para a próxima rodada.Sua pontuação total nas três rodadas determinará seu prêmio."
"f82ea47";"Round 2 Score:";"Pontuação da Rodada 2:"
"102cd0f7";"Come back when you want, then. I'll be here.";"Volte quando quiser. Estarei aqui."
"156a9147";"May I just say, that was magnificent. You are ever so slightly eviler than I. And for that I salute you.";"Posso dizer que isso foi magnífico? Você é um pouquinho mais malvado do que eu. E por isso, eu te saúdo."
"166b5022";"We shall report your success to Cornelius at once.";"Reportaremos seu sucesso a Cornelius imediatamente."
"1b261348";"Do not turn your back on the Temple of Shadows. You need us! Oh, come on. Please?";"Não dê as costas ao Templo das Sombras. Você precisa de nós! Ah, vamos lá. Por favor?"
"219d9c60";"Total Score:";"Pontuação Total:"
"263b2aec";"Want to try your luck in the Shooting Range?";"Quer tentar a sorte no estande de tiro?"
"2b42152d";"Don't know if this will make you forget what a middling shot you are.";"Não sei se isso fará você esquecer o quão medíocre você é no tiro."
"2b58c7d0";"Shooting Range Completed
Score: %1";"Campo de Tiro Concluído
Pontuação: %1"
"2d9ab0b9";"Why don't you drink yourself into the ground with that? And stop bankrupting me.";"Por que você não se afoga na bebida? E pare de me levar à falência."
"2e8af29f";"Round 3 Score:";"Pontuação da Rodada 3:"
"3625a879";"Kill everyone in Oakfield.";"Mate todos em Oakfield."
"3725bc02";"Return to Wicked Wilbur.";"Retorne para Wicked Wilbur."
"388497b4";"Don't leave us. Please reconsider.";"Não nos abandone. Por favor, reconsidere."
"39269b5f";"Meet Wicked Wilbur in Oakfield.";"Conheça Wicked Wilbur em Oakfield."
"3a12c7a4";"You'd kill your own kind? They are your own kind, right?";"Você mataria os seus? Eles são os seus, não é?"
"3b13fee1";"Shoot the villagers, not the bloody bandits!";"Atirem nos aldeões, não nos bandidos!"
"3d12cc7d";"Hey, don't shoot the bandits!";"Ei, não atire nos bandidos!"
"40135930";"What have you got against bandits anyways?";"O que você tem contra bandidos, afinal?"
"40201ca4";"We would join you in the fun, but Charlton here gets a bit queasy at the first sight of blood.";"Nós nos juntaríamos à diversão, mas o Charlton aqui fica um pouco enjoado só de ver sangue."
"41122c80";"The villagers are the target, you idiot.";"Os aldeões são o alvo, seu idiota."
"4320217d";"One can only hope, Charlton. One can only hope.";"Só nos resta esperar, Charlton. Só nos resta esperar."
"441f8c5a";"This is a momentous day, Charlton. Something to tell your grandchildren about.";"Este é um dia memorável, Charlton. Algo para contar aos seus netos."
"48a004e8";"Yes, except for us.";"Sim, exceto nós."
"4a362d6d";"My men await you in Oakfield.";"Meus homens te aguardam em Oakfield."
"4a982f82";"No one can escape. So take your time, and kill everyone you see.";"Ninguém pode escapar. Então, não tenha pressa e mate todos que você vir."
"4b381dba";"Make sure the monks from the Temple of Light suffer as much as possible.";"Certifique-se de que os monges do Templo da Luz sofram o máximo possível."
"4b981fb9";"Let us not waste time. We could all be in bed by now. Anyway, we've barricaded the exit for you.";"Não vamos perder tempo. Já poderíamos estar todos na cama. De qualquer forma, bloqueamos a saída para você."
"4bf7c6a8";"What's wrong? Don't know how to shoot? That it?";"Qual é o problema? Não sabe atirar? Só isso?"
"4c080ab5";"You are a holy champion, sent to us by the Light itself. Thank you again.";"Você é um campeão sagrado, enviado a nós pela própria Luz. Muito obrigado novamente."
"4cf67b0b";"You're not one of them bleeding hearts namby-pambies, are you? All in a flutter about killing villagers?";"Você não é um desses chorões medrosos, né? Todo preocupado em matar aldeões?"
"4d35c290";"Thanks to you, what was once the land of plenty will become the land of plenty of corpses.";"Graças a você, o que antes era a terra da fartura se tornará a terra da abundância de cadáveres."
"4d5b0827";"I fear the Shadows will blow out the last remaining beacon of Light in Albion.";"Temo que as Sombras extingam o último farol de Luz em Albion."
"4d999e08";"You must be the one then. Grim's new favourite. I suppose being just moderately evil just isn't good enough anymore.";"Então você deve ser o escolhido. O novo favorito do Grim. Acho que ser apenas moderadamente malvado já não é suficiente."
"4e5ab440";"The future of our order, of the land that surrounds it, is at stake.";"O futuro da nossa ordem, da terra que a rodeia, está em jogo."
"4ef720b0";"Ah, go on! What've you got to lose?";"Ah, vai! O que você tem a perder?"
"4f5ad8a1";"The Temple has never had a greater need for a champion.";"O Templo nunca precisou tanto de um campeão."
"506f0893";"Not us though.";"Mas não nós."
"536f88d8";"You mean bad enough, surely?";"Você quer dizer ruim o suficiente, certamente?"
"538e1d92";"Return to the Abbot.";"Retorne ao Abade."
"53df83c6";"Well, put a bullet in my spleen. I never thought you'd be getting this: the big prize. How'd you do it?";"Bem, enfie uma bala no meu baço. Eu nunca pensei que você conseguiria esse prêmio enorme. Como você fez isso?"
"5424878d";"Enough to make you, sick, ain't it? A bit like your score.";"Suficiente para te deixar doente, não é? Um pouco como sua pontuação."
"548c230a";"Kill Cornelius Grim.";"Mate Cornelius Grim."
"567c2b4b";"Right then. Let's see what you won.";"Muito bem. Vamos ver o que você ganhou."
"578c7a56";"Stop the shadow-worshippers from tainting the first wellspring.";"Impedir que os adoradores das sombras contaminem a primeira fonte."
"58f857ca";"Massacre the population of Oakfield in the name of the Temple of Shadows?";"Massacrar a população de Oakfield em nome do Templo das Sombras?"
"598f0930";"Investigate the final statue room.";"Investigue a sala da estátua final."
"5a8f0824";"Stop the shadow-worshippers from tainting the second wellspring.";"Impeça os adoradores das sombras de contaminarem a segunda fonte."
"5c8052f0";"Hurry up and get in there!";"Depressa, entre aí!"
"5d81ac2d";"The entrance is right here. You blind?";"A entrada é bem aqui. Você está cego?"
"5e8051b7";"Just step into the circle to get started.";"Basta entrar no círculo para começar."
"6491056a";"Population: %1";"População: %1"
"680a1c3a";"Do you think he'll really do it?";"Você acha que ele realmente fará isso?"
"680b1e47";"Do you think she'll really do it?";"Você acha que ela realmente fará isso?"
"690b1bbe";"You look like a chap who can handle a gun.";"Você parece ser um sujeito que sabe manejar uma arma."
"690d271a";"You look like a girl who can handle a gun.";"Você parece uma garota que sabe usar uma arma."
"6ab34a47";"Pay 50 gold to compete in the shooting range?";"Pagar 50 peças de ouro para competir no estande de tiro?"
"6fd48eb9";"Hey, did everyone see that lousy shot?";"Ei, todo mundo viu aquele tiro horroroso?"
"70b7ddc5";"Prize Rank:";"Classificação de Prêmios :"
"70d5a890";"You sure you've shot anything before?";"Tem certeza de que já atirou em alguma coisa antes?"
"71d610d9";"That's just embarrassing.";"Que vergonha!"
"72c0354a";"Pathetic.";"Patético."
"72d75a80";"Rubbish!";"Besteira!"
"73be82c7";"Ha!";"Ha!"
"73d65413";"So close... But not close enough.";"Quase lá... Mas não o suficiente."
"74d5a53a";"Check your aim, will you?";"Verifique sua mira, por favor?"
"76d48523";"You've got to try harder than that.";"Você precisa se esforçar mais do que isso."
"795237c8";"You are the Temple's very own shadow upon the world. Your sacrifices have pleased the dark heart that beats within these stones. And you have earned the very top prize of our reward scheme!";"Você é a própria sombra do Templo sobre o mundo. Seus sacrifícios agradaram o coração sombrio que pulsa dentro destas pedras. E você ganhou o prêmio máximo do nosso programa de recompensas!"
"7dd484bb";"Why don't you try opening your eyes this time?";"Por que você não tenta abrir os olhos desta vez?"
"7ed91c62";"How did you ever survive in the real world?";"Como você conseguiu sobreviver no mundo real?"
"808e7d68";"Try the Westcliff shooting range if you think you've got what it takes!";"Experimente o estande de tiro de Westcliff se você acha que tem o que é preciso!"
"81288c23";"+1";"+1"
"829219d2";"Shoot! Shoot! Shoot! And win prizes too!";"Atire! Atire! Atire! E ganhe prêmios também!"
"838d3f16";"Best shooting range in Albion! Right here!";"O melhor campo de tiro em Albion! Bem aqui!"
"8426120c";"+2";"+2"
"8d6f60c9";"Defender of the Light";"Defensor da Luz"
"911f8e81";"You've made it to Round 2!";"Você chegou à Rodada 2!"
"9408f5d0";"Compete in the Westcliff shooting range.";"Competir no estande de tiro de Westcliff."
"9cef54a0";"Round 1 Score:";"Pontuação da Rodada 1:"
"9daeb504";"Shooting Range Scores

175 points  -  First Prize
150 points  -  Second Prize
125 points  -  Third Prize
95 points  -  Fourth Prize
65 points  -  Fifth Prize
45 points  -  Sixth Prize";"Pontuação do Campo de Tiro

175 pontos - Primeiro Prêmio
150 pontos - Segundo Prêmio
125 pontos - Terceiro Prêmio
95 pontos - Quarto Prêmio
65 pontos - Quinto Prêmio
45 pontos - Sexto Prêmio"
"a1d4aa82";"Roll up, roll up!  Shoot your way to some juicy prizes.";"Venha, venha! Atire para ganhar prêmios incríveis."
"a2d17b5c";"Need some target practice for that next big pillage? Sharpen your raiding skills here.";"Precisa praticar a pontaria para o próximo grande saque? Aprimore suas habilidades de pilhagem aqui."
