Hash;Original;Tradução
"0b32c09";"Everyone knows all about you, mutt.";"Todo mundo sabe tudo sobre você, vira-lata."
"0b32c0c";"Can't believe a dog's more famous than me.";"Não acredito que um cachorro seja mais famoso do que eu."
"0b32c0e";"I've heard all about you, dog.";"Já ouvi falar muito de você, cachorro."
"0b32c0f";"You've had some famous adventures, haven't you, doggy.";"Você já viveu aventuras memoráveis, não é, cachorrinho?"
"0b42f7e";"Oh, you're that famous dog!";"Ah, você é aquele cachorro famoso!"
"1121af9";"You wanna piece of me? You sock-sucking freckled hog!";"Quer um pedaço de mim? Seu porco sardento que chupa meias!"
"1121afb";"Filthy mucka you!";"Seu verme imundo!"
"1121afc";"Are you looking at my drink? Well, are ya?";"Está olhando para a minha bebida? E aí, é mesmo?"
"1121afd";"If only I could walk straight I'd have you soundly whipped, yes I would.";"Se eu pudesse andar em linha reta, te daria uma surra daquelas, sim, eu daria."
"1121afe";"I have no words with which to express my extreme detestation of you. Bah!";"Não tenho palavras para expressar o quanto te detesto. Bah!"
"1121aff";"You piggin' wretch you!";"Seu porco nojento!"
"112566b";"Ahgonnafreegakillagah!";"Ahgonnafreegakillagah!"
"28827c8b";"You're one famous little fellow, you know.";"Você é um cachorrinho famoso, sabia?"
"28827c8d";"Why, you're better known that that chicken who sings bard songs!";"Ora, você é mais conhecido do que aquela galinha que canta canções de bardo!"
"28827c8e";"Can't believe yer more famous than me! A dog!";"Não acredito que você seja mais famoso do que eu! Um cachorro!"
"28827c8f";"Your canine renown precedes you.";"Sua fama canina o precede."
"2882be61";"Ah, it is the famous animal we have heard so much about.";"Ah, é o famoso animal sobre o qual tanto ouvimos falar."
"2d8284ad";"You're even more famous than that dancing pig!";"Você é ainda mais famoso que aquele porco dançarino!"
"2d8284ae";"Everyone's talkin' about you, dog. How's that feel?";"Todo mundo está falando de você, cachorro. Como se sente?"
"2d83bb27";"Well, aren't you a sweet little thing? I only talk to famous animals, you know.";"Ora, ora, você é uma gracinha! Eu só converso com animais famosos, sabia?"
"32164ed7";"Look at you! You're nastier looking than my big sister!";"Olha só você! Você é mais feia que minha irmã mais velha!"
"393a1e89";"Well, if it ain't... you! Best friend I ever had. And I've had two!";"Ora, se não é... você! O melhor amigo que eu já tive. E eu já tomei dois!"
"393a1e8a";"Yer better than a bucket of cheap wine, you are. With a pickle in it!";"Você é melhor que um balde de vinho barato. Com um picles dentro!"
"393a1e8d";"Aww, such a wonderful lovely great and nice person you are.";"Ah, que pessoa maravilhosa, adorável, ótima e legal você é."
"393a1e8e";"You, you're like this big huge ice-cream, all sprinkled with cheese! Oh, I love cheese.";"Você é como um enorme sorvete, todo polvilhado com queijo! Ah, eu adoro queijo."
"393a1e8f";"You're like the best thing ever in like... ever!";"Você é a melhor coisa do mundo... de todos os tempos!"
"393ab51e";"I think you're the best. No, the greatest! No, wait. I think you're very very very very good.";"Acho que você é o melhor. Não, o máximo! Não, espera. Acho que você é muito, muito, muito, muito bom."
"3b11a22b";"Don't listen to all those meanies. You're still cute. Inside.";"Não dê ouvidos a esses malvados. Você continua linda. Dentro."
"443a3039";"Oh, you're just the grandest you are. I think yer smashing. I really do.";"Oh, você é simplesmente o mais grandioso que existe. Acho você incrível. De verdade."
"443a303a";"There's no one better than you. Well, maybe him over there. And my cousin. But apart from those two. No one.";"Não existe ninguém melhor que você. Bem, talvez aquele ali. E meu primo. Mas tirando esses dois, ninguém."
"443a303b";"Oh, you're great you are. You're fab, and nice and stuff. I mean it, very much.";"Ah, você é demais. Você é fabulosa, legal e tudo mais. É sério, de verdade."
"443a303c";"You're great because it's great to be great and that's what you are.";"Você é demais porque é ótimo ser demais e é isso que você é."
