Hash;Original;Tradução
"63a5dc9";""Oh look at me! I can use a sword! I can change clothes!" Pah!";""Olha só para mim! Eu sei usar uma espada! Eu posso trocar de roupa! " Bah!"
"63a5dcc";"You know the problem with you? You just never shut up, do ya?";"Sabe qual é o seu problema? Você nunca cala a boca, né?"
"63a5dce";"Ahh, brave Hero, escort us to mine castle over yonder. Ha ha ha!";"Ah, bravo Herói, nos escolte até o meu castelo ali. Ha ha ha!"
"63a5dcf";"So I said, "you don't know what you talking about!" and he said, "well ok then!" So.";"Então eu disse: "Você não sabe do que está falando!" E ele disse: "Bem, então tá!" Então."
"63c8f40";"So does that mean witches're made of wood then?";"Então isso significa que as bruxas são feitas de madeira?"
"980ca9a";"I'll tell ya what's wrong with this country. It's the budgies. Secretly controlling everything they are! And you can't even see them.";"Vou te dizer o que há de errado com este país. São os periquitos. Eles controlam tudo secretamente! E você nem consegue vê-los."
"980ca9b";"And when they brought it home, they realised it wasn't a melon after all! Ha ha!";"E quando trouxeram para casa, perceberam que não era um melão afinal! Ha ha!"
"980ca9c";"*drunken chatter*";"*conversa de bêbado*"
"980ca9d";"S'no wonder there's all this violence in the world! You seen them bloody kids running round pretending to kill each other? Weren't like that in my day!";"Não admira que haja tanta violência no mundo! Você viu aquelas malditas crianças correndo por aí fingindo se matar? Não era assim no meu tempo!"
"98177bc";"Don't ya try telling me how it goes. Cos I know! I was there. Right thre, so don't you try telling me otherwise. *hic*";"Não tente me dizer como as coisas são. Porque eu sei! Eu estava lá. Bem ali, então não tente me dizer o contrário. *soluço*"
"e80d2ba";"Best thing is just to lie down and count your toes. One, two, three and the rest of them, all wiggling down there. Amazing.";"A melhor coisa é deitar e contar os dedos dos pés. Um, dois, três e o resto, todos se mexendo lá embaixo. Incrível."
"e80d2bb";"I can't get it into my head, that yesterday I remember and today I forget.";"Não consigo entender como ontem eu me lembro e hoje eu esqueço."
"e80d2bc";"The trick is to stick two lemons in a bucket with a raincoat and a bag of nuts. Could be almonds, now I think about it.";"O truque é colocar dois limões em um balde com uma capa de chuva e um saco de nozes. Podem ser amêndoas, agora que penso nisso."
"e80d2bd";"Hey! I remember you from school. How we used to set fire to the teacher's hair, remember? Those wre the days...";"Ei! Eu me lembro de você da escola. Lembra de quando a gente queimava o cabelo da professora? Bons tempos..."
"e843453";"I was just swimming naked in the lake. I mean, what's the big deal?! Right?";"Eu só estava nadando pelado no lago. Qual o problema?! Né?"
"f203da9";"He was banging on about this lute right, and I'll the time I thought he was talking about the treasure he'd nicked off someone. Then he brings out a bloody guitar! Kicked him square in the jollies.";"Ele estava falando sem parar sobre esse alaúde, e eu pensei que ele estivesse falando do tesouro que tinha roubado de alguém. Aí ele tira um violão! Dei um chute bem nas bolas dele."
"f203daa";"So I go, "that's not what your sister said". Ha ha. Tried to headbutt me after that, the swine.";"Então eu disse: "Não foi isso que sua irmã disse". Ha ha. Tentou me dar uma cabeçada depois disso, o porco."
"f203dab";"As you can well imagine, I did not stand around being insulted like that. I jumped upon by furry dragon and away, away Iwent. Woooo. Just like that.";"Como você pode imaginar, eu não fiquei parado sendo insultado daquele jeito. Eu pulei em cima do meu dragão peludo e lá fui eu, lá fui eu. Uuuu. Assim, do nada."
"f203dad";"I assure you, the biscuit was as soggy as ever a biscuit has been. Do you doubt its sogginess? Are you questioning my integrity?";"Garanto que o biscoito estava tão encharcado quanto qualquer outro biscoito já esteve. Duvida de quão encharcado ele estava? Está questionando minha integridade?"
"f203dae";"So I buried my foot in the sand, right, and this big whatsit thing comes up and nearly bites the bugger off. True story.";"Então eu enterrei meu pé na areia, certo, e essa coisa grande apareceu e quase arrancou meu pé com os dentes. História verídica."
"f203daf";"*drunken chatter*";"*conversa de bêbado*"
"f238578";"There were lizards everywhere! I grabbed the first one by the tail, right, and sort of swung it around. Well, the rest soon pretended they were just there to sunbathe...";"Havia lagartos por toda parte! Peguei o primeiro pelo rabo, bem, e meio que o girei. Bom, os outros logo fingiram que estavam ali só para tomar sol..."
"3a5846c1";"*drunken chatter*";"*conversa de bêbados*"
"3a5846c3";"It's not true what they say. I mean it's got some truth in it, like, but in the wider sense of veracity it just lacks that certain verisimilitude, you know what I'm saying?";"Não é verdade o que dizem. Quer dizer, tem um fundo de verdade nisso, mas num sentido mais amplo de veracidade, falta aquela certa verossimilhança, sabe o que eu tô dizendo?"
"3a5846c6";"So I goes up to her all smooth like, you know, getting all my chat-up lines ready, and I realise I've left my trousers at home. Hmpf! Not my best date.";"Então eu cheguei nela todo galanteador, sabe, preparando minhas cantadas, e percebi que tinha esquecido as calças em casa. Hmpf! Não foi meu melhor encontro."
"3a5846c7";"And when his other arm dropped off, well we knew we'd drunk enough hobbe's water for one night.";"E quando o outro braço dele caiu, bem, a gente sabia que já tinha bebido água de Hobbes o suficiente para uma noite."
"3a59691f";"But after I stuffed a second sock down, well, my luck didn't half change.";"Mas depois que enfiei a segunda meia, bem, minha sorte mudou completamente."
"415851c3";"Best breakfast I ever had, I'm telling ya. Just punch it in the face and get the frying pan!";"O melhor café da manhã que já comi, pode acreditar. É só dar um soco na cara dele e pegar a frigideira!"
"415851c4";"It's true. You just got to wait till your nails have enough dirt on them, and the grime fairy leaves you a gold coin under your pillow. You calling me a liar?!";"É verdade. Você só precisa esperar até suas unhas ficarem sujas o suficiente, e a fada da sujeira deixa uma moeda de ouro debaixo do seu travesseiro. Está me chamando de mentiroso?!"
"415851c5";"And another thing. If a synonymanym means the same thing, then what the point, the purpose, the function, the advantage?";"E outra coisa. Se um sinônimo significa a mesma coisa, qual é o sentido, o propósito, a função, a vantagem?"
"415851c6";"*drunken chatter*";"*conversa de bêbado*"
"41593898";"I visited him in jail, only it was more like a farm sort of. And he looked more like a pig than he used to.";"Eu o visitei na cadeia, só que era mais parecida com uma fazenda. E ele parecia mais com um porco do que antes."
"5967731b";"Sailors prefer them bow-legged they do! Yes they do, they do they doo doo!";"Marinheiros preferem elas com pernas arqueadas! Sim, eles fazem, eles fazem cocô!"
"5967731c";"Cuh! Yah canna withanah gah! Thassright!";"Cuh! Yah canna withanah gah! Isso mesmo!"
"5967731d";"Have you seen my mate? Fourteen feet tall? Covered in purple fur?";"Você viu meu parceiro? Quatro metros e meio de altura? Coberto de pelos roxos?"
"5967731e";"Hic! I stumble in your general direction...";"Soluço! Eu tropeço na sua direção..."
"59677658";"It's like you can read my mind! You know! Te-le-pa-lala... Extra sensory perception!";"É como se você pudesse ler minha mente! Sabe! Te-le-pa-lala... Percepção extra sensorial!"
"62678169";"I think I ate too many whatchamacallits... pints.";"Acho que comi muitas... canecas de cerveja."
"6267816b";"Don't worry, I'm fully interactive.";"Não se preocupe, sou totalmente interativo."
"6267816e";"You know where my drunk is? I'm too house to find it on my own.";"Sabe onde está meu bêbado? Estou em casa demais para encontrá-lo sozinho."
"6267816f";"H-E-R-O la la la H-E-R-O la la la.";"H-E-R-O la la la H-E-R-O la la la."
"62688c7a";"Yeah, you like whatya ya see, huh? Prime cut I tell ya!";"É, você gostou do que viu, hein? Corte nobre, eu te digo!"
"7133b993";"How was I to know it was a hobbe?! Looked just like my fella.";"Como eu ia saber que era um hobbit?! Parecia muito com o meu namorado."
"7137a4cc";"Pull my finger. Go on. Pull it! It'll be hilarious, trust me.";"Puxe meu dedo. Vai. Puxe! Vai ser hilário, acredite."
"7833c49f";"Wouldn't let me gamble, the bugger. So I took that game and shoved it right up his... Hey, is it your round or what?";"Não me deixou jogar, o desgraçado. Então peguei o jogo e enfiei bem no... Ei, é a sua vez de jogar ou não?"
"78371c29";"No. Absoluteliteliteliely reprofoundedly and confoundedlidely no.";"Não. Absolutamente, profundamente, profundamente e completamente, não."
"8beec819";"You ever seen a woman wrestle a chicken? You'll see!";"Você já viu uma mulher lutar com uma galinha? Você vai ver!"
"8beec81a";"Don't give any of your differential association theory crap!";"Não venha com essa baboseira de teoria da associação diferencial!"
"8beec81b";"Oh I say, I do seem to have impaired cognitive abilities, don't you know.";"Ah, eu digo, parece que tenho habilidades cognitivas prejudicadas, sabia?"
"8beec81d";"I am a lady, and a lady does not slur, stumble or make a spectacle of herself!";"Sou uma dama, e uma dama não fala arrastado, tropeça nas palavras ou se expõe ao ridículo!"
"8beec81e";"It's - hic - it's not fair. I didn't even want the stupid thing.";"É... soluço... não é justo. Eu nem queria essa coisa estúpida."
"8beec81f";"I'm, gulp, I'm not drunk! Here, see? Antidisistableshamanimori- oh, heck!";"Eu... engoli em seco... eu não estou bêbado! Aqui, veja? Antidisistableshamanimori... ah, droga!"
"8bef48b4";"Did you see them? They came from the sky! They did things to me!";"Você os viu? Eles vieram do céu! Eles fizeram coisas comigo!"
"96eed949";"The bugger called me a recidivist. So I knuckled him in the eye.";"Aquele desgraçado me chamou de reincidente. Então eu dei um soco no olho dele."
"96eed94a";"You ever headbutted a horse? Piggin' awesome it is.";"Você já deu uma cabeçada em um cavalo? É muito foda."
"96eed94b";"Tell me this then, tell me this, is it not better to own a priori than to lose a posteriori? Oh stand still, will you!";"Então me diga, me diga, não é melhor possuir a priori do que perder a posteriori? Oh, fique parado, por favor!"
"96eed94c";"Don't hypotenuse me young lady! Or is it man? Oh bother and piffle!";"Não me hipotenuse, mocinha! Ou seria homem? Oh, que bobagem!"
"96eed94e";"As I was saying to my mate, sandals are the future, right.";"Como eu estava dizendo para o meu amigo, sandálias são o futuro, né?"
"96eed94f";"Take this hand, right. How'd you know if it was left or right if it existed in a vacuum, huh? Answer that!";"Pegue esta mão, né? Como você saberia se é esquerda ou direita se ela existisse no vácuo? Responda!"
"96efdb96";"So, wait, no, who are... Yeah, that's right, the division of church and state...";"Então, espere, não, quem são... É isso mesmo, a separação entre Igreja e Estado..."
"a2621cad";"Was around that time than I fell off the horse. Oh, but you haven't heard the best bit. Wait, no, it wasn't a horse. More like a hairy pig.";"Foi por volta dessa hora que eu caí do cavalo. Ah, mas você ainda não ouviu a melhor parte. Espera, não, não era um cavalo. Mais parecia um porco peludo."
