Hash;Original;Tradução
"31854d1";"I chased chickens in my youth. But I outgrew such frivolities.";"Eu perseguia galinhas na minha juventude. Mas superei essas frivolidades."
"31854d2";"A Chicken Chaser is the lowest of the low.";"Um Caçador de Galinhas é a escória da escória."
"31854d3";"If you're gonna chase something I can think of better things that chickens.";"Se você vai perseguir alguma coisa, consigo pensar em coisas melhores do que galinhas."
"31854d4";"Chicken Chaser? That's just sick that is.";"Caçador de Galinhas? Que coisa doentia."
"31854d5";"You sure do love messing with those chickens, don't you Chicken Chaser?";"Você adora mexer com essas galinhas, não é, Caçador de Galinhas?"
"31854d6";"So is chickens all you chase, or do you like other birds too?";"Então, você só persegue galinhas, ou gosta de outros pássaros também?"
"318e6bd";"You sure do love messing with those chickens, don't you Chicken Chaser?";"Você adora perturbar essas galinhas, não é, Caçador de Galinhas?"
"42d0f01";"Gonna do some tricks for us, Conjurer?";"Vai fazer uns truques pra gente, Mágico?"
"42d0f02";"Conjurer, eh? You certainly know some magic, that's for sure.";"Mágico, hein? Você com certeza entende de magia."
"42d0f03";"I hear you are a true Conjurer, commanding the Will like few before you.";"Ouvi dizer que você é um verdadeiro Conjurador, comandando a Vontade como poucos antes de você."
"42d0f04";"You are a true master of the arcane arts, Conjurer.";"Você é um verdadeiro mestre das artes arcanas, Conjurador."
"42d0f06";"You sure know plenty of spells, Conjurer.";"Você certamente conhece muitos feitiços, Conjurador."
"42d0f07";"It takes a real Conjurer to control the Will like you do.";"É preciso um verdadeiro Conjurador para controlar a Vontade como você."
"433c6e2";"I bet there's few people as good as magic as you, Conjurer.";"Aposto que poucas pessoas são tão boas em magia quanto você, Conjurador."
"5248729";"I bet you're going to be a real adventurer, just like your dad, aren't you, my little hero?";"Aposto que você vai ser um verdadeiro aventureiro, igualzinho ao seu pai, não é, meu pequeno herói?"
"524872b";"You know your father doesn't like it when you're a naugthy boy.";"Você sabe que seu pai não gosta quando você apronta."
"524872e";"You need to eat all your greens if you want to be like your dad.";"Você precisa comer todos os seus vegetais se quiser ser como seu pai."
