Hash;Original;Tradução
"1adb75b";"Ha ha, you're funnier than all the other parents.";"Haha, você é mais engraçado que todos os outros pais."
"60db06c";"You have to teach me that one day.";"Você terá que me ensinar isso um dia."
"b808983";"Ha ha, you're so silly.";"Haha, você é tão bobo."
"f59270e";"Don't worry, mummy, I love you no matter what you look like.";"Não se preocupe, mamãe, eu te amo, não importa a sua aparência."
"f59710f";"Don't worry, dad, I love you no matter what you look like.";"Não se preocupe, papai, eu te amo, não importa a sua aparência."
"10851747";"Ha ha, you're so silly.";"Haha, você é tão bobo(a)."
"111fb25d";"I love it when you do that.";"Adoro quando você faz isso."
"11e82a19";"That's great, dad!";"Que ótimo, papai!"
"11e8d82c";"That's great, mum!";"Que ótimo, mamãe!"
"121f79cf";"Nice going, Dad.";"Muito bem, pai."
"1223325d";"You have to teach me how to do that, Mum.";"Você tem que me ensinar a fazer isso, mãe."
"161d5dab";"I wouldn't trade you for any other parent.";"Eu não te trocaria por nenhum outro pai/mãe."
"18b49d7b";"Yuck, that's not nice.";"Que nojo, isso não é legal."
"1cdf6fb1";"I'm happy and I'm staying that way, Don't care what you do.";"Estou feliz e vou continuar assim, não me importo com o que você faça."
"1cdf6fb2";"Not gonna let you ruin my mood.";"Não vou deixar você estragar meu humor."
"1cdf6fb3";"I was in high spirits until just now.";"Eu estava de ótimo humor até agora."
"1cdf6fb4";"Why do you insist in despoiling my good temper.";"Por que você insiste em estragar meu bom humor?"
"1cdf6fb6";"I'm not letting you ruin my mood.";"Não vou deixar você estragar meu humor."
"1cdf6fb7";"Hey, I'm happy, so I'm not even going to bother telling you what I think of that.";"Ei, estou feliz, então nem vou me dar ao trabalho de te dizer o que penso disso."
"1ce2d15a";"Hmph! The day was going so will until now.";"Hmph! O dia estava indo tão bem até agora."
"1fb45161";"Guh. Do you have to do that stuff?";"Ah. Você precisa fazer essas coisas?"
"21df7751";"You have to ruin it for everyone, dontcha?";"Você tem que estragar tudo para todo mundo, não é?"
"21df7752";"Why do you have to mess everyone's day up?";"Por que você tem que arruinar o dia de todos?"
"21df7753";"Why must you drag my sunny disposition through the cloudy mud.";"Por que você arrasta meu bom humor pela lama?"
"21df7755";"You have darkened my once bright day.";"Você estragou meu dia, que antes estava radiante."
"21df7756";"Just when everything was going well, you come along.";"Quando tudo estava indo bem, você aparece."
"21df7757";"What? Are you trying to ruin my good mood?";"O quê? Está tentando estragar meu bom humor?"
"21e23149";"I was in a great mood till you did that.";"Eu estava de ótimo humor até você fazer isso."
"27c26122";"Why even bother?";"Por que se incomodar?"
"27c26123";"And somehow life becomes even more pointless...";"E de alguma forma a vida se torna ainda mais sem sentido..."
"27c26124";"It's all one dark abyss...";"É tudo um abismo escuro..."
"27c26125";"I'm wasting my life.";"Estou desperdiçando minha vida."
"27c2d502";"Maybe I'll die and it'll all be over...";"Talvez eu morra e tudo acabe..."
"2c03b8c1";"Good thing I'm in a good mood.";"​​Ainda bem que estou de bom humor."
"2c03b8c3";"Why are you trying to ruin my mood?";"Por que você está tentando estragar meu humor?"
"2c03b8c6";"You're lucky I'm having a good day.";"Você tem sorte de eu estar tendo um bom dia."
"2c03b8c7";"Look, I was happy. Can't you leave me that way?";"Olha, eu estava feliz. Você não pode me deixar assim?"
"2c04f423";"Stop trying to spoil my happiness.";"Pare de tentar estragar minha felicidade."
"2c3183ca";"Oh, just stop.";"Ah, chega!"
"2c3183cb";"I'm not standing here watching this.";"Não vou ficar aqui assistindo a isso."
"2c3183cc";"Really, some people are no better than animals.";"Sério, algumas pessoas não são melhores que animais."
"2c3183cd";"A disgrace's what it is.";"É uma vergonha."
"2c3183ce";"I'm not taking this no more.";"Não vou mais aguentar isso."
"2c3183cf";"The very epitome of ghastliness.";"O próprio epítome do horror."
"2c320503";"This is unspeakably awful!";"Isso é indescritivelmente horrível!"
"31318bea";"The things you have to put up with these days.";"As coisas que você tem que aguentar hoje em dia."
"31318beb";"Who wants to see this?!";"Quem quer ver isso?!"
"31318bec";"Ruddy terrible is what it is.";"Terrível, isso sim."
"31318bed";"Stinks. Hobbin stinks.";"Que nojo. Hobbin fede."
"31318bee";"Fouler than troll's vomit.";"Mais nojento que vômito de troll."
"31318bef";"Oh that mine eyes were gouged by merciful ravens.";"Oh, se meus olhos fossem arrancados por corvos misericordiosos!"
"313775af";"This is an affront to my delicate senses.";"Isto é uma afronta aos meus delicados sentidos!"
"321db430";"You always do great stuff.";"Você sempre faz coisas incríveis."
"32c27252";"And I thought I couldn't be more depressed.";"E eu que pensava que não podia ficar mais deprimida."
"32c27253";"Life is just one long bitter nightmare, isn't it?";"A vida é um longo e amargo pesadelo, não é?"
"32c27254";"You're just trying to make me more miserable, aren't you?";"Você só está tentando me deixar mais miserável, não é?"
"32c27255";"Just when I thought I couldn't get more down.";"Justo quando eu pensava que não podia ficar mais para baixo."
"32c6de56";"You're making everyone suicidal.";"Você está fazendo todo mundo pensar em suicídio."
"3303c3c3";"Just as well I'm in a good mood.";"Ainda bem que estou de bom humor."
"3303c3c4";"Everything was going so well, and now this.";"Tudo estava indo tão bem, e agora isso."
"3303c3c5";"Always trying to spoil things.";"Sempre tentando estragar tudo."
"3303c3c6";"Hmm, well okay, I'll let it pass.";"Hmm, tudo bem, vou deixar passar."
"3303da8f";"Okay, whatever. I choose to ignore that.";"Ok, tanto faz. Prefiro ignorar isso."
"33419648";"I bet no other parents can do cool stuff like that.";"Aposto que nenhum outro pai consegue fazer coisas legais assim."
"3393b1d2";"Aw, you look so sweet like that.";"Ah, você está tão linda assim."
"3b1b0d5d";"That was brilliant.";"Isso foi incrível."
