Hash;Original;Tradução
"7398753";"That was an impressive display, deserving of an impressive prize.";"Essa foi uma exibição impressionante, merecedora de um prêmio impressionante."
"bb1fcd1";"Annual Witchspotting Newsletter";"Boletim Anual de Caça às Bruxas"
"da312bb";"Don't be discouraged.";"Não desanime."
"dd75025";"Oh, that was desperately unlucky. You almost made it to the very end. Perhaps next time.";"Oh, que azar! Você quase chegou ao final. Talvez da próxima vez."
"ea5c1e3";"Keep trying, you'll get it.";"Continue tentando, você vai conseguir."
"ee31d41";"I wager you practice a lot.";"Aposto que você pratica bastante."
"fdc08f6";"There's... there's only one more part of her left to find. And it's in a vault somewhere in Fairfax Gardens.";"Só falta... só falta encontrar mais uma parte dela. E está em um cofre em algum lugar de Fairfax Gardens."
"fe5031e";"You are an excellent shooter.";"Você é um excelente atirador."
"10df0c15";"I'm sure you'll find the right tomb. I'd come with you but... well, I try not to go out too much. Might run into people.";"Tenho certeza de que você encontrará o túmulo certo. Eu iria com você, mas... bem, tento não sair muito. Posso encontrar pessoas."
"11dbec77";"At least your parts ended up in cool dry places.";"Pelo menos suas partes foram parar em lugares frescos e secos."
"11e77e9f";"Oh, well done.";"Ah, muito bem."
"12dbedea";"Oh, right, yes. Thank you so much. You're probably the closest thing I've ever had to a friend. Pathetic, isn't it?";"Ah, é mesmo. Muito obrigado. Você provavelmente é a pessoa mais próxima que já tive de um amigo. Patético, não é?"
"14dc34a1";"Oh, wonderful. Yes. My poor Lady Grey. What did they do to you?";"Ah, maravilhoso. Sim. Minha pobre Lady Grey. O que fizeram com você?"
"15a2a8e1";"Oh, bad luck.";"Ah, que azar."
"16aeb4fc";"Oh, so close.";"Ah, tão perto."
"17a2abc7";"Keep your eye on the target.";"Mantenha o foco no alvo."
"17a902c2";"You were nearly there with that one.";"Você quase conseguiu."
"18a2adba";"How unfortunate.";"Que azar."
"19a2af2d";"Oh, almost got it.";"Ah, quase consegui."
"1aa3a27e";"Don't lose concentration now.";"Não perca a concentração agora."
"1ba4455b";"I think it moved, so not really your fault.";"Acho que se mexeu, então não é bem sua culpa."
"1ca52596";"Unlucky.";"Que azar."
"2334ccba";"The last of the Lady Grey set!";"A última da turma da Lady Grey!"
"2825a010";"Oh, we don't encourage that sort of behaviour in our shooting range, oh no.";"Ah, não toleramos esse tipo de comportamento no nosso estande de tiro, não mesmo."
"2a25a4d0";"Should you score highly enough, you will progress to the next round.";"Se você conseguir uma pontuação alta o suficiente, avançará para a próxima rodada."
"2b2ab65e";"Needless to say, shooting the cardboard representations of innocent villagers will be looked upon most severely and incur a penalty to your score.";"Nem preciso dizer que atirar nas representações de papelão de aldeões inocentes será visto com a maior severidade e acarretará uma penalidade na sua pontuação."
"2b3f1450";"Oh, that was a shame. Perhaps you'll do better next time.";"Oh, que pena. Talvez você se saia melhor da próxima vez."
"2d24ecc1";"Oh, very good. Now, please try to hit as many targets as you can.";"Ah, muito bem. Agora, por favor, tente acertar o máximo de alvos que puder."
"2df6a778";"Not the greatest prize in the world, but something to be proud of all the same.";"Não é o maior prêmio do mundo, mas ainda assim é algo para se orgulhar."
"371b3472";"My sweet lady. I promise to take care of you always.";"Minha doce dama. Prometo cuidar de você sempre."
