Hash;Original;Tradução
"017d179";"If only more people joined the guard force we wouldn't be so short-handed.";"Se mais pessoas se juntassem à guarda, não estaríamos com tão poucos homens."
"266a902";"No! Please! No!";"Não! Por favor! Não!"
"266a903";"What are you doing? No!";"O que você está fazendo? Não!"
"266a904";"I'm a free man! A free man!";"Sou um homem livre! Um homem livre!"
"266a905";"Let me go! Let me go!";"Me soltem! Me soltem!"
"266a906";"No! You can't take me!";"Não! Vocês não podem me levar!"
"266a907";"You can't do this to me! Do you know who I am?";"Vocês não podem fazer isso comigo! Sabem quem eu sou?"
"26b4a0d";"This is outrageous. I demand to be released at once.";"Isso é um absurdo. Exijo ser libertado imediatamente."
"2eb61c5";"You up for another civilian displacement assignment?";"Você topa outra missão de deslocamento de civis?"
"3e857f9";"Ready for some slave-running, um, I mean citizen reassignment processing?";"Pronto para um pouco de tráfico de escravos, quer dizer, processamento de redistribuição de cidadãos?"
"4ac4638";"So, you interested? Pays good gold, you know.";"Então, você está interessado? Paga bem, sabia?"
"5307d3c";"Keep it down!";"Silêncio!"
"5ed5e2a";"I have another order waiting to be fulfilled. Interested?";"Tenho outra ordem esperando para ser cumprida. Interessado?"
"730c29b";"Pipe down!";"Silêncio!"
"82e4a28";"Quiet you!";"Silêncio!"
"8ecb6b8";"Another order's come in if you're up for it.";"Mais um pedido, se você estiver disposta."
"92d1720";"Shut it!";"Cala a boca!"
"9e9bd09";"Ready to process some more unsuspecting civilians?";"Pronto para processar mais alguns civis desavisados?"
"a2ca937";"Who says you can talk?";"Quem disse que você pode falar?"
"d66bab2";"Let me go! Please!";"Me solte! Por favor!"
"d66bab3";"Don't do this! Please!";"Não faça isso! Por favor!"
"d66bab4";"I'm not a slave! Help!";"Eu não sou escravo! Socorro!"
"d66bab5";"No! Please! No!";"Não! Por favor! Não!"
"d66bab6";"Get me out of here!";"Tirem-me daqui!"
"d66bab7";"No! Please! No!";"Não! Por favor! Não!"
"d672979";"I've never been treated like this in my life. Call my butler at once.";"Nunca fui tratado assim na minha vida. Chamem meu mordomo imediatamente."
"14f2ac91";"Will you "displace" a civilian for Mickey?";"Você substituiria um civil por Mickey?"
"1e79a286";"Ah, there you are";"Ah, aí está você"
"1f5b3f9c";"Will you kill the %1?";"Você vai matar o(a) %1?"
"213a061d";"A hard labour agency is in need of new "recruits".";"Uma agência de trabalho braçal precisa de novos recrutas."
"230f808e";"Right, here's what they're looking for.";"Certo, aqui está o que eles estão procurando."
"250faf87";"This week, they're mostly looking for this type of villager.";"Esta semana, eles estão procurando principalmente por este tipo de aldeão."
"257a62c1";"I've written down the slavers' last known location on this note.";"Anotei a última localização conhecida dos escravistas neste bilhete."
"26151df6";"Here's the profile they're after.";"Aqui está o perfil que eles procuram."
"26751fd8";"Better get a move on, before the poor sods are sold-- or worse.";"É melhor se apressar, antes que os coitados sejam vendidos — ou pior."
"2876cf10";"Marvellous. Very civic-minded of you, I must say.";"Maravilhoso. Devo dizer que você tem um espírito cívico muito forte."
"2c108103";"What's this? That ain't what we're looking for.  We'll take them off your hands, but don't go expect full payment.";"O que é isso? Não é o que estamos procurando. Vamos ficar com eles, mas não espere o pagamento integral."
"30ce83ac";"Where's the merchandise then? You just like wasting our time or what?";"Cadê a mercadoria então? Você só gosta de nos fazer perder tempo ou o quê?"
"31cd7642";"Slaves don't just come running at us ready to jump into open cages you know.";"Escravos não vêm correndo na nossa direção prontos para pular em jaulas abertas, sabia?"
"32cc5b9c";"How about you do a little work and fetch us them slaves?";"Que tal você trabalhar um pouco e nos trazer esses escravos?"
"3493b345";"Bounty Hunter";"Caçadora de Recompensas"
"36d9adb8";"Civilian Displacement";"Deslocamento de civis"
"36f28d20";"Lead them right to the slaver camp. They'll take them off your hands there.";"Leve-os direto para o acampamento de escravos. Eles os aceitarão de você lá."
"376ac8a4";"There are some monsters in need of elimination.";"Há alguns monstros que precisam ser eliminados."
"37f276c1";"You'll get paid once the order is fulfilled.";"Você receberá o pagamento assim que o pedido for concluído."
"386c2564";"We need you to neutralise a foul herd of dangerous creatures.";"Precisamos que você neutralize uma horda imunda de criaturas perigosas."
"396c9d8a";"We could use help with some rather nasty beasts.";"Precisamos de ajuda com algumas criaturas bem perigosas."
"39f348ac";"Make sure they match the profile.";"Certifique-se de que correspondam ao perfil."
"3d6b0573";"We've heard of a whole flock of fiends tearing up Albion. See to it, will you?";"Ouvimos falar de uma horda de demônios destruindo Albion. Cuide disso, por favor?"
"3e6bb643";"Can you hunt down some critters for me?";"Você pode caçar algumas criaturas para mim?"
