Hash;Original;Tradução
"1edd4c9";"Oh, you make me tingly.";"Oh, você me deixa arrepiado(a)."
"1edd4ca";"We should spend more time together.";"Deveríamos passar mais tempo juntos."
"1edd4cc";"I think I like you.";"Acho que gosto de você."
"1edd4cd";"You like silk sheets? Come over here, my dear.";"Você gosta de lençóis de seda? Venha cá, meu bem."
"1edd4ce";"Someone call the guards, you just stole my heart.";"Alguém chame os guardas, você acabou de roubar meu coração."
"1edd4cf";"I've been watching you. And I like what I see.";"Eu estava te observando. E gostei do que vi."
"1eea066";"You still single?";"Você ainda está solteiro(a)?"
"10f563f1";"You're very special to me, you know.";"Você é muito especial para mim, sabia?"
"10f563f3";"I hope we're always together.";"Espero que estejamos sempre juntos."
"10f563f4";"I love every minute with you.";"Amo cada minuto com você."
"10f563f5";"I never thought I could feel this way about anyone.";"Nunca pensei que pudesse sentir isso por alguém."
"10f563f6";"I miss you so much when I'm not with you.";"Sinto tanta saudade quando não estou com você."
"10f563f7";"You make me woozy.";"Você me deixa tonta."
"10f766dd";"I'm such a lucky woman to have found someone like you.";"Sou uma mulher de muita sorte por ter encontrado alguém como você."
"17f56ef1";"When I look out at my garden, when I smell my fresh linens, I think of your beauty.";"Quando olho para o meu jardim, quando sinto o cheiro da minha roupa de cama limpa, penso na sua beleza."
"17f56ef2";"You are the missing piece of my heart.";"Você é a peça que faltava no meu coração."
"17f56ef3";"You been thinking of me much?";"Você tem pensado muito em mim?"
"17f56ef4";"I love spending time with you.";"Adoro passar tempo com você."
"17f56ef5";"I'm so glad we ended up together.";"Estou tão feliz por termos ficado juntos."
"17f56ef6";"We have a great time together, don't we?";"Nós nos divertimos muito juntos, não é?"
"17fc5137";"Let's so something romantic.";"Vamos fazer algo romântico."
"3d321722";"What is someone like you doing in a town like this?";"O que alguém como você está fazendo numa cidade como esta?"
"3d321723";"Are you chilly? Come a little closer?";"Está com frio? Chegue um pouco mais perto."
"3d321724";"*wolf whistle* That was for you. Not your dog.";"*assobio* Isso foi para você. Não para o seu cachorro."
"3d321725";"You're a real minx, aren't you?";"Você é uma verdadeira safadinha, não é?"
"3d33da7a";"Come here baby.";"Vem cá, querida."
