Hash;Original;Tradução
"034a731";"I'll give you a gold piece right here, save you the trouble of finding a Guard.";"Vou lhe dar uma moeda de ouro aqui mesmo, para evitar que você tenha o trabalho de encontrar um guarda."
"366a63b";"What's he paying you, a gold piece? I'll give you a gold right here, save you the walk back.";"Ele está te pagando uma moeda de ouro? Vou te dar um ouro aqui mesmo, assim você não precisa voltar."
"463f06e";"All right, you little hard case.";"Muito bem, seu valentãozinho."
"5630b11";"There'll be trouble all right. You take these, and I'll tell our friend what you really want.";"Haverá problemas, com certeza. Leve isso, e eu conto para o nosso amigo o que você realmente quer."
"66508b7";"Otherwise there'll be trouble.";"Caso contrário, haverá problemas."
"769cb90";"Yeah, but you're gonna give 'em to me, see?";"É, mas você vai me dar, entendeu?"
"86579e0";"So does our friend the guard.";"O mesmo acontece com nosso amigo guarda."
"8fabaf9";"And we got our first gold coin!";"E conseguimos nossa primeira moeda de ouro!"
"9484aa6";"We've got three now. Just two more to go.";"Já temos três. Só faltam dois."
"9646855";"Those warrants you're collecting -- I want 'em.";"Aqueles mandados que você está coletando -- eu os quero."
"a631330";"Shut it, girl, this isn't about that.";"Cala a boca, garota, não é disso que se trata."
"b0d8851";"And we've got another gold coin. We're really doing it!";"E nós conseguimos outra moeda de ouro. Estamos mesmo arrasando!"
"b638180";"Listen, creep, I told you no this morning.";"Escuta aqui, pervertido, eu já disse não hoje de manhã."
"ca3e865";"We did it! We can buy the music box now!";"Conseguimos! Agora podemos comprar a caixinha de música!"
"e6e6cd5";"Now normally, justice is its own reward -- but as these aren't normal circumstances, there's your gold piece.";"Normalmente, a justiça é sua própria recompensa, mas como estas não são circunstâncias normais, aqui está sua moeda de ouro."
"eeb3095";"I'll never make sheriff this way.";"Nunca vou me tornar xerife desse jeito."
"fe16bfe";"And we got our first gold coin!";"E conseguimos nossa primeira moeda de ouro!"
"feb3c8f";"I'm such a bloody klutz.";"Eu sou um completo desastrado."
"10516547";"That's one there.";"Esse aí."
"10eb3e62";"Gaw, what am I going to do?";"Nossa, o que eu vou fazer?"
"115ac49a";"Looks like a warrant, don't it?";"Parece um mandado, não é?"
"116d94dc";"Thanks, you're a life saver.";"Obrigado, você me salvou."
"135a974c";"Is that one of the warrants?";"Esse é um dos mandados?"
"146812f0";"What's that? It looks like an arrest warrant! How did it end up here?";"O que é isso? Parece um mandado de prisão! Como foi parar aqui?"
"146e7667";"Four gold coins! We just need one more.";"Quatro moedas de ouro! Só precisamos de mais uma."
"1568d568";"We should keep a lookout for any others.";"Devemos ficar atentos a outros."
"16516978";"What's that up there? Is that one of those warrants?";"O que é aquilo lá em cima? É um daqueles mandados?"
"1665e608";"I say hit him in the...";"Eu digo, acerte-o no..."
"166875ac";"Someone must be missing them. And I bet they'd pay to get them back.";"Alguém deve estar sentindo falta deles. E aposto que pagariam para tê-los de volta."
"175e7ca1";"Ooh, what you gonna do, hit me? Oh no, I'm so scared.";"Ooh, o que você vai fazer, me bater? Oh não, estou com tanto medo."
"17a74543";"That's... three gold coins now. Just two more and we can buy the music box.";"Isso dá... três moedas de ouro agora. Só mais duas e podemos comprar a caixa de música."
"195d29f3";"We don't have to do what he says.";"Não precisamos fazer o que ele diz."
"1a5ded38";"On the other hand, he's scum.";"Por outro lado, ele é um escroto."
"1b5c00ec";"Oh, stop. You're gonna make me break down weeping.";"Ah, pare. Você vai me fazer chorar."
"1c5cce80";"A gold's a gold, I guess. If you want the money right now, you could give him the warrants.";"Ouro é ouro, eu acho. Se você quer o dinheiro agora, pode entregar os títulos a ele."
"1cc47d43";"(sigh)";"(suspiro)"
