Hash;Original;Tradução
"9941f68";"I hear you finally shut up that meat-obsessed door. Thank goodness.";"Ouvi dizer que você finalmente fechou aquela porta obcecada por carne. Graças a Deus."
"141c48f3";"Have you seen the talking rock in Rookridge? I thought it would be amazing, but it was pretty miserable.";"Você já viu a pedra falante em Rookridge? Achei que seria incrível, mas foi bem decepcionante."
"1a204ed9";"So I took off a shoe and threw it at the guard and then the sky fell to the floor and I woke here!";"Então eu tirei um sapato e joguei no guarda, e aí o céu caiu no chão e eu acordei aqui!"
"1a204eda";"Best thing is when you find a finger floating in your glass, cos then you get another for free. Don't fancy cutting your finger off, do ya?";"A melhor coisa é quando você encontra um dedo boiando no seu copo, porque aí você ganha outro de graça. Não quer cortar o seu dedo, quer?"
"1a204edb";"And I don't mind telling you, he was the hairiest man I've ever seen in such a natural states. Hee hee!";"E não me importo de dizer, ele era o homem mais peludo que eu já vi em um estado tão natural. Hehe!"
"1a204edc";"Wait a minute! This is not the Club for Elegant and Respectable Ladies! Is it? Hello?";"Espere um minuto! Este não é o Clube para Damas Elegantes e Respeitáveis! É? Alô?"
"1a204ede";"A nice big bag of salty peanuts. Can't beat 'em.";"Um belo saco grande de amendoim salgado. Imbatível."
"1a204edf";"You can't fire me! I quit! Wait, you're not my boss... Well, I still quit!";"Você não pode me demitir! Eu me demito! Espera, você não é meu chefe... Bem, mesmo assim eu me demito!"
"1a2093f3";"Cheese and onion. They didn't have the other one. So I decided...";"Queijo e cebola. Eles não tinham a outra. Então eu decidi..."
"2d6f9dde";"There's a talking door in a cave in Wraithmarsh, but I'd stay away. Loves the sound of its own voice.";"Há uma porta falante em uma caverna em Wraithmarsh, mas eu ficaria longe. Ela adora o som da própria voz."
"320fbc22";"Uff, I was dragged to listen to this awful play the other day. Talk about a stony performance.";"Ufa, fui arrastado para assistir a essa peça horrível outro dia. Que atuação sem graça."
"4c7151d8";"Have you see than talking rock in Brightwood? Kind of shy. Considering it's a stone anyway.";"Você já viu aquela pedra falante em Brightwood? Meio tímida. Considerando que é uma pedra, afinal."
"577084d0";"That Demon Door in Brightwood doesn't give much away, does it?";"Aquela Porta Demoníaca em Brightwood não entrega muita coisa, não é?"
"60ed8690";"I hate going to the cemetery in Bowerstone. It's not the dead people that bother me though. It's that Demon Door. I keep thinking it might eat me.";"Odeio ir ao cemitério em Bowerstone. Mas não são os mortos que me incomodam. É aquela Porta Demoníaca. Fico pensando que ela pode me devorar."
"67ed9192";"Careful if you go to Bowerstone cemetery. There's a talking chunk of rock there that is obsessed with meat.";"Cuidado se for ao cemitério de Bowerstone. Há um pedaço de pedra falante lá que é obcecado por carne."
