Hash;Original;Tradução
"04d6031";"Aaaaahhhh.";"Aaaaahhhh."
"4e635df";"That's a cool look.";"Que visual bacana!"
"53ca7b5";"Radiant!";"Radiante!"
"5a35249";"Wow, nice.";"Uau, que legal."
"5a3524a";"Very nice.";"Muito bom."
"5a3524c";"Mmmm, lovely.";"Hummm, adorável."
"5a3524d";"How very alluring!";"Que sedutor!"
"5a3524e";"Beauteous!";"Lindo!"
"5a3524f";"Scrumptious!";"Delicioso!"
"5a3ac8d";"Oh yes, very nice.";"Ah, sim, muito bom."
"b4ff451";"Aaaaahhhh.";"Aaaaahhhh."
"16401313";"I don't think I've ever seen anyone quite as stylish and attractive.";"Acho que nunca vi ninguém tão elegante e atraente."
"182b1ab9";"<laughs> You're funny alright.";"<laughs> Você é engraçado mesmo."
"182b1aba";"Ha ha! Ya're not such a stiff, are ya?";"Haha! Você não é tão rígido assim, né?"
"182b1abb";"How very amusing.";"Que engraçado."
"182b1abd";"Comical indeed!";"Cômico mesmo!"
"182b1abe";"Ha! I'm laughing.. I can't believe I'm laughing!";"Haha! Estou rindo... Não acredito que estou rindo!"
"182b1abf";"Hee hee, yes.";"Hehe, sim."
"182c5789";"Ha ha ha... awww, lovely!";"Hahaha... que lindo!"
"1d85b466";"I don't want to die!";"Eu não quero morrer!"
"22573b2b";"You're looking fabulous.";"Você está fabuloso(a)."
"232b2be9";"Ho ho! Y'alright you are.";"Ho ho! Você está bem."
"232b2bea";"Ha ha. That's pretty funny.";"Ha ha. Isso é muito engraçado."
"232b2beb";"Yes, ha ha, very droll.";"Sim, ha ha, muito engraçado."
"232b2bec";"I'm tickled a lovely shade of salmon.";"Estou corado de salmão."
"232b2bee";"Pff, ha ha. That's pretty funny.";"Pff, ha ha. Isso é muito engraçado."
"232b2bef";"Ha ha. Jolly good, jolly good!";"Ha ha. Muito bom, muito bom!"
"232bf6d6";"He he he. What a lark.";"He he he. Que divertido."
"235a5879";"Who is your stylist?! Wow!";"Quem é seu estilista?! Uau!"
"252c7499";"Yes, ha ha, how droll.";"Sim, ha ha, que engraçado."
"252c749a";"I'm tickled pink. An expensive type of pink.";"Estou muito feliz. Um tipo de felicidade bem cara."
"252c749b";"Ho ho! You make me laugh.";"Ho ho! Você me faz rir."
"252c749c";"Ha ha. That's funny alright.";"Ha ha. Isso é engraçado mesmo."
"252c749d";"Ha ha. I'm tickled.";"Ha ha. Estou muito feliz."
"252c749e";"He he he. Nice.";"He he he. Legal."
"252d076d";"Ha! Funny.";"Ha! Engraçado."
"28827c88";"Don't kill me!";"Não me mate!"
"2e2c82e9";"Hee hee, oh yes.";"Hehe, ah sim."
"2e2c82eb";"Ho ho, very good.";"Ho ho, muito bom."
"2e2c82ec";"Ha! Dear me.";"Ha! Meu Deus."
"2e2c82ed";"How amusing.";"Que engraçado."
"2e2c82ee";"Pure comedy.";"Comédia pura."
"2e2c82ef";"Hee hee! You know funny, I give ya that.";"Hehe! Sabe o que é engraçado? Admito."
"2e31a878";"Ha ha! Funny stuff.";"Haha! Muito engraçado."
"3369bad2";"Oh no. No. No!";"Oh não. Não. Não!"
"3369bad3";"Please. Look into your heart. Just don't rip mine out!";"Por favor. Olhe para dentro do seu coração. Só não arranque o meu!"
"3369bad4";"No, oh nooo! Please don't.";"Não, oh não! Por favor, não faça isso."
"3369bad5";"Think of my children!";"Pense nos meus filhos!"
"3369bad6";"No, please, please!";"Não, por favor, por favor!"
"3369bad7";"No! I'm too important to die!";"Não! Sou importante demais para morrer!"
"3369c988";"No, please, please!";"Não, por favor, por favor!"
"3e69cc02";"No, please, please!";"Não, por favor, por favor!"
"3e69cc03";"Show mercy, please!";"Tenha piedade, por favor!"
"3e69cc04";"Please. Don't!";"Por favor. Não!"
"3e69cc05";"Don't! I have a wife... she's not much to look at, but still!";"Não! Eu tenho uma esposa... ela não é lá essas coisas, mas mesmo assim!"
"3e69cc06";"Killing me's not gonna solve nothing!";"Me matar não vai resolver nada!"
"3e69cc07";"No, don't! Strike my servant instead!";"Não, não faça isso! Ataque meu servo!"
"3e6a231d";"Please, no!! I'm too rich!";"Por favor, não!! Sou rico demais!"
"3f275116";"<chuckles> That's pretty funny.";"<chuckles> Isso é muito engraçado."
"40e794a2";"What a looker!";"Que gata!"
"40e794a3";"That's just hot!";"Que arraso!"
