Hash;Original;Tradução
"16c3335";"Get sliced up real pretty last time, did ya? Just look at your scars.";"Apanhou bastante da última vez, né? Olha só as suas cicatrizes."
"16c3337";"Ha, I can see from all your scars that you don't mind having the crap beaten out of ya.";"Ha, dá para ver pelas suas cicatrizes que você não se importa de apanhar até não aguentar mais."
"16f063e";"I see you've been doing really well. Must be how you got your scars. Ha ha!";"Vejo que você anda se saindo muito bem. Deve ser assim que você conseguiu essas cicatrizes. Ha ha!"
"19ef04f";"You daughter despises you. She prays every night for your death.";"Sua filha te despreza. Ela reza todas as noites pela sua morte."
"491e1ce";"Up yours too!";"Vai se ferrar também!"
"491e1cf";"Kiss my arse!";"Beija meu traseiro!"
"4994fdf";"Come here and do that again, you swine!";"Venha aqui e faça isso de novo, seu porco!"
"ef50ea2";"I hear you've got a heavy sack of gold. It's gonna be mine soon.";"Ouvi dizer que você tem um saco pesado de ouro. Logo será meu."
"ef50ea3";"Great, a nice rich chicken ready for the plucking.";"Ótimo, um belo frango suculento pronto para ser depenado."
"ef962bc";"It's so nice of you to save all your gold for me. And so much of it!";"Que gentileza sua guardar todo o seu ouro para mim. E tanto ouro!"
"11a07ef2";"I hear it's real easy to nick gold off ya while you're lying out cold.";"Ouvi dizer que é muito fácil roubar ouro de você enquanto você está inconsciente."
"11a07ef3";"People been nicking your pocketmoney after knocking you out, have they? Pathetic.";"Será que as pessoas andam roubando sua mesada depois de te nocautearem? Patético."
"11a2fcd8";"I won't be the first one to steal your gold when you're out cold. But I'll be the last.";"Eu não serei o primeiro a roubar seu ouro quando você estiver inconsciente. Mas serei o último."
"127ce3dc";"You couldn't keep your husband's love, could you? Not even your gold was enough to keep him by your side.";"Você não conseguiu manter o amor do seu marido, não é? Nem mesmo seu ouro foi suficiente para mantê-lo ao seu lado."
"1327d29c";"Do you know where your son is now? His body lies scattered across a cave, ripped apart by the fiends you call hobbes.";"Você sabe onde seu filho está agora? Seu corpo jaz espalhado por uma caverna, despedaçado pelos demônios que você chama de hobbes."
"17bae97d";"Guess that's what happens when you keep losing. You end up looking like a scar museum.";"Acho que é isso que acontece quando você continua perdendo. Você acaba parecendo um museu de cicatrizes."
"17bae97e";"I can see from your scars you've lost your share of battles already.";"Pelas suas cicatrizes, dá para ver que você já perdeu muitas batalhas."
"17bfa0bb";"Man, look at all those scars. Have you ever won a fight without getting one?";"Nossa, olha só quantas cicatrizes. Você já ganhou alguma luta sem levar uma?"
"1a0c2389";"Are you sure you married the right person? Do you really know the kind of man he is? The things he has done?";"Tem certeza de que se casou com a pessoa certa? Você realmente sabe que tipo de homem ele é? As coisas que ele fez?"
"1abca469";"I'm gonna be rich after I've looted your corpse.";"Vou ficar rico depois de saquear seu cadáver."
"1abca46b";"Oh, this is sweet. Once I'm done with you I can retire and live in a palace made of bacon and beer!";"Ah, que maravilha. Depois que eu terminar com você, posso me aposentar e viver em um palácio feito de bacon e cerveja!"
"1ac09482";"No one with as much gold as you is any good at fighting. Just the way it is. Good thing too.";"Ninguém com tanto ouro quanto você é bom de briga. É assim mesmo. Ainda bem."
"2070db55";"Could you do nothing to save your sister? Were you too weak to stop her death?";"Você não faria nada para salvar sua irmã? Você era fraco demais para impedir a morte dela?"
"22fcd832";"Your daughter is so sweet. Tasted like honey when I visited her last night. She called out your name as she died.";"Sua filha é tão doce. Tinha gosto de mel quando a visitei ontem à noite. Ela chamou seu nome enquanto morria."
"34dd64a2";"You know, I'd much prefer it if you were stinking rich. I got a whole bandit gang to feed.";"Sabe, eu preferiria muito mais que você fosse podre de rico. Tenho uma gangue inteira de bandidos para alimentar."
"34dd64a3";"You're probably wealthy enough to make this worthwhile. Just.";"Você provavelmente é rico o suficiente para que isso valha a pena. Por pouco."
"34df4fc3";"Drop that little sack of gold and save me the trouble of digging through your pockets later.";"Largue esse saquinho de ouro e me poupe o trabalho de vasculhar seus bolsos depois."
"34f9b017";"Someone's got a high opinion of themselves!";"Alguém tem uma alta opinião de si mesmo!"
"34fa06cb";"I never kiss on a first date.";"Eu nunca beijo no primeiro encontro."
"368e1030";"Do you remember the look in your wife's eyes as you killed her? The tears that flowed there as the life departed her body?";"Você se lembra do olhar nos olhos da sua esposa quando a matou? Das lágrimas que escorreram enquanto a vida deixava seu corpo?"
"39da6aa9";"How many times have you been beaten?";"Quantas vezes você já apanhou?"
"39da6aab";"You ever won a fight without getting your nose broken first?";"Você já ganhou uma briga sem ter o nariz quebrado antes?"
"39dae9a4";"I see you've had your arse kicked before. You'll never learn.";"Vejo que você já levou uma surra antes. Você nunca vai aprender."
"3cf76d54";"What would Rose say if she could see you know? Do you think she would be proud? Do you think she'd recognise the creature you've become?";"O que Rose diria se pudesse te ver agora? Você acha que ela ficaria orgulhosa? Você acha que ela reconheceria a criatura em que você se tornou?"
