Hash;Original;Tradução
"98f0f6c";"Quit those tricks and fight like a man!";"Pare com esses truques e lute como um homem!"
"99134ce";"Quit those tricks and fight like a man! Or a woman!";"Pare com esses truques e lute como um homem! Ou uma mulher!"
"acdf5e2";"I call dibs on his tent! He won't need it now.";"Eu fico com a barraca dele! Ele não vai precisar mais dela."
"acdf5e3";"He had a wife and kids you know! Guess I'll have them now.";"Ele tinha esposa e filhos, sabia? Acho que agora eles serão meus."
"ad09da0";"No! You can't be dead! We had so many plans!";"Não! Você não pode estar morto! Tínhamos tantos planos!"
"105a907a";"Take it like a bandit and hit back!";"Pegue como um bandido e revide!"
"105a907b";"Hey, careful there!";"Ei, cuidado aí!"
"105cef07";"Don't just stand there getting hit!";"Não fique aí parado apanhando!"
"1d9e48b2";"What am I supposed to tell his wife and kids?";"O que eu devo dizer para a esposa e os filhos dele?"
"1d9e48b3";"Think you can murder my mates like that!";"Acha que pode assassinar meus companheiros assim!"
"1da5ab2d";"I was going to kill you quick, but it's going to be slow after that.";"Eu ia te matar rápido, mas depois disso vai ser devagar."
"20115381";"This is like some sort of nightmare.";"Isso é um verdadeiro pesadelo."
"20115382";"We should get the hell out of here!";"Temos que dar o fora daqui!"
"2014ecc9";"What the hobbe?! We don't stand a chance!";"Que diabos?! Não temos a menor chance!"
"26705683";"Let me show ya MY spell. I call it "levitating entrails"!";"Deixe-me mostrar o MEU feitiço. Eu o chamo de "levitação de entranhas"!"
"271faed6";"You killed him! And he owed me money too!";"Você o matou! E ele ainda me devia dinheiro!"
"271faed7";"Nobody kills a bandit and lives to tell the tale.";"Ninguém mata um bandido e vive para contar a história."
"27203ecf";"You just made it personal!";"Você acabou de tornar isso pessoal!"
"27a58189";"Careful there!";"Cuidado aí!"
"27a5818a";"Don't get gutted already!";"Não se desanime ainda!"
"27ab78a8";"We'll get that sod back, don't worry.";"Vamos recuperar esse estoque, não se preocupe."
"2cb9257e";"Bloody hell! You're not doing that to me!";"Maldito inferno! Você não vai fazer isso comigo!"
"2cb9257f";"How are we supposed to fight THAT?!";"Como vamos lutar contra ISSO?!"
"2cb97896";"Killed with one move!";"Morto com um só golpe!"
"323d6966";"He was alive a second ago... what the hell just happened?!";"Ele estava vivo um segundo atrás... o que diabos acabou de acontecer?!"
"323d6967";"Not even highwaymen are that good!";"Nem mesmo os bandidos de estrada são tão bons!"
