Hash;Original;Tradução
"51d465a";"It's been so good here without you. I knew it couldn't last.";"Foi tão bom estar aqui sem você. Eu sabia que não ia durar."
"51d465d";"I was hoping you wouldn't see me...";"Eu esperava que você não me visse..."
"51d465e";"May lightning strike me down. Not you again!";"Que um raio me atinja. Você de novo, não!"
"51f1bc6";"I've had it up to 'ere with you!";"Cansei de você!"
"1b0ffd57";"Ahh, not everyone appreacites people with our black hearts and dark souls. But who cares, right?";"Ah, nem todos apreciam pessoas com corações negros e almas sombrias. Mas quem se importa, não é?"
"1b11fbcb";"It's always nice to meet someone else who realises how fun evil is. I mean, it is fun, isn't it?! Jolly good fun!";"É sempre bom encontrar alguém que também perceba como o mal é divertido. Quer dizer, é divertido, não é?! Uma baita diversão!"
"20eefbe9";"We're supposed to do good deeds, but you never do any.";"Deveríamos fazer boas ações, mas você nunca faz nenhuma."
"21077159";"You are the very shadows personified.";"Você é a própria personificação das sombras."
"2107d764";"I admire your steadfast dedication to malevolence. Not everyone has the mettle to see if through.";"Admiro sua dedicação inabalável à malevolência. Nem todos têm a fibra necessária para levar isso até o fim."
"2bef0d1a";"You're a bad person.";"Você é uma pessoa má."
"5bc60f11";"Bet you torture people for fun, huh?";"Aposto que você tortura pessoas por diversão, hein?"
"5bc60f12";"Haven't seen such a black heart since my dad died!";"Não via um coração tão negro desde que meu pai morreu!"
"5bc60f13";"Never have my eyes seen such evil.";"Meus olhos jamais viram tamanha maldade."
"5bc60f14";"There is a dark, sinister aura surrounding you...";"Há uma aura sombria e sinistra ao seu redor..."
"5bc60f16";"There's not even an ounce of good in you, is there?";"Não há um pingo de bondade em você, não é?"
"5bc60f17";"As evil as anyone who walked this land...";"Tão maligno quanto qualquer um que já pisou nesta terra..."
"5bc82fc3";"Rotten to the core is what you are.";"Você é podre até a medula."
"5beab851";"How can you sleep at night, knowing the things you've done?";"Como você consegue dormir à noite, sabendo das coisas que fez?"
"5beab852";"You're barely human. Just pure evil.";"Você mal é humano. Pura maldade."
"5beab856";"Were you born evil, or did something happen to you?";"Você nasceu mau ou algo aconteceu com você?"
"5beab857";"You the nastiest person to walk this land.";"Você é a pessoa mais detestável que já pisou nesta terra."
"5beb2812";"There must be a black hole where your heart's supposed to be.";"Deve haver um buraco negro onde seu coração deveria estar."
"60c61731";"There's some put on evil airs, but you're the real thing.";"Alguns fingem ser maus, mas você é a verdadeira personificação do mal."
"60c61732";"I'd 'eard there was an evil presence in town...";"Ouvi dizer que havia uma presença maligna na cidade..."
"60c61733";"You darken the world with your presence...";"Você obscurece o mundo com a sua presença..."
"60c61735";"Not even the demons that dwell in fiery pits are as cruel as you.";"Nem mesmo os demônios que habitam poços de fogo são tão cruéis quanto você."
"60c61736";"Power has corrupted you beyond recovery...";"O poder te corrompeu irremediavelmente..."
"60c61737";"No question, you're a nasty piece of work.";"Sem dúvida, você é uma pessoa desprezível."
"60c7e748";"Where you always this evil?";"Você sempre foi tão malvado?"
"634fb1de";"You were born for the Temple of Shadow. Not even Grim himself could outdo you in the evil stakes.";"Você nasceu para o Templo das Sombras. Nem mesmo o próprio Grim conseguiria te superar em maldade."
"64eac6bb";"You're worse than Heartless Harry, my evil uncle.";"Você é pior que o Harry Sem Coração, meu tio malvado."
"64eac6bc";"You're not just bad, you're worse!";"Você não é apenas mau, você é pior!"
"64eac6bd";"Does it not bother you to be so heartlessly evil?";"Não te incomoda ser tão cruel e malvado?"
"64eac6bf";"Why do you do the unspeakable things you do?";"Por que você faz essas coisas indizíveis?"
