Hash;Original;Tradução
"07f07fe";"Get out of here!";"Saia daqui!"
"38ce43f";"Oh, you're going somewhere?";"Ah, você vai a algum lugar?"
"3dd951e";"Ow! How dare you hit me?!";"Ai! Como você ousa me bater?!"
"48d7175";"Oi, where are you off to then?";"Ei, para onde você vai então?"
"74975a0";"Brilliant.";"Brilhante."
"8547b65";"*whimper*";"*choramingo*"
"948a0e6";"I like it.";"Eu gosto."
"a48a240";"Great stuff.";"Ótimo trabalho."
"e586632";"I'm getting very cross indeed now!";"Estou ficando muito irritado agora!"
"e8b41fc";"Let's make a deal. Don't do that again, and I won't hit you.";"Vamos fazer um acordo. Não faça isso de novo e eu não te bato."
"f8dfeee";"What do you say you stop doing that?";"Que tal parar com isso?"
"108fac91";"Sometimes I wonder why I put up with you.";"Às vezes me pergunto por que te aturo."
"1135d3ea";"Oh, come on.";"Ah, qual é."
"11905db6";"You really know how to get on a girl's nerves, you know.";"Você realmente sabe como irritar uma garota, sabia?"
"128de035";"Do you really have to do that?!";"Você realmente precisa fazer isso?!"
"136e74f4";"Yes... I don't think so.";"Sim... Acho que não."
"143795e5";"Don't like it. Not at all, no.";"Não gostei. De jeito nenhum, não."
"1467f83f";"Aaiii! No, please!";"Aaiii! Não, por favor!"
"146dcd97";"A lovely thought, really. But no.";"Uma ideia adorável, de verdade. Mas não."
"148bc051";"At least monks don't have to put up with this.";"Pelo menos os monges não precisam aguentar isso."
"158c4824";"Oh come on, you're better than that, surely.";"Ah, vamos lá, você é melhor do que isso, com certeza."
"15a04def";"Don't want anything from you.";"Não quero nada de você."
"1715fa9c";"Now, that's um, quite enough!";"Agora, isso é... suficiente!"
"176d96d7";"<whimpers>";"<whimpers>"
"17a05135";"Got everything I need right here.";"Tenho tudo o que preciso aqui."
"17dc8874";"No, that is horrible!";"Não, isso é horrível!"
"186fbe68";"Really, this isn't a good time.";"Sério, não é uma boa hora para isso."
"18a1f0a5";"Just go away.";"Apenas vá embora."
"18e2cb2e";"Please stop that!";"Por favor, parem com isso!"
"19700188";"Nice of you to offer, but not right now.";"Que bom que você se ofereceu, mas não agora."
"19aa20c6";"Ha ha ha!";"Ha ha ha!"
"19b7c08e";"You can't leave. Please. Think of my son.";"Você não pode ir embora. Por favor. Pense no meu filho."
"19c1525a";"You can't leave. Please. Think of my children.";"Você não pode ir embora. Por favor. Pense nos meus filhos."
"1a6f6ad1";"Hey, when this is all over we can do what we want. Not now though.";"Ei, quando tudo isso acabar, podemos fazer o que quisermos. Mas não agora."
"1a8d8a37";"Stop acting like an idiot.";"Pare de agir como um idiota."
"1b8f0501";"Don't you ever feel the need to, I don't know, sit in the corner being nice and quiet?";"Você nunca sente vontade de, sei lá, ficar sentado num canto, quietinho e bonitinho?"
"1ce7e420";"Yes, very nice, but we must press on.";"Sim, muito bom, mas precisamos continuar."
"1dfd04c0";"Ow! I hate adventurers.";"Ai! Odeio aventureiros."
"1e4560b2";"What are you trying to prove?";"O que você está tentando provar?"
"1ebdd058";"Ah, well, yeah, like I was saying...";"Ah, bem, é, como eu estava dizendo..."
"1ee8b05a";"That's very good. Can we keep going now?";"Isso é ótimo. Podemos continuar agora?"
"1f45e651";"Well, that's just plain wrong.";"Bem, isso está completamente errado."
"1fa111b3";"Don't make me come after you!";"Não me faça ir atrás de você!"
"1feaf3a6";"Hmm, tasty.";"Hmm, que delícia."
"249f1e69";"Ah, wonderful! Yes!";"Ah, maravilhoso! Sim!"
"2511b5b3";"Uff! Save it for the Crucible!";"Ufa! Guarde para o Crisol!"
"252b0012";"<laughs>";"<laughs>"
"279eaf43";"What poise! What refinement!";"Que elegância! Que refinamento!"
"2cc37858";"Ha ha ha!";"Ha ha ha!"
"2e90a6ec";"Got somewhere to go, have you?";"Tem algum lugar para ir?"
"2f8a34d1";"<whimpers>";"<whimpers>"
"2fec0a3a";"I have no time for this.";"Não tenho tempo para isso."
"30582778";"You want me to show you why they call me Meatbane?";"Quer que eu mostre por que me chamam de Meatbane?"
"3089cb6a";"Oooh! No! Oooh...";"Oooh! Não! Oooh..."
"3154771a";"Don't make me angry!";"Não me irrite!"
"32216573";"<whimpers>";"<whimpers>"
"32522df9";"Ow! You bully!";"Ai! Seu valentão!"
"37b76700";"Oi, where you going?";"Ei, para onde você vai?"
"3c69d7d8";"Argh! You utter sod!";"Argh! Seu completo idiota!"
"3d3e0868";"The Society does not approve.";"A Sociedade não aprova."
"3d87b3ea";"You're giving me a headache here.";"Você está me dando dor de cabeça."
"3e880b02";"That's just repulsive.";"Isso é simplesmente repugnante."
