Hash;Original;Tradução
"28218c0";"They must be so scared, the little mites. Please, you have to find them.";"Devem estar com tanto medo, os ácaros. Por favor, você precisa encontrá-los."
"37a4fb0";"Oh, thank goodness that's over. But the children! They all ran away.";"Ah, graças a Deus, acabou. Mas as crianças! Todas fugiram."
"4b24335";"Oast House Door Key";"Chave da Porta da Secadora"
"5ae48a8";""There once lived a rabbit, whose name was Grumpy George. Oh, how he did love to bound and play and explore. One day he left his burrow, ready for adventure and wonderful discoveries, ignoring the heeds of his mother and seventy-four brothers and sisters not to wander away from home.
Off George went, searching for something to add variety to his carrot heavy diet. Not only did he find nothing new, but when he returned he saw the door to the burrow was locked. 'Oh no!' he said to himself. 'The door to the burrow is locked.'
Poor Grumpy George had no choice but to wander the land for the next forty years until, haggard and emaciated, he came upon four stone gates. He knew at once there was something magical about them. They would show him the way home.
He went through the first and came upon a briar, pricking his not-so-fluffy tail as he turned back. He went through the second gate, all covered in ivy, but still nothing happened. Through the third gate he hopped, past a jagged tree stump and not much else at all. Finally, he made his way through the last gate, and there he found the skeleton of a strange, gigantic creature.
But wait! There was more! Upon a rock was a large, oddly decorated egg. He snatched it in his once cute paws and hopped his way back to the burrow. The door was still locked, but George knew what to do. He must put the egg in the large basket nearby. 'I know,' he thought. 'I'll put the egg in the large basket nearby.' And when he did..."
The rest of the story seems to be missing.";""Era uma vez um coelho chamado Jorge Rabugento. Ah, como ele adorava pular, brincar e explorar! Um dia, ele saiu de sua toca, pronto para aventuras e descobertas maravilhosas, ignorando os avisos de sua mãe e de seus setenta e quatro irmãos e irmãs para não se afastar de casa.
E lá se foi Jorge, em busca de algo para variar sua dieta rica em cenouras. Não só não encontrou nada de novo, como, ao retornar, viu que a porta da toca estava trancada. "Oh, não!", pensou ele. "A porta da toca está trancada."
O pobre Jorge Rabugento não teve escolha a não ser vagar pela terra pelos próximos quarenta anos até que, abatido e magro, encontrou quatro portões de pedra. Ele soube imediatamente que havia algo de mágico neles. Eles lhe mostrariam o caminho de casa.
Ele passou pelo primeiro e encontrou um espinheiro, que espetou seu rabo não tão fofo enquanto ele se virava. Ele passou pelo segundo portão, todo coberto de hera, mas nada aconteceu. Pulou pelo terceiro portão, passando por um toco de árvore irregular e quase nada mais. Finalmente, atravessou o último portão e lá encontrou o esqueleto de uma criatura estranha e gigantesca. Mas espere! Havia mais! Sobre uma pedra, havia um ovo grande e estranhamente decorado. Ele o pegou com suas patas, antes tão fofas, e voltou pulando para a toca. A porta ainda estava trancada, mas George sabia o que fazer. Ele precisava colocar o ovo na cesta grande ali perto. "Já sei", pensou. "Vou colocar o ovo na cesta grande ali perto." E quando o fez... O resto da história parece estar faltando.

|||

95696669## Não se assuste com meus preços. Valeu a pena!"
"d898694";"Now I will grant you the greatest gift of all. Death!";"Agora eu lhe concederei o maior presente de todos. A morte!"
"e85c145";"Thank you, witless mortal. You have granted me my freedom.";"Obrigado, mortal sem cérebro. Você me concedeu a minha liberdade."
"f872326";"Yes! Nourish me! Bring flesh to my bones! Bring life to my corpse!";"Sim! Alimente-me! Dê vida aos meus ossos! Dê vida ao meu cadáver!"
"1440656e";"Fates that must be fulfilled.";"Destinos que devem ser cumpridos."
"180f3d61";"I sense the presence of the living... Hear my plea, mortal one!";"Sinto a presença dos vivos... Ouça meu apelo, mortal!"
"190cdb2d";"I was once a brave knight, cursed by a vile necromancer to spend eternity in this terrible dimension.";"Eu já fui um bravo cavaleiro, amaldiçoado por um necromante vil a passar a eternidade nesta dimensão terrível."
"1a0d47a3";"Only the wisps who hide nearby can release me from this torment.";"Só os espíritos que se escondem por perto podem me libertar deste tormento."
"1b0ffd56";"Bring them to me, that I may find peace at last.";"Tragam-nos até mim, para que eu finalmente encontre a paz."
"1c3f6960";"These are her men. Loyal soldiers who would die for her.";"Estes são os homens dela. Soldados leais que morreriam por ela."
"1dc386ed";"Beware the poison river. You are far too corporeal to cross it safely.";"Cuidado com o rio venenoso. Você é corpóreo demais para atravessá-lo em segurança."
"25c248e7";"Thank you. That was... it was just horrible.";"Obrigado. Isso foi... foi simplesmente horrível."
"26bfe380";"This place is cursed. Just look at it! These... things - they've sucked all the colour out of the world.";"Este lugar é amaldiçoado. Basta olhar para ele! Essas... coisas... sugaram toda a cor do mundo."
"27b5db97";"You did it! Look at all this colour! You've saved us all!";"Você conseguiu! Olha só quanta cor! Você nos salvou!"
"27bec944";"You have to save the others! They have no idea what's going on. Here, you'll need this.";"Você tem que salvar os outros! Eles não fazem ideia do que está acontecendo. Aqui, você vai precisar disso."
"29f52a08";"These are his men. Loyal soldiers who would die for him.";"Estes são os homens dele. Soldados leais que morreriam por ele."
"2dc58bda";"An old tomb seal, painted over by children.";"Um antigo selo de tumba, pintado por crianças."
"32271f65";"This statue will only respond if you are wearing the correct costume.";"Esta estátua só responderá se você estiver usando a fantasia correta."
"32f6428d";"It is many years from now. A queen feels age weighing her down. And the responsibility of an entire kingdom.";"Muitos anos se passaram. Uma rainha sente o peso da idade sobre seus ombros. E a responsabilidade de todo um reino."
"32f6af19";"It is many years from now. A king feels age weighing him down. And the responsibility of an entire kingdom.";"Muitos anos se passaram. Um rei sente o peso da idade sobre seus ombros. E a responsabilidade de todo um reino."
"33706ec1";"The last costume you need lies within that chest. You will have to become the most brutish of all creatures. Can you do this?";"A última fantasia que você precisa está dentro daquele baú. Você terá que se tornar a criatura mais brutal de todas. Você consegue?"
"372f539f";"Take care, Little Sparrow. And remember, I am always here, always watching.";"Cuide-se, Jovem Sparrow. E lembre-se, estou sempre aqui, sempre vigiando."
"382a8be0";"For now you must live your life, and prepare for what is to come.";"Por enquanto, você deve viver sua vida e se preparar para o que está por vir."
"392ac9d5";"These things you will understand in time.";"Você entenderá essas coisas com o tempo."
"3cbc5802";"You will need to find the beast's costume before you can open the gate. Its pieces lie further along the path. But beware the true monsters.";"Você precisará encontrar a fantasia da fera antes de abrir o portão. As peças estão mais adiante no caminho. Mas cuidado com os verdadeiros monstros."
"3d2a07a1";"Red shadows can only be harmed by destructive spells, such as Shock. You will need to learn one before you can defeat them.";"Sombras vermelhas só podem ser feridas por feitiços destrutivos, como Choque. Você precisará aprender uma dessas coisas antes de poder derrotá-los."
"3f88b23c";"These are his people. Subjects who fear his wrath . Who bow to his will and obey his every word.";"Este é o seu povo. Súditos que temem a sua ira. Que se curvam à sua vontade e obedecem a cada palavra sua."
"3f8e41fe";"These are her people. Subjects who fear her wrath . Who bow to her will and obey her every word.";"Este é o seu povo. Súditos que temem a sua ira. Que se curvam à sua vontade e obedecem a cada palavra sua."
"423140cb";"The Vision";"A Visão"
"459f13c1";"Madam Ursula's Little Tyke School";"Escola Infantil da Madame Ursula"
"4d2f1e4a";"It is time I showed you what lies ahead.";"Chegou a hora de eu te mostrar o que te espera."
"50e5b1f9";"This is all very wrong!";"Isso tudo está muito errado!"
"51df7400";"Leave me alone!";"Me deixe em paz!"
"53b08db4";"Some gates can only be opened by activating magical statues.";"Alguns portões só podem ser abertos ativando estátuas mágicas."
