Hash;Original;Tradução
"736dc56";"So you'll come to the island save us from the cold weather?";"Então você virá à ilha para nos salvar do frio?"
"1524de18";"And here comes my trusted assistant. He carried out my instructions rather well, and deserves a big hand.";"E aqui está meu fiel assistente. Ele cumpriu minhas instruções muito bem e merece muitos aplausos."
"1527d5e2";"And here comes my trusted assistant. She carried out my instructions rather well, and deserves a big hand.";"E aqui está meu fiel assistente. Ela executou minhas instruções muito bem e merece muitos aplausos."
"18765015";"Will you come then?";"Você virá então?"
"1895b539";"Talk to the rather odd man on the Bowerstone docks.";"Fale com o homem um tanto estranho nos cais de Bowerstone."
"202f3370";"We took this from an assassin who we think was sent to eliminate the Chieftain. Unfortunately, he tripped over a pebble and impaled himself on a silver toothpick before he could do the job.";"Pegamos isso de um assassino que acreditamos ter sido enviado para eliminar o Chefe. Infelizmente, ele tropeçou em uma pedrinha e se empalou em um palito de prata antes de conseguir concluir a missão."
"20515418";"Knothole Island is suffering from a terrible drought.";"A Ilha Knothole está sofrendo com uma terrível seca."
"27500468";"I believe that's the outfit worn by members of the Black Wheel Gang. They were a roaming group of necromantic warriors who sang a cappella lullabies during battle.";"Acredito que essa seja a roupa usada pelos membros da Gangue da Roda Negra. Eles eram um grupo nômade de guerreiros necromânticos que cantavam canções de ninar a cappella durante as batalhas."
"2d4aca28";"One of the warriors from the barbarian army who invaded the island a couple of years ago left that weapon as an apology for trampling a flower bed.";"Um dos guerreiros do exército bárbaro que invadiu a ilha há alguns anos deixou essa arma como um pedido de desculpas por ter pisoteado um canteiro de flores."
"2f39e7c3";"I was hoping you would turn up again. I was starting to think I might have to go out looking for you.";"Eu esperava que você aparecesse de novo. Comecei a achar que teria que sair para te procurar."
"310c1555";"The people of Knothole Island are freezing to death.";"Os habitantes da Ilha Knothole estão morrendo congelados."
"323c85d0";"The island is in trouble again, but I'm sure you will save us. Ready for another trip?";"A ilha está em apuros novamente, mas tenho certeza de que você nos salvará. Pronto para mais uma viagem?"
"350174c4";"Return to the Chieftain.";"Retorne ao Chefe."
"350174c5";"Dig up the Storm Key";"Desenterre a Chave da Tempestade"
"350174c7";"Enter the shrine and activate the totem.";"Entre no santuário e ative o totem."
"3503f261";"Talk to the Chieftain.";"Fale com o Chefe."
"360ad946";"So you will retrieve the Storm Totem from the Summer Shrine?";"Então você vai recuperar o Totem da Tempestade do Santuário do Verão?"
"3e00cf86";"Put an end to the Knothole rains?";"Acabar com as chuvas de Knothole?"
"488f0170";"What? I'm not finished with you!";"O quê? Eu ainda não terminei com você!"
"4d026bcd";"We've been eating nothing but dry dirt for a week. There is not a speck of truth in those rumours about me having a stockpile of fruit and sweetmeats for my personal use.";"Faz uma semana que só comemos terra seca. Não há um pingo de verdade naqueles boatos de que eu tenho um estoque de frutas e doces para meu consumo pessoal."
"4e04192d";"Bring us some rain, will you? It's the least you can do.";"Traga-nos um pouco de chuva, por favor? É o mínimo que você pode fazer."
"4e84d1a5";"So, the bringer of drizzle, flooding and chaos returns.";"Então, o portador da garoa, das inundações e do caos retorna."
"4f83f5d7";"Your meddling must have angered the gods, because they haven't stopped spitting at us since you left.";"Sua intromissão deve ter irritado os deuses, porque eles não param de nos xingar desde que você foi embora."
"5002421e";"People think it's easy being Chieftain. But I have to make all the big decisions. Do they ever think about that?";"As pessoas acham que ser chefe é fácil. Mas eu tenho que tomar todas as grandes decisões. Será que elas pensam nisso?"
"50819796";"I hold you personally responsible, and there is only one way we can resolve this unfortunate situation.";"Eu o responsabilizo pessoalmente, e só há uma maneira de resolvermos essa situação infeliz."
"5180fa47";"You must find the final totem and restore the power over the weather to me. I mean, to us.";"Você precisa encontrar o totem final e restaurar o poder sobre o clima para mim. Quer dizer, para nós."
"5280fc3a";"Enter the Storm Shrine and bring me - us - the Ice Totem. And you will be compensated and so on and so forth.";"Entre no Santuário da Tempestade e traga-me - a nós - o Totem de Gelo. E você será recompensado e assim por diante."
"54231da6";"Go with Gordon and help out the people of Knothole Island?";"Acompanhar Gordon e ajudar o povo da Ilha Knothole?"
"5603a240";"Join Jessica or the Chieftain.";"Junte-se a Jessica ou ao Chefe."
"56c29b38";"Now, to avoid any future problems, only I and my assistant will have access to the Weather Chamber.";"Agora, para evitar problemas futuros, somente eu e meu assistente teremos acesso à Câmara Meteorológica."
"58b4f861";"Are you really going to help this tyrant exploit us like that? Join the people, share the power with us. We will flourish and you'll be in our hearts forever.";"Você realmente vai ajudar esse tirano a nos explorar assim? Junte-se ao povo, compartilhe o poder conosco. Nós prosperaremos e você estará para sempre em nossos corações."
"58c09518";"Gather round! Gather round! Thanks to me, your beloved leader, the Weather Chamber shall soon open again.";"Reúnam-se! Reúnam-se! Graças a mim, seu amado líder, a Câmara do Tempo logo se abrirá novamente."
"5ab4fff4";"Have you forgotten who I am? All that I've done for you? This Hero stands firmly by my side, and that is all there is to it.";"Você se esqueceu de quem eu sou? De tudo que fiz por você? Este Herói permanece firme ao meu lado, e isso é tudo."
"5ac15e1b";"Drop dead!";"Morra!"
"5bb50167";"Don't do anything stupid now. Work with me and there's 10,000 gold pieces in it for you.";"Não faça nada estúpido agora. Trabalhe comigo e haverá 10.000 peças de ouro para você."
"5bc2a2d9";"Yeah... Boo!";"É... Bu!"
"5c5728b6";"I put that outfit together after a marauding army of barbarians invaded the island some years back. Nice folk actually. They mostly just wanted to have a quiet chat over a cup of tea.";"Montei essa roupa depois que um exército de bárbaros saqueadores invadiu a ilha alguns anos atrás. Gente legal, na verdade. Eles só queriam bater um papo tranquilo tomando uma xícara de chá."
"5cb415d0";"Yeah, that's what we want!";"É isso que a gente quer!"
"5cc09053";"What? A fee? This was all your fault to begin with!";"O quê? Uma taxa? A culpa foi toda sua desde o início!"
"5db5044d";"Weather to the people!";"Tempo para o povo!"
"5dc2c157";"All I will require is a small monthly fee from each of you, as I undertake this strenuous guardianship.";"Tudo o que preciso é de uma pequena taxa mensal de cada um de vocês, enquanto assumo essa árdua responsabilidade de tutela."
"60c10e1c";"The only reasonable demand is for you to hand control of the weather to us. To the people. And I'm sure this brave adventurer agrees.";"A única exigência razoável é que vocês nos entreguem o controle do clima. Ao povo. E tenho certeza de que este bravo aventureiro concorda."
"61c10f8f";"Now, now, there's no need for a violent upheaval. I am your Chieftain and this is a very reasonable demand.";"Calma, calma, não há necessidade de uma revolta violenta. Eu sou o seu Chefe e esta é uma exigência muito razoável."
"62944d0f";"Your faithful dog may be gone, but you can still dig up items using your spade.";"Seu fiel cão pode ter ido embora, mas você ainda pode desenterrar itens usando sua pá."
"6775ab52";"Down by the Docks";"Perto das Docas"
"6abe798f";"Let's go! And let me know if you spot any new leaks...";"Vamos lá! E me avise se você encontrar algum vazamento novo..."
"6c10cf27";"Are you just going to stand there while we all drown?";"Vai ficar aí parado enquanto todos nós nos afogamos?"
"6c875405";"Oh, you're back, are you? I'm not a man to be kept waiting.";"Ah, você voltou, é? Não sou homem de ficar esperando."
"6d11ba14";"We came to this island many centuries ago to find peace and perfect weather. And I will make it a paradise once again.";"Viemos para esta ilha há muitos séculos em busca de paz e clima perfeito. E eu farei dele um paraíso mais uma vez."
"6e121b48";"It's always the same. Whenever any little thing goes wrong, it's always my fault. Rain, sunshine, appropriation of town funds...";"É sempre a mesma coisa. Sempre que algo dá errado, a culpa é sempre minha. Chuva, sol, desvio de verbas municipais..."
"70cf28b4";"Use the Ice Totem?";"Usar o Totem de Gelo?"
"787ed4c7";"Just where do you think you're going?";"Aonde você pensa que vai?"
"7c205392";"Knothole Island's Big Freeze";"Grande Congelamento da Ilha Knothole"
"7c99d124";"You have no idea how cold it is on the island. I can't take another day of winter!";"Você não faz ideia de como é frio na ilha. Não aguento mais um dia de inverno!"
