Hash;Original;Tradução
"012d069";"Number of Crimes Reported";"Número de Crimes Reportados"
"07a9ecd";"Civilian Displacement camps appear from time to time across Albion. Prove your heroism by freeing the captives there, or make some gold by leading more villagers into forced labour.";"Campos de deslocados civis aparecem de tempos em tempos por toda Albion. Prove seu heroísmo libertando os cativos ou ganhe ouro levando mais aldeões para trabalhos forçados."
"17c76ab";"STDs";"DSTs"
"19ead31";"Total Vomits";"Total de vômitos"
"1eb6052";"Hobbes Killed";"Hobbes Morto"
"2ad1804";"Total Money Spent";"Total Gasto"
"6958ad8";"Happy";"Feliz"
"69bab95";"Attacks Blocked";"Ataques Bloqueados"
"6f4534a";"Crucible High Score";"Pontuação Máxima no Crisol"
"6f60f87";"Woodchopping Gold";"Cortando Lenha Ouro"
"7e4be30";"Purity/Corruption";"Pureza/Corrupção"
"a298c04";"Best Crucible Time (seconds)";"Melhor Tempo no Crisol (segundos)"
"b0c8f98";"Furthest Chicken Kick (yards)";"Chute de galinha mais distante (jardas)"
"ba06ac9";"Banshees Killed";"Banshees Mortas"
"dc568c9";"Number of Villager Rewards";"Número de Recompensas de Aldeões"
"dd27289";"Hi Fi";"Hi Fi"
"f4518f3";"Spire Guards Killed";"Guardas da Torre Mortos"
"11db48fc";"Wave";"Onda"
"11f2a7d8";"Damage Dealt";"Dano Causado"
"11fff9cb";"Holding the A button while in the water lets you swim faster. You can also find dive spots where things lay hidden below the surface.";"Segurar o botão A enquanto estiver na água permite nadar mais rápido. Você também pode encontrar pontos de mergulho onde coisas estão escondidas sob a superfície."
"12aadea0";"Money";"Dinheiro"
"1391a19b";"Times Married";"Vezes Casados"
"1627d755";"Though you'll find much variety within each weapon category, as a rule pistols are weak but quick to reload, rifles are powerful but slow, and crossbows sit somewhere in the middle.";"Embora você encontre muita variedade em cada categoria de arma, em geral, pistolas são fracas, mas recarregam rapidamente; rifles são poderosos, mas lentos; e bestas ficam em algum lugar no meio."
"192b5a8c";"Adventure";"Aventura"
"19a15774";"Times Divorced";"Vezes Divorciado"
"1d79a113";"Kills";"Mortes"
"20c240c8";"Attractive";"Atraente"
"2439ee18";"When time is short and a quest or sale is about to end, taking a carriage will get you there five times faster than walking.";"Quando o tempo é curto e uma missão ou venda está prestes a terminar, pegar uma carruagem o levará cinco vezes mais rápido do que a pé."
"24a8c9f7";"Completed Quests";"Missões Concluídas"
"25ae2bc4";"Time Spent Drunk (seconds)";"Tempo gasto bêbado (segundos)"
"26b86ee0";"Top Keystone Win";"Vitória na Pedra Angular Superior"
"278786d8";"Appearance Shop";"Loja de Aparência"
"288896c0";"Gargoyles Found";"Gárgulas Encontradas"
"28afda12";"Times Had Extramarital Sex";"Vezes que teve relações extraconjugais"
"2a544732";"Exp Earned";"Experiência Ganha"
"2acf7490";"Total Money Earned";"Total Ganho"
"2c637dd0";"Combat";"Combate"
"2c7fde4d";"Total Spell Damage";"Dano Mágico Total"
"2d384915";"Crime";"Crime"
"2db47624";"Assassinations Completed";"Assassinatos Concluídos"
"31537c28";"Relationships";"Relacionamentos"
"31706534";"Current Quest";"Missão Atual"
"355f4961";"Scars";"Cicatrizes"
"35c26f35";"Balverines Killed";"Balverines Mortos"
"36b443b9";"Times Paid for Sex";"Vezes Pago por Sexo"
"36e34a5a";"Travel to the southern parts of Albion has become ever more difficult in the last few centuries, as roads fell into disrepair or were blocked off. Pirates make sea travel too dangerous for most, but other routes exist, if one can find them.";"Viajar para as partes sul de Albion tornou-se cada vez mais difícil nos últimos séculos, à medida que as estradas se deterioraram ou foram bloqueadas. Os piratas tornam as viagens marítimas perigosas demais para a maioria, mas existem outras rotas, se alguém souber encontrá-las."
"3a6c9f7d";"Number of Children";"Número de Filhos"
"3c540f75";"Check out www.fable2.com for Leaderboards, more games, and the story of a heroic ancestor who left unique items in world for you to find!";"Confira www.fable2.com para ver placares, mais jogos e a história de um ancestral heróico que deixou itens únicos no mundo para você encontrar!"
"3d732f98";"Enemies Disarmed";"Inimigos Desarmados"
"3df5b099";"Attractive";"Atraente"
"3df5b09d";"Stunning";"Deslumbrante"
"3df5b09e";"Repulsive";"Repulsivo"
"3df5b09f";"Ugly";"Feio"
"3df76ec7";"Average";"Mediano"
"3e138b75";"The stronger you are, the more powerful the Slap expression becomes. In some rare cases, you can even kill a villager with a single slap!";"Quanto mais forte você for, mais poderosa se torna a expressão "Tapa". Em alguns casos raros, você pode até matar um aldeão com um único tapa!"
"3e7b9eb0";"Spire Soldiers Killed";"Soldados da Torre Mortos"
"3e9c1d35";"Top Spinnerbox Win";"Vitória na Caixa Giratória Superior"
"3eb41a48";"Sad";"Triste"
"41725e58";"There are a few people in Albion today who still remember reading about a blind seeress by the name of Theresa who lived five-hundred years ago and was said to belong to an ancient heroic bloodline.";"Ainda existem algumas pessoas em Albion que se lembram de ler sobre uma vidente cega chamada Theresa, que viveu há quinhentos anos e dizia-se pertencer a uma antiga linhagem heroica."
"4213e40b";"Will Exp Earned";"Experiência ganha"
"42bf765f";"Makeup";"Maquiagem"
"43abfe28";"Eating fruit and vegetables is not only healthy, it counts as a pure act since no animals were harmed in the production of your dinner.";"Comer frutas e vegetais não é apenas saudável, é um ato puro, já que nenhum animal foi prejudicado na produção do seu jantar."
"43de317d";"Hollow Men Killed";"Homens Ocos Mortos"
"450afa8d";"The Temple of Light was founded by Albert the Luminous, who was on a desperate pilgrimage when he discovered the Golden Oak in the Wellspring Cave in Oakfield.";"O Templo da Luz foi fundado por Alberto, o Luminoso, que estava em uma peregrinação desesperada quando descobriu o Carvalho Dourado na Caverna da Fonte em Oakfield."
"46fd6c19";"If you charge your spell meter up to the first level, you'll cast the spell you assigned to level 1. If you charge to the second level, you'll cast the spell you assigned to level 2.";"Se você carregar sua barra de magia até o primeiro nível, você conjurará a magia que atribuiu ao nível 1. Se você carregar até o segundo nível, você conjurará a magia que atribuiu ao nível 2."
"4705f7fe";"The more expensive Hero Titles can become freely available if you meet their criteria. Talk to the Town Crier to check out their descriptions and see what that criteria is.";"Os Títulos de Herói mais caros podem ficar disponíveis gratuitamente se você atender aos critérios. Converse com o Arauto da Cidade para conferir as descrições e ver quais são esses critérios."
"4a9fc942";"Crime Fines Paid";"Multas por Crimes Pagas"
"4d19fa6d";"Top Fortune's Tower Win";"Vitória na Torre da Fortuna"
"4ddb8a94";"Most Hate Earned";"Mais Ódio Conquistado"
"4ed11397";"Highest Evil Reached";"Maldade Máxima Atingida"
"4f49db61";"Play Dead";"Finja de morto"
"51a3bbab";"Heeling";"Calcanhar"
"52cb12b1";"Muscle";"Músculo"
"5325d0f0";"Westcliff Shooting Range";"Campo de Tiro Westcliff"
"568c4e00";"The Cult of Shadows was established shortly after the dissolution of the Temple of Skorm. It fell into ruin when its members were slaughtered during a ritual gone wrong and was only recently re-established by Cornelius Grim.";"O Culto das Sombras foi estabelecido logo após a dissolução do Templo de Skorm. Caiu em ruínas quando seus membros foram massacrados durante um ritual que deu errado e só foi restabelecida recentemente por Cornelius Grim."
"578d5669";"Times Had Marital Sex";"Vezes que fizeram sexo no casamento"
"59947a23";"<y_img>";"<y_img>"
"5fac3864";"Reversals";"Inversões"
"60000ed7";"Times Thrown Out of Region";"Vezes Expulso da Região"
"641da7da";"Backflip";"Cambalhota para trás"
"6442fb80";"Resurrection Phials";"Frascos da Ressurreição"
"66606ca9";"Merchant";"Comerciante"
"66c6d8eb";"Real Estate Gold";"Ouro Imobiliário"
"6739a378";"Attractiveness";"Atratividade"
"6a37dac9";"Smashing crates and barrels can be good fun, but you don't seriously think anyone would hide anything of value inside them, do you?";"Quebrar caixas e barris pode ser divertido, mas você realmente acha que alguém esconderia algo de valor dentro deles?"
"6bc11f4d";"Total Renown";"Renome Total"
"6c38e045";"Earned Boasting";"Ostentação Conquistada"
"6d9ad3c3";"If the A button doesn't appear at a ledge, there is no safe place to land on the other side.";"Se o botão A não aparecer em uma borda, não há lugar seguro para pousar do outro lado."
"6dfe37da";"Scared";"Assustado"
"6e3763bc";"Hide Snout";"Esconder o focinho"
"7064eff7";"The sinister region now called Wraithmarsh was once the site of an idyllic village.";"A sinistra região agora chamada Pântano Espectral já foi o local de uma vila idílica."
"708bf844";"Achievements";"Conquistas"
"71e2383f";"Renown";"Renome"
"723c5108";"Fortune's Tower Gold";"Ouro da Torre da Fortuna"
"744f05a9";"Leading";"Liderando"
"7488454d";"Shards Killed";"Fragmentos Mortos"
"758b30b1";"People Sacrificed";"Pessoas Sacrificadas"
"76028100";"Bunny Hop";"Bunny Hop"
"76a1aad4";"Blacksmithing Gold";"Forjando Ouro"
"7837b031";"Expressions Performed";"Expressões Executadas"
"78516f51";"Alignment";"Alinhamento"
"7a8aaa76";"Slaves Rescued";"Escravos Resgatados"
"7b7476df";"Sleeping in a home you own can give you a wide variety of bonuses.";"Dormir em uma casa própria pode lhe dar uma grande variedade de vantagens."
"7dd07d16";"Help";"Socorro"
"7eb4e599";"Current Quest Exit";"Saída da Missão Atual"
"7ebcde4d";"Distance Walked (miles)";"Distância Percorrida (milhas)"
"818ae8d5";"Description";"Descrição"
"82c608aa";"Beg";"Implore"
"8381d37d";"Bounties Collected";"Recompensas Coletadas"
"83b3e6ce";"Targeted Urination";"Urinação direcionada"
"83f9f0b3";"Conclusion:";"Conclusão:"
"889f7398";"Most Humour Earned";"Maior Humor Conquistado"
"8a034bb0";"Angry";"Irritado"
"8a2e523f";"Total Killed";"Total de Mortos"
"8a5bfd3d";"Most Trophy Renown";"Maior Renome em Troféus"
"8a81cde0";"Personality";"Personalidade"
"8ad78c52";"Guards Killed";"Guardas Mortos"
"8d178022";"Spinnerbox Gold";"Spinnerbox Gold"
"8f85224a";"Times Widowed";"Viúvo(a)"
"8fdd9456";"Your children will love you even more if you buy them a toy from time to time.";"Seus filhos vão te amar ainda mais se você comprar um brinquedo para eles de vez em quando."
"916912f0";"Time Played (seconds)";"Tempo jogado (segundos)"
"9276d6f2";"Treasure Hunting";"Caça ao Tesouro"
"934f8bc7";"The port town of Bloodstone has its origins in the camp founded by the Hero turned Bandit King, Twinblade.";"A cidade portuária de Bloodstone tem suas origens no acampamento fundado pelo Herói que se tornou Rei dos Bandidos, Twinblade."
"937ed020";"Hold the A button while you're running to sprint.";"Segure o botão A enquanto corre para correr mais rápido."
"9428b1ac";"Community Service Jobs";"Trabalhos de Serviço Comunitário"
"95060108";"Miscellaneous Shop";"Loja de Diversos"
"96b05275";"Villagers Killed";"Aldeões Mortos"
"98705959";"Displacements Gold";"Deslocamentos Ouro"
"99cc202d";"Travelling Merchant";"Mercador Viajante"
"9b19c020";"Trolls can only be harmed by destroying their nerve tendrils when these are exposed. If these are hidden, take evasive action until the next opportunity to fire presents itself.";"Os trolls só podem ser feridos destruindo seus tentáculos nervosos quando estes estiverem expostos. Se estiverem escondidos, tome medidas evasivas até que surja a próxima oportunidade de atirar."
"9ba590b7";"Lute Playing Gold";"Ouro Tocando Alaúde"
"9dc3d02a";"Gypsy stone cutters are the only people left in Albion who understand the ancient ways of working with the magics contained within augments.";"Os pedreiros ciganos são as únicas pessoas que restaram em Albion que entendem as antigas formas de trabalhar com a magia contida nos aprimoramentos."
"9f1a83b0";"Other";"Outro"
"a0c1aae8";"Becoming more skilled will stimulate your growth glands. The more you increase your Skill, the taller you'll get.";"Aprimorar suas habilidades estimulará suas glândulas de crescimento. Quanto mais você aumentar sua Habilidade, mais alto você ficará."
"a14f5b38";"If you're in the mood for some troll hunting, look out for the high level Bounty Hunter jobs from town guards.";"Se você estiver com vontade de caçar trolls, fique de olho nos trabalhos de Caçador de Recompensas de alto nível oferecidos pelos guardas da cidade."
"a1cf9566";"Stats";"Estatísticas"
"a278a35e";"Crime Fines Levied";"Multas por Crime Aplicadas"
"a58b2c57";"Civilians Displaced";"Civis Deslocados"
"a66e93fd";"Audio";"Áudio"
"a6e7ee63";"Alert";"Alerta"
"a9e0274c";"Most Fear Earned";"Maior Medo Conquistado"
"aa9c7e4c";"Temple Donations";"Doações para o Templo"
"ac2a84ed";"Trolls Killed";"Trolls Mortos"
"b35d0974";"If you keep your spouse happy enough, you may receive a gift in appreciation.";"Se você mantiver seu cônjuge feliz o suficiente, poderá receber um presente em agradecimento."
"b4fd7c2f";"Skill Exp Earned";"Experiência de Habilidade Ganha"
"b5e405d7";"The Time Control spell has two very unique uses: cast it without targeting to slow down everyone around you. Cast it at a target to rush through enemies, doing direct damage to them.";"A magia Controle do Tempo tem dois usos muito únicos:: conjure-a sem selecionar um alvo para desacelerar todos ao seu redor. Lance-o em um alvo para atravessar os inimigos, causando dano direto a eles."
"b60875a7";"Clothing";"Roupa"
"b6a8a713";"There are a lot of buried treasures around Albion. If you want to find them all, you'll need to train your dog to be a better tracker. You can find dog training books in the Bowerstone Market Bookstore.";"Há muitos tesouros enterrados em Albion. Se você quiser encontrá-los todos, precisará treinar seu cão para ser um rastreador melhor. Você pode encontrar livros de adestramento canino na Livraria do Mercado Bowerstone."
"b6e03ff4";"If trying to rearrange your spells in the middle of combat is too stressful, you can always pause the game and change them in the Abilities screen.";"Se tentar reorganizar suas magias no meio do combate for muito estressante, você sempre pode pausar o jogo e alterá-las na tela de Habilidades."
"b74a9578";"Number of Chickens Kicked";"Número de Galinhas Chutadas"
"b8a60df0";"Keystone Gold";"Keystone Gold"
"b9dac6f9";"Reward Items";"Itens de Recompensa"
"bac76320";"Flourishes";"Floresce"
"bb407ca6";"Hero";"Herói"
"bc140e7a";"The quality of a weapon determines how much base damage it does. The order of improvement goes from Rusty to Iron to Steel to Master.";"A qualidade de uma arma determina o dano base que ela causa. A ordem de melhoria vai de Enferrujada para Ferro, para Aço e para Mestre."
"bc53ff62";"Combat Multiplier";"Multiplicador de Combate"
"bd11c669";"Tricks";"Travessuras"
"bfb33bcc";"Region Exit";"Saída da Região"
"bfba1a48";"Highest Good Reached";"Maior Bondade Alcançada"
"bfec991b";"Growl";"Rosnar"
"c0ced3ba";"A Hero can survive falls that would shatter the bones of most people.";"Um Herói pode sobreviver a quedas que quebrariam os ossos da maioria das pessoas."
"c112ff84";"Expressions";"Expressões"
"c1411366";"Decapitations";"Decapitações"
"c49e1ce7";"Hair";"Cabelo"
"c4e80875";"Bandits Killed";"Bandidos Mortos"
"c7abb759";"Beard";"Barba"
"c7e70b20";"Talk to a town crier to buy a new Hero title. Each crier has at least one unique title you can't get anywhere else.";"Fale com um arauto para comprar um novo título de Herói. Cada arauto possui pelo menos um título exclusivo que você não encontra em nenhum outro lugar."
"c9e41b2c";"Chase Tail";"Persiga o Rabo"
"ca64ca1c";"Co-op Strikes";"Greves Cooperativas"
"ccf4c960";"People in Love with You";"Pessoas Apaixonadas por Você"
"ce88b3f9";"Quest Giver";"Doador de Missões"
"d0e6a3ea";"Highwaymen Killed";"Bandidos Mortos"
"d1e60311";"Dog";"Cachorro"
"d2e972af";"Bounty Hunt Gold";"Caça à Recompensa Ouro"
"d4adc6e0";"Tattoos";"Tatuagens"
"d5dc708a";"Most Love Earned";"Mais Amor Conquistado"
"d8579990";"Games";"Jogos"
"d94937cd";"If you switch to a targeted spell while the spell meter is charging, you'll cast whatever spell the charge is on. The spell meter will stop charging to indicate which spell is selected.";"Se você trocar para uma magia direcionada enquanto o medidor de magia estiver carregando, você conjurará a magia que estiver carregando. O medidor de magia parará de carregar para indicar qual magia está selecionada."
"dce07e02";"Both";"Ambos"
"df4bda38";"Beetles Killed";"Besouros Mortos"
"dfcfeec8";"Co-op Bonuses";"Bônus Cooperativos"
"dff12092";"Damage Taken";"Dano Sofrido"
