Hash;Original;Tradução
"139a7d1";"I used to come here when I was a boy. And now you make me feel all man.";"Eu costumava vir aqui quando era menino. E agora você me faz sentir um homem de verdade."
"139a7d2";"This place'll always remind me of yer sweet self.";"Este lugar sempre me lembrará de você, tão doce."
"139a7d3";"The best moments in my life have always taken place here. And this is another.";"Os melhores momentos da minha vida sempre aconteceram aqui. E este é mais um."
"139a7d4";"There is something special and mysterious about this locality. And there's something special about you.";"Há algo especial e misterioso neste lugar. E há algo especial em você."
"139a7d6";"So romantic. And here of all places.";"Tão romântico. E aqui, de todos os lugares."
"139a7d7";"It's always been my favourite place. And now it will";"Sempre foi meu lugar favorito. E agora será"
"139ef9d";"Oh, you couldn't have picked a better place to do it, you tease.";"Ah, você não poderia ter escolhido um lugar melhor para fazer isso, seu provocador."
"3034762";"Ah! You know how I feel about these scares of yours!";"Ah! Você sabe o que eu acho desses seus sustos!"
"3034763";"Ah! You gave me a fright dear!";"Ah! Você me deu um susto, querida!"
"3034764";"You'll give me a heart attack one of these days dear!";"Você vai me matar do coração um dia desses, querida!"
"3034765";"Go scare some strangers won't you?";"Vai assustar uns estranhos, hein?"
"3034766";"What's the big idea?!";"Qual é a sua?!"
"3034767";"Oh! Do you want to end up a lonely widow?";"Ah! Quer acabar viúva e sozinha?"
"3057860";"Ah! Now now, dear. No need to get like that.";"Ah! Calma, querida. Não precisa ficar assim."
"639aff1";"I never want to leave this place.";"Eu nunca quero sair daqui."
"639aff2";"Wish I could stay here with you for good.";"Queria poder ficar aqui com você para sempre."
"639aff3";"You are making my heart melt in this most exquisite of settings.";"Você está derretendo meu coração neste cenário tão requintado."
"639aff5";"If I were to faint from all these romantic feelings, I would choose to faint here.";"Se eu fosse desmaiar por causa de todos esses sentimentos românticos, escolheria desmaiar aqui."
"639aff6";"I'll always remember this place as one of the most romantic in Albion.";"Sempre me lembrarei deste lugar como um dos mais românticos de Albion."
"639aff7";"Oh you're such a tease, and in one of my favourite places too.";"Ah, você é tão provocante, e em um dos meus lugares favoritos também."
"63a5dc8";"This is where romance comes to live.";"É aqui que o romance ganha vida."
"10b2c189";"<laughs> You give me the belly quakes, dear!";"​​<laughs> Você me dá arrepios, querido!"
"10b2c18a";"Ha ha ha! I married me a heck of a comedian!";"Hahaha! Casei com um baita comediante!"
"10b2c18b";"Ha ha, pure hilarity, darling.";"Haha, pura hilaridade, querida."
"10b2c18d";"Ho ho, it's like having my very own jester!";"Ho ho, é como ter meu próprio bobo da corte!"
"10b2c18e";"<laughs> You're hilarious, luv!";"<laughs> Você é hilário, amor!"
"10b2c18f";"<laughs> Nice once, my lover.";"<laughs> Muito bom, meu amor."
"10b3e808";"Ha ha, you're a riot!";"Haha, você é hilário!"
"1bb2d339";"Hee he, ye'll always be my clown.";"Hehe, você sempre será meu palhaço."
"1bb2d33a";"Ha ha, yer still funny, sugarplum.";"Haha, você continua engraçado, meu bem."
"1bb2d33b";"Hee hee, oh dear, you really are hilarious.";"Hehe, ai meu Deus, você é mesmo hilário."
"1bb2d33c";"Ha ha, your wit knows no bound, my love.";"Haha, seu humor não tem limites, meu amor."
"1bb2d33e";"Ha ha, I knew I'd never be short on laughs when I married you.";"Haha, eu sabia que nunca me faltariam risadas quando me casasse com você."
"1bb2d33f";"Ha ha, oh you're such a clown, darling.";"Haha, você é um palhaço, querido."
"1bb6081a";"Ho ho, I married a comedian alright.";"Ho ho, casei com um comediante, sim."
"3026be31";"Have I told you lately how handsome you are?";"Já te disse ultimamente o quão bonito(a) você é?"
"3026be33";"I sure married a looker.";"Casei com um(a) gato(a)."
"3026be34";"Ooh, you're as good-looking as ever.";"Uau, você está tão bonito(a) como sempre."
"3026be35";"I am blessed to have joined with such an exquisite creature.";"Sou abençoado(a) por ter me unido a uma criatura tão requintada."
"3026be36";"You are finer looking than all the suitors I rejected put together.";"Você é mais bonito(a) do que todos os pretendentes que rejeitei juntos."
"3026be37";"Did I marry a looker or what?";"Casei com um(a) gato(a), não é?"
"3027206c";"I could kiss ya all over I could,.";"Eu poderia te encher de beijos."
"3726c931";"Never did I behold a more perfect being. I was fortunate to marry you.";"Nunca vi um ser mais perfeito. Tive a sorte de me casar com você."
"3726c932";"I can barely contain the fire in my loins at your sight.";"Mal consigo conter o fogo em minha virilha ao te ver."
"3726c933";"Still can't believe I married such a babe.";"Ainda não consigo acreditar que me casei com uma gata dessas."
"3726c934";"How did I ever land such a peach?";"Como é que eu consegui fisgar uma gata dessas?"
"3726c935";"Still can't believe I married such a beauty.";"Ainda não consigo acreditar que me casei com uma beleza dessas."
"3726c936";"I never get tired of looking at you, baby.";"Nunca me canso de te olhar, meu bem."
"3728ebe4";"Still as hot as ever, sugar.";"Continua tão linda como sempre, meu bem."
"425760c1";"Ha ha! You're such a clown, darling.";"Haha! Você é um palhaço, querido."
"425760c2";"Ho ho, I married a comedian alright.";"Ho ho, casei com um comediante, com certeza."
"425760c4";"You're so funny, luv!";"Você é tão engraçado, meu bem!"
"425760c5";"Hee hee, oh dear, you really are hilarious.";"Hehe, ai meu Deus, você é hilário mesmo."
"425760c6";"Ha ha, your wit knows no bound, my love.";"Ha ha, seu humor não tem limites, meu amor."
"425760c7";"Hee he, ye'll always be my clown.";"Hehe, você sempre será meu palhaço."
"425815e4";"<laughs> You're still funny, sugarplum.";"<laughs> Você ainda é engraçado, meu docinho."
"4b576f29";"Ha ha, pure hilarity, darling.";"Ha ha, pura hilaridade, querida."
"4b576f2a";"Ho ho, it's like having my very own jester!";"Ho ho, é como ter meu próprio bobo da corte!"
"4b576f2b";"Ha ha, you give me belly quakes, dear!";"Ha ha, você me dá arrepios, querida!"
"4b576f2c";"Ha ha ha! I married me a heck of a comedian!";"Ha ha ha! Casei com um comediante de primeira!"
"4b576f2d";"Ho ho, nice once, baby.";"Ho ho, boa vez, meu bem."
"4b576f2f";"Ha ha, you're a riot!";"Ha ha, você é hilário!"
"4b5b50b8";"Ha ha, that's hilarious, sweetheart!";"Ha ha, isso é hilário, querido!"
"531552c1";"I am blessed to have joined with such an exquisite creature.";"Sou abençoado por ter me unido a uma criatura tão requintada."
"531552c2";"You're the finest looking wife in all of Albion.";"Você é a esposa mais linda de toda Albion."
"531552c3";"Did I marry a looker or what?";"Casei com uma beldade, não é?"
"531552c4";"I could kiss ya all over I could,.";"Eu poderia te beijar todinha."
"531552c5";"Have I told you lately how beautiful you are?";"Já te disse ultimamente o quão linda você é?"
"531552c7";"I sure married a looker.";"Casei com uma beldade."
"531af431";"You're as good looking as ever.";"Você está tão linda como sempre."
"5a155dc9";"Still can't believe I married such handsomness.";"Ainda não consigo acreditar que me casei com tanta beleza."
"5a155dca";"I never get tired of looking at you, my lover.";"Nunca me canso de olhar para você, meu amor."
"5a155dcc";"Still as hot as ever, sugar.";"Continua tão lindo como sempre, meu bem."
"5a155dcd";"Never did I behold a more perfect being. I was fortunate to marry you.";"Nunca vi um ser mais perfeito. Tive a sorte de me casar com você."
"5a155dce";"I can barely contain the fire in my loins at the sight of you.";"Mal consigo conter o fogo que arde em minhas entranhas ao te ver."
"5a155dcf";"Still can't believe I married such a plum.";"Ainda não consigo acreditar que me casei com uma gata dessas."
"5a167ac1";"How did I ever land such a catch?";"Como consegui fisgar uma gata dessas?"
"75bf2351";"This ain't love.";"Isso não é amor."
"75bf2352";"Hey, save your scaring for other people.";"Ei, guarde seu medo para os outros."
"75bf2353";"Oh! Don't you take your anger out on me.";"Oh! Não desconte sua raiva em mim."
