Hash;Original;Tradução
"01cbca0";"Sun Key";"Sun Key"
"5574fcb";"1b Lakeside, Knothole Island";"1b Lakeside, Ilha Knothole"
"b431cf7";"This was one of the first homes to be built when the Knothole tribe settled on the island. It was awarded to their bravest and strongest warrior after he survived the Weather Shrines.";"Esta foi uma das primeiras casas a serem construídas quando a tribo Knothole se estabeleceu na ilha. Foi concedido ao guerreiro mais bravo e forte após ele sobreviver aos Santuários do Clima."
"1079dd78";"You won't find a more astonishing object in the universe.";"Você não encontrará um objeto mais surpreendente no universo."
"132793f9";"Storm Key";"Chave da Tempestade"
"137b2d11";"Oh, that's one of a kind, that is.";"Ah, essa é única!"
"1f971368";"This store is currently closed due to extreme weather conditions. It will open for business at a later date.";"Esta loja está temporariamente fechada devido a condições climáticas extremas. Ela reabrirá em uma data posterior."
"26d41520";"Weather Chamber";"Câmara Climática"
"2b700132";"This weather makes you glad to be alive, doesn't it?";"Esse clima te faz feliz por estar vivo, não é?"
"2c700cf3";"Thanks to this sunshine I've managed to get some more mystery items on the shelves.";"Graças a esse sol, consegui colocar mais alguns itens misteriosos nas prateleiras."
"2d73cb56";"I'd almost forgotten what it felt like to be warm!";"Eu quase tinha me esquecido da sensação de calor!"
"311537ef";"I hope you manage to make it rain. You might find some more stock on the shelves if you do.";"Espero que você consiga fazer chover. Talvez encontre mais produtos nas prateleiras se conseguir."
"333357d8";"If you've finished trading, why don't you leave?";"Se você terminou de negociar, por que não vai embora?"
"33bcca2e";"Things are so much better since the Chieftain left. We're in control of our own destiny now.";"As coisas estão muito melhores desde que o Chefe foi embora. Agora controlamos nosso próprio destino."
"343296d0";"It must be great being you. Ruining people's lives, taking anything you want...";"Deve ser ótimo ser você. Arruinando a vida das pessoas, pegando tudo o que quiser..."
"35b6ce60";"If I ever have children I'll be telling them all about you. You've saved Knothole Island.";"Se um dia eu tiver filhos, contarei tudo sobre você para eles. Você salvou a Ilha Knothole."
"3689f2da";"Gordon invented those glasses for the trip he was planning into the heart of the sun. But that paper flying vessel of his never really took off.";"Gordon inventou esses óculos para a viagem que planejava ao coração do sol. Mas aquela nave voadora de papel nunca decolou de verdade."
"36ba199b";"Now that the weather has finally settled, I've been able to restock all my mystery items.";"Agora que o tempo finalmente se estabilizou, consegui reabastecer todos os meus itens misteriosos."
