Hash;Original;Tradução
"09dc2a8";"What're the chances of seeing the likes of him round here? A real celebrity!";"Qual a probabilidade de ver alguém como ele por aqui? Uma verdadeira celebridade!"
"0a2441a";"What're the chances of seeing the likes of her round here? A real celebrity!";"Qual a probabilidade de ver alguém como ela por aqui? Uma verdadeira celebridade!"
"e863b09";"That dog of his follows him everywhere.";"Aquele cachorro dele o segue por todo lado."
"e88eae8";"That dog of hers follows her everywhere.";"Aquele cachorro dela a segue por todo lado."
"10c75afc";"Looks like she's been in some scraps.";"Parece que ela se meteu em algumas brigas."
"10c857c1";"Looks like he's been in some scraps.";"Parece que ele se meteu em algumas confusões."
"12dec5bb";"Her renown is growing by the day, don't you know.";"A fama dela cresce a cada dia, sabia?"
"12df2e01";"His renown is growing by the day, don't you know.";"A fama dele cresce a cada dia, sabia?"
"174e993c";"He seems ok.";"Ele parece bem."
"175ad298";"She seems ok.";"Ela parece bem."
"2022abff";"There is a certain air of mystery surrounding his origins.";"Há um certo ar de mistério em torno de suas origens."
"20267a05";"She could be a force for good or evil. I simply don't know.";"Ela pode ser uma força para o bem ou para o mal. Eu simplesmente não sei."
"2649348e";"Surely there is some gossip circulating about this man.";"Certamente há fofocas circulando sobre esse homem."
"264d8243";"Surely there is some gossip circulating about this woman.";"Certamente há fofocas circulando sobre essa mulher."
"33881aac";"Woah! It's... It's her! This is incredible!";"Uau! É... É ela! Isso é incrível!"
"33897470";"Woah! It's... It's him! This is incredible!";"Uau! É... É ele! Isso é incrível!"
"38fe7bc9";"She's just so dreamy.";"Ela é simplesmente um sonho."
"38fe93ae";"He's just so dreamy.";"Ele é simplesmente um sonho."
"3a0f59ec";"Yer don't see many famous folk round these parts. Not like him leastways.";"Não se vê muita gente famosa por aqui. Pelo menos não como ele."
"3a11a0b8";"Yer don't see many famous folk round these parts. Not like her leastways.";"Não se vê muita gente famosa por aqui. Pelo menos não como ela."
"3e46f28b";"I am helplessly besotted with him.";"Estou perdidamente apaixonado por ele."
"3e46f7a7";"I still can't believe how besotted with her I am.";"Ainda não consigo acreditar o quanto estou apaixonado por ela."
"4abc5a0f";"They say a blind seer took her in as a kid. Strange huh?";"Dizem que uma vidente cega a acolheu quando criança. Estranho, né?"
"4abfb939";"They say a blind seer took him in as a kid. Strange huh?";"Dizem que uma vidente cega o acolheu quando criança. Estranho, né?"
"4aec1372";"Oh look, one of those adventurers we've been hearing so much about lately.";"Olha só, um daqueles aventureiros de quem temos ouvido falar tanto ultimamente."
"4aec1373";"Hearin' a lot about that one.";"Tenho ouvido falar muito dele."
"4aec1374";"Startin' to get quite famous, that one.";"Ele está começando a ficar bem famoso."
"4aec1375";"That's someone who's coming up in the world, if gossip's to be believed.";"Esse é alguém que está fazendo sucesso, se os boatos forem verdadeiros."
"4aec1377";"Hey, that's the adventurer those travellers told us all about.";"Ei, esse é o aventureiro de quem aqueles viajantes tanto falaram."
"4aec52b2";"I'm starting to hear a lot about that adventurer.";"Estou começando a ouvir falar muito desse aventureiro."
"4aee1909";"Her exploits will be spoken of for all time. An extraordinary woman is ever there was one.";"Seus feitos serão lembrados para sempre. Uma mulher extraordinária, como nunca houve."
"4aeed0c8";"His exploits will be spoken of for all time. An extraordinary man is ever there was one.";"Seus feitos serão lembrados para sempre. Um homem extraordinário, como nunca houve."
"5061a26d";"Does anyone know where she's from?";"Alguém sabe de onde ela é?"
"50670400";"Does anyone know where he's from?";"Alguém sabe de onde ele é?"
"51ec1e79";"That one's getting quite well-known.";"Essa já está ficando bem conhecida."
"51ec1e7a";"Isn't that the adventurer who's been making waves lately?";"Não é aquele aventureiro que anda causando alvoroço ultimamente?"
"51ec1e7d";"Wow, can't believe a famous adventurer is walking round here with us.";"Nossa, não acredito que um aventureiro famoso está andando por aqui com a gente."
"51ec1e7e";"There goes a champion who will give us all a lot to talk about. Mark my words.";"Lá vai um campeão que vai nos dar muito o que falar. Anotem o que eu digo."
"51ec1e7f";"Yeah, sure I've heard of 'em. Don't mean I'm gonna start dancin' in the streets now, is it?";"É, claro que já ouvi falar dele. Mas isso não significa que eu vou começar a dançar nas ruas agora, né?"
"51edecdc";"Starting to get quite famous, that one.";"Essa aí está ficando bem famosa."
"53df83cd";"Do you think he'd talk to me now he's getting famous?";"Você acha que ele falaria comigo agora que está ficando famoso?"
"53e08b78";"Do you think she'd talk to us now she's getting famous?";"Você acha que ela falaria conosco agora que está ficando famosa?"
"5b17b14a";"She appears to be a bit of a mystery so far.";"Ela parece ser um mistério até agora."
"5b17cd93";"He appears to be a bit of a mystery so far.";"Ele parece ser um mistério até agora."
"6316f718";"She's starting to get quite well-known.";"Ela está começando a ficar bastante conhecida."
"63170cbc";"He's starting to get quite well-known.";"Ele está começando a ficar bastante conhecido."
"65a0e94a";"I have not yet formed an opinion about him.";"Ainda não formei uma opinião sobre ele."
"65a57434";"I have not yet formed an opinion about her.";"Ainda não formei uma opinião sobre ela."
"691eca3a";"Yeah, she's getting' famous, but she ain't set the world afire just yet.";"É, ela está ficando famosa, mas ainda não conquistou o mundo."
"69222740";"Yeah, he's getting' famous, but he ain't set the world afire just yet.";"É, ele está ficando famoso, mas ainda não conquistou o mundo."
"759ccb1d";"Remarkable! Not that I am unaccustomed to seeing such illustrious adventurer as she.";"Incrível! Não que eu não esteja acostumado a ver uma aventureira tão ilustre quanto ela."
"759e6db9";"Remarkable! Not that I am unaccustomed to seeing such illustrious adventurer as he.";"Notável! Não que eu não esteja acostumado a ver um aventureiro tão ilustre quanto ele."
"78972fbe";"Dunno what it is, but that girl makes me go funny inside.";"Não sei o que é, mas aquela garota me deixa estranho por dentro."
"7899c59e";"Dunno what it is, but that boy makes me go funny inside.";"Não sei o que é, mas aquele garoto me deixa estranho por dentro."
"88f4287c";"She is certainly making a name for herself from what I can gather.";"Pelo que pude perceber, ela está definitivamente construindo uma reputação."
"88f7ad69";"He is certainly making a name for himself from what I can gather.";"Pelo que pude perceber, ele está definitivamente construindo uma reputação."
"88ff79ba";"Can you believe he's actually here? Among us normal folk?";"Você acredita que ele está aqui? Entre nós, pessoas normais?"
"88ff9334";"Can you believe she's actually here? Among us normal folk?";"Você acredita que ela está aqui? Entre nós, pessoas normais?"
"8d02c9fe";"This is so exciting! Everyone's talking about her... And she's here! Right here!";"Que emocionante! Todo mundo está falando dela... E ela está aqui! Bem aqui!"
"8d03ac25";"This is so exciting! Everyone's talking about him... And he's here! Right here!";"Que emocionante! Todo mundo está falando dele... E ele está aqui! Bem aqui!"
"8f7b66bc";"I'm telling you, I've heard some of the adventures he's been on. Quite impressive.";"Estou te dizendo, ouvi falar de algumas das aventuras que ele viveu. Impressionante."
"8f7c2455";"I'm telling you, I've heard some of the adventures she's been on. Quite impressive.";"Estou te dizendo, ouvi falar de algumas das aventuras que ela viveu. Impressionante."
"8f86b888";"Wonder what she'll be up to next? Sure to be discussed down the inn, whatever it is.";"Será que ela vai aprontar alguma coisa agora? Com ​​certeza será assunto de conversa na taverna, seja lá o que for."
"8f894659";"Wonder what he'll be up to next? Sure to be discussed down the inn, whatever it is.";"Será que ele vai aprontar alguma coisa agora? Com ​​certeza vai dar o que falar na taverna, seja lá o que for."
"9ab1f83b";"No one knows much about her from what I can tell.";"Pelo que eu sei, ninguém sabe muito sobre ela."
"9ab35f1b";"No one knows much about him from what I can tell.";"Pelo que eu sei, ninguém sabe muito sobre ele."
"9ecf3dec";"Oh, yes, I heard about her exploits while I was having high tea with the girls.";"Ah, sim, ouvi falar das façanhas dela enquanto tomava chá da tarde com as amigas."
"9ecf6920";"Oh, yes, I heard about his exploits while I was having high tea with the girls.";"Ah, sim, ouvi falar das suas façanhas enquanto tomava chá com as amigas."
"a0657819";"I will savor this moment eternally in my memory. The day I saw him, champion of champions.";"Guardarei este momento eternamente em minha memória. O dia em que o vi, o campeão dos campeões."
"a066a961";"I will savor this moment eternally in my memory. The day I saw her, champion of champions.";"Guardarei este momento eternamente em minha memória. O dia em que a vi, a campeã das campeãs."
"a13ed1d1";"It takes a brave person to go on quests, I suppose.";"É preciso coragem para partir em aventuras, suponho."
"a13ed1d2";"You don't really see that many adventurers around these days, do you?";"Não se vê muitos aventureiros por aí hoje em dia, não é?"
"a13ed1d6";"That there's an adventurer alright.";"Esse sim é um aventureiro."
"a13ed1d7";"I suppose we should be grateful there's still adventurers out there, doing their stuff.";"Acho que devemos ser gratos por ainda existirem aventureiros por aí, fazendo suas coisas."
"a148316f";"I wonder where you go to learn the adventurin' trade?";"Onde será que você aprendeu a arte da aventura?"
"a3209a1e";"He lights up the place don't he.";"Ele ilumina o lugar, não é?"
"a322a51e";"She lights up the place don't she.";"Ela ilumina o lugar, não é?"
"a3a41869";"Still can't believe someone so famous is standing right here.";"Ainda não consigo acreditar que alguém tão famoso esteja bem aqui."
"a3a4186a";"Well, look at that! My jaw's dusting the floor. I ain't seen any that famous before.";"Bem, veja só! Meu queixo caiu. Nunca vi ninguém tão famoso antes."
