Hash;Original;Tradução
"62ae0c2";"Hurry!";"Rápido!"
"62ae0c3";"Hurry!";"Rápido!"
"62ae0c4";"Hurry!";"Rápido!"
"62ae0c5";"Hurry!";"Rápido!"
"62ae0c6";"Hurry!";"Rápido!"
"62ae0c7";"Hurry!";"Rápido!"
"62bc225";"Hurry!";"Rápido!"
"656a4aa";"You have bested many of my men. But we are a large order.";"Você derrotou muitos dos meus homens. Mas somos uma ordem numerosa."
"7565b88";"You are a worthy adversary but we always fulfill our contracts. Especially when they are from Lord Lucien.";"Você é um adversário digno, mas sempre cumprimos nossos contratos. Especialmente quando vêm do Lorde Lucien."
"9565eee";"The quarry enters the predator's lair. How unusual.";"A presa entra na toca do predador. Que incomum."
"11a76891";"I'm out of my mind with worry. Read this.";"Estou extremamente preocupado(a). Leia isto."
"11a76892";"I'm worried sick! Read this.";"Estou morrendo de preocupação! Leia isto."
"11a76893";"How could this happen to us? Read this.";"Como isso pôde acontecer conosco? Leia isto."
"11a76894";"Oh, this so dreadful. Please, read this.";"Oh, que terrível. Por favor, leia isto."
"11a76896";"Oh, it's so awful. Read this.";"Oh, é tão horrível. Leia isto."
"11a76897";"Thank goodness you're here! Our poor child. Read this.";"Graças a Deus você está aqui! Coitadinho(a) da nossa criança. Leia isto."
"11a85877";"I don't believe it. Oh, it's horrible. Look, read this.";"Não acredito. Oh, é horrível. Olha, leia isto."
"148ca114";"Your child has entered a perilous cave.";"Seu filho entrou em uma caverna perigosa."
"16a770b1";"I'm worried sick! Read this.";"Estou morrendo de preocupação! Leia isto."
"16a770b2";"I'm out of my mind with worry. Read this.";"Estou desesperado(a) de preocupação. Leia isto."
"16a770b3";"Oh, this so dreadful. Please, read this.";"Oh, isso é terrível. Por favor, leia isto."
"16a770b5";"How could this happen to us? Read this.";"Como isso pôde acontecer conosco? Leia isto."
"16a770b6";"Oh, it's so awful. Read this.";"Oh, é tão horrível. Leia isto."
"16a770b7";"I don't believe it. Oh, it's horrible. Look, read this.";"Eu não acredito. Oh, é horrível. Veja, leia isto."
"16a831a8";"Thank goodness you're here! Our poor child. Read this.";"Graças a Deus você está aqui! Coitadinho do nosso filho. Leia isto."
"17cb241b";"Watch out, dad!";"Cuidado, pai!"
"17cb8ba4";"Watch out, mum!";"Cuidado, mãe!"
"1cb827ff";"Lucien will pay handsomely for your head.";"Lucien pagará muito bem pela sua cabeça."
"1de050a1";"What if she's hurt? You have to do something!";"E se ela estiver machucada? Você precisa fazer alguma coisa!"
"1de050a2";"Oh, that silly boy! I hope he's alright.";"Oh, aquele menino bobinho! Espero que ele esteja bem."
"1de050a4";"Our poor boy! What if something's happened to him?";"Nosso pobre menino! E se algo tiver acontecido com ele?"
"1de050a5";"What if something happened to him? He could be hurt! He needs us.";"E se algo tiver acontecido com ele? Ele pode estar machucado! Ele precisa de nós."
"1de050a6";"Something awful will happen to him. I just know it!";"Algo terrível vai acontecer com ele. Eu sei disso!"
"1de050a7";"Who know's what's happened to him. You have to find him!";"Quem sabe o que aconteceu com ele. Você precisa encontrá-lo!"
"1de1d39e";"He could be hurt! You've got to get him back.";"Ele pode estar ferido! Você precisa trazê-lo de volta."
"1f0b1bcb";"Let me out, mum.";"Me deixa sair, mãe."
"1f19f907";"Let me out, dad.";"Me deixa sair, pai."
"1fb78ed5";"No one enters the Highwayman's den and survives.";"Ninguém entra no covil do Salteador e sobrevive."
"20abb419";"You should feel privileged. We are very expensive assassins.";"Você deveria se sentir privilegiado. Somos assassinos muito caros."
"20b84b11";"Don't just stand here! Save our little girl!";"Não fique aí parado! Salve nossa garotinha!"
"20b84b12";"Don't just stand there! Save our little girl!";"Não fique aí parado! Salve nossa garotinha!"
"20b84b13";"Well don't just stand there! Save our little girl!";"Bem, não fique aí parado! Salve nossa garotinha!"
"20b84b14";"Don't just stand here! Save our little girl!";"Não fique aí parado! Salve nossa garotinha!"
"20b84b16";"Don't just stand there! Save our little girl!";"Não fique aí parado! Salvem nossa garotinha!"
"20b84b17";"Don't just stand here! Save our little girl!";"Não fiquem aí parados! Salvem nossa garotinha!"
