Hash;Original;Tradução
"1b83e8a";"Buy from me while I'm here!";"Compre de mim enquanto estou aqui!"
"1b83e8b";"I have what you want! And I'm only passing through, so this could be your only chance!";"Eu tenho o que você quer! E estou só de passagem, então esta pode ser sua única chance!"
"1b83e8c";"Salesman passing through!";"Vendedor de passagem!"
"1b83e8d";"I'm heading to the next town soon, so shop while you can.";"Em breve estarei na próxima cidade, então aproveite para comprar enquanto pode."
"1bc4557";"Buy your wares from me while you can!";"Compre seus produtos comigo enquanto pode!"
"4b6ea81";"Want a sword? Need an axe? Of course you do!";"Quer uma espada? Precisa de um machado? Claro que sim!"
"5310b2a";"Who wants ranged weapons? You do!";"Quem quer armas de longo alcance? Você!"
"5310b2b";"Stay away from danger with a crossbow!";"Mantenha-se longe do perigo com uma besta!"
"5310b2d";"Aim your sights on my amazing ranged weapons!";"Mire nas minhas incríveis armas de longo alcance!"
"5324dd8";"Don't get too close, get a ranged weapon!";"Não chegue muito perto, pegue uma arma de longo alcance!"
"714b301";"Not many left.";"Restam poucos."
"714b303";"There's a shortage on that item, Drives the prices up.";"Há escassez desse item, o que aumenta os preços."
"714b306";"Not many in stock.";"Poucas unidades em estoque."
"714b682";"That's low on stock.";"Poucas unidades em estoque."
"e14be04";"Stock's running low.";"Estoque baixo."
"e14be05";"I don't have many left in stock.";"Não tenho muitos em estoque."
"e14be06";"Stock is running quite low.";"Estoque bem baixo."
"e177598";"Not many left.";"Poucos disponíveis."
"19cbaf6a";"Enjoy!";"Aproveite!"
"19cbaf6b";"I hope it brings you great happiness.";"Espero que lhe traga muita felicidade."
"19cbaf6d";"Remember, no refunds.";"Lembre-se: sem reembolso."
"19cc282d";"Have a nice day.";"Tenha um bom dia."
"1ecbb70a";"That's a good buy.";"Essa foi uma boa compra."
"1ecbb70b";"I hope you enjoy it.";"Espero que goste."
"1ecbb70c";"Come back anytime.";"Volte sempre."
"1ecbf1ce";"Pleasure doing business with ya.";"Foi um prazer fazer negócios com você."
"25909881";"Need a new blade?";"Precisa de uma lâmina nova?"
"25909882";"If melee combat is your game, look no further.";"Se combate corpo a corpo é a sua praia, não precisa procurar mais."
"25918f13";"We've sold swords to all the greatest warriors.";"Vendemos espadas para todos os maiores guerreiros."
"29a995d3";"It's one of our best items. Highly recommended.";"É um dos nossos melhores itens. Altamente recomendado."
"29a995d4";"You have good taste. There's no finer item in this town.";"Você tem bom gosto. Não há item melhor nesta cidade."
"29aa3dec";"That'd be a great buy.";"Seria uma ótima compra."
"2c0903da";"We're having a special on that today.";"Hoje temos uma promoção especial."
"2c0903db";"It's on sale. A real bargain.";"Está em promoção. Uma verdadeira pechincha."
"2c0903dd";"We've reduced the price on that.";"Reduzimos o preço."
"2c0a07a0";"We're having a discount on that.";"Estamos com desconto."
"2e90a6ed";"Swords, axes, items of combat. What'll it be?";"Espadas, machados, armas de combate. O que será?"
"2e90a6ef";"Can't call yourself a hero without a good hand weapon at your side.";"Não pode se chamar de herói sem uma boa arma de mão ao seu lado."
"2e916466";"Like your fights up close and personal? Then you need our steel.";"Gosta de lutas corpo a corpo? Então você precisa do nosso aço."
"31090bfa";"It's a bargain today.";"É uma pechincha hoje."
"31090bfb";"You get a discount today. It's on sale.";"Você ganha um desconto hoje. Está em promoção."
"31090bfc";"That item is on sale.";"Esse item está em promoção."
"310a0f5f";"It's got a discount today.";"Hoje está com desconto."
"31a876ed";"That's a bargain. It's on sale.";"Que pechincha! Está em promoção."
"31a876ee";"It's a bargain at that price.";"É uma pechincha por esse preço."
"31a876ef";"It's on sale. A great price for something like that.";"Está em promoção. Um ótimo preço para algo assim."
"31ab6bb6";"You're making a great saving on that.";"Você está economizando muito."
"34a9a702";"You can't do better than that.";"Impossível encontrar algo melhor."
"34a9a703";"I have one myself, and I love it.";"Eu tenho uma e adoro."
"34a9a705";"That's one of my favourite items. You can't do better.";"Essa é uma das minhas favoritas. Impossível encontrar algo melhor."
"34ab1451";"That'd be perfect for you.";"Isso seria perfeito para você."
"3ca8881c";"The price is reduced on that.";"O preço está reduzido."
"3ca8881e";"We've got that on sale, you know. Great price.";"Está em promoção, sabia? Ótimo preço."
"3ca8881f";"There's a discount on that.";"Tem desconto nisso."
"3caacd8c";"We've slashed the price for that.";"Reduzimos o preço disso."
"41eec2fd";"Your arrows will get further with our crossbows.";"Suas flechas irão mais longe com nossas bestas."
"41eec2fe";"All kinds of crossbows in stock.";"Todos os tipos de bestas em estoque."
"41f1846e";"Best archery weapons right here.";"As melhores armas de arco e flecha estão aqui."
"4aeed0c9";"Archers are sure to find something they like.";"Os arqueiros certamente encontrarão algo de que gostem."
"4aeed0cb";"Crossbows and slingshots never go out of style.";"Bestas e estilingues nunca saem de moda."
"4af192bb";"Ranged weapons don't get any better than these.";"Armas de longo alcance não ficam melhores do que estas."
"4fcc3aa1";"The best fights are up-close! And I have the tools!";"As melhores lutas são de perto! E eu tenho as ferramentas!"
"4fcc3aa3";"Try out a new melee weapon today!";"Experimente uma nova arma corpo a corpo hoje mesmo!"
"4fcc3aa6";"Melee weapons of all sizes!";"Armas corpo a corpo de todos os tamanhos!"
"4fd023c9";"Get up close with our fantastic melee weapons!";"Veja de perto nossas fantásticas armas corpo a corpo!"
"5a65f791";"You're paying top gold for a top quality item.";"Você está pagando ouro de primeira por um item de primeira qualidade."
"5a65f792";"That's dear, but good.";"É caro, mas vale a pena."
"5a65f797";"You won't regret spending so much gold.";"Você não vai se arrepender de gastar tanto ouro."
"5a665ce0";"Expensive, but worth every bit of gold.";"Caro, mas vale cada centavo."
"636605fc";"Nice item if you can afford it. And you can!";"Um belo item, se você puder pagar. E você pode!"
"636605fd";"You'be bought the very best.";"Você comprou o melhor."
"636605ff";"You can spend your gold here whenever you want.";"Você pode gastar seu ouro aqui quando quiser."
"63688ded";"It's worth every ounce of gold, believe me.";"Vale cada grama de ouro, acredite."
"65be4fbd";"Sensible buy.";"Ótima compra."
"65be4fbe";"Come back any time.";"Volte sempre."
"65be4fbf";"Pleasure dealing with you.";"Foi um prazer negociar com você."
"65c056e2";"You've bought a fine item.";"Você comprou um ótimo produto."
"70be60ec";"Glad to take your gold.";"Com prazer, aceito seu ouro."
"70be60ee";"You won't regret buying that.";"Você não vai se arrepender de comprar isso."
"70be60ef";"Thank you for your custom.";"Obrigado pela sua compra."
"70c18fd3";"Nice doing business with you.";"Foi um prazer fazer negócios com você."
"7c205394";"That's on sale.";"Está em promoção."
"7c205395";"Ah, you found a sale item I see! Well done.";"Ah, você encontrou um item em promoção! Muito bem."
"7c205397";"Ah, that item is discounted.";"Ah, esse item está com desconto."
"7c22365b";"That item's on sale.";"Este item está em promoção."
"81a46b9d";"It's a fair price.";"É um preço justo."
"81a46b9e";"Come back if you have anything else to sell.";"Volte se tiver mais alguma coisa para vender."
"81a46b9f";"That can go on the shelf straight away.";"Isso pode ir direto para a prateleira."
"81a4afd4";"Always happy to buy you unwanted items.";"Sempre feliz em comprar seus itens indesejados."
"83205e99";"It's your lucky day, that's on offer.";"É seu dia de sorte, está em oferta."
"83205e9a";"This is on sale.";"Isto está em promoção."
"83205e9f";"Oh, it's on sale.";"Ah, está em promoção!"
"8323ae9b";"You're in luck, that's on sale.";"Você está com sorte, está em promoção!"
"83c89b51";"If you'd like my opinion, there's no better choice than that.";"Se você quer minha opinião, não há escolha melhor do que essa."
"83c89b52";"Oh, I really recommend that.";"Ah, eu realmente recomendo."
"83c89b57";"You should really buy this one.";"Você deveria comprar este."
