Hash;Original;Tradução
"30d7006";"He was a member of a pack of balverines laying low on the outskirts of the city, waiting for nightfall before attacking all its innocent, soft-fleshed, honey-flavoured citizens. He passed the time playing chequers with the balverine next to him, whose name was Norman. At last the time came and the hairy horde leapt over the wall and began slaughtering men, children and women everywhere. Suddenly, Perilous was no longer a balverine but one of the villagers hiding under a bed, just as the hideous monsters were breaking through the window...";"Ele era membro de um bando de balverines que se escondia nos arredores da cidade, esperando o anoitecer para atacar todos os seus cidadãos inocentes, de pele macia e sabor de mel. Ele passava o tempo jogando damas com o balverine ao seu lado, cujo nome era Norman. Finalmente chegou a hora e a horda peluda saltou o muro e começou a massacrar homens, crianças e mulheres por toda parte. De repente, Perilous não era mais um balverine, mas um dos aldeões escondido debaixo de uma cama, bem na hora em que os monstros horrendos invadiam a janela..."
"c88105d";"All his teeth fell out. They wobbled for a second, as if hanging from short strings and then fell right off. He spat them into his hand and began to count them. Except they weren't teeth anymore. They were the shattered pieces of all his hopes and dreams.";"Todos os seus dentes caíram. Eles oscilaram por um segundo, como se estivessem pendurados por fios curtos, e então caíram de vez. Ele os cuspiu na mão e começou a contá-los. Só que não eram mais dentes. Eram os pedaços quebrados de todas as suas esperanças e sonhos."
"294d551d";"Thank you for listening to another fantastic Spandex adventure. Farewell to you all.";"Obrigado por ouvirem mais uma fantástica aventura de Spandex. Até a próxima!"
"325c64db";"Soon the trees around him grew in number and size. Before he knew what had happened, Perilous was lost in a vast forest.";"Logo as árvores ao seu redor cresceram em número e tamanho. Antes que percebesse o que estava acontecendo, Perilous se perdeu em uma vasta floresta."
"32c86ab7";"After so many adventures, Perilous Spandex wanted nothing more than to return home, put his legs up and prepare for his next adventure. And what a fabulous tale that is. Perhaps one day I shall tell it.";"Depois de tantas aventuras, o Spandex Perigoso só queria voltar para casa, esticar as pernas e se preparar para sua próxima aventura. E que história fabulosa! Talvez um dia eu a conte."
"3895dc79";"He was back at school, somehow lodged into a tiny desk despite still inhabiting his bulky adult body. He recognised the children sitting around him. Timmy, Johnny, Robbie... No, that wasn't Robbie, it was Davey. Oh what fun times. He could wait for lunch break, when they'd all run outside and play. Except, what was that? A shadow had darkened the classroom. All the children ran to the window, and Perilous joined them, still lodged into his desk. Enormous flying discs hovered in the sky. They were coming! It was war! If only he could get out of the stupid desk! Noooo!";"Ele estava de volta à escola, de alguma forma preso em uma carteira minúscula, apesar de ainda habitar seu corpo adulto volumoso. Ele reconheceu as crianças sentadas ao seu redor. Timmy, Johnny, Robbie... Não, aquele não era Robbie, era Davey. Oh, que tempos divertidos. Ele mal podia esperar pelo intervalo do almoço, quando todos correriam para fora para brincar. Exceto que, o que era aquilo? Uma sombra escureceu a sala de aula. Todas as crianças correram para a janela, e Perilous se juntou a elas, ainda preso em sua carteira. Enormes discos voadores pairavam no céu. Eles estavam vindo! Era guerra! Se ao menos ele pudesse sair daquela carteira idiota! Nãoooo!"
"396a2ac6";"As he was about to step out of the undergrowth, he was startled by the noise of an enormous oak tree falling over and missing him by inches. Not being of a philosphical bent, he did not stop to ponder whether if would have made a sound if he hadn't been there to hear it, and blithely walked out of the forest.";"Quando estava prestes a sair da mata fechada, foi surpreendido pelo barulho de um enorme carvalho caindo e passando a centímetros dele. Não sendo de inclinação filosófica, não parou para refletir se teria feito barulho se ele não estivesse lá para ouvir, e saiu da floresta despreocupadamente."
"43af96e7";"And so ends another of chapter of the Spandex Chronicles. Be sure to listen to the next one!";"E assim termina mais um capítulo das Crônicas de Spandex. Não perca o próximo!"
"4a811ec3";"At last he spotted an end to the forest. Before leaving he found a soft-hedged bush and communed with nature.";"Finalmente, ele avistou o fim da floresta. Antes de partir, encontrou um arbusto com uma sebe macia e se conectou com a natureza."
"4f005061";"At first he thought he had fallen into some sort of swamp. A lumpy, milky and rather sugary swamp. Then the first thrust from above came. It was a spoon the size of a kraken. He was stuck in a giant bowl of porridge, his most hated breakfast food!";"A princípio, ele pensou ter caído em algum tipo de pântano. Um pântano cheio de caroços, leitoso e bastante açucarado. Então veio o primeiro golpe vindo de cima. Era uma colher do tamanho de um kraken. Ele estava preso em uma tigela gigante de mingau, sua comida de café da manhã mais odiada!"
