Hash;Original;Tradução
"7f44871";"There is no greater gift than love. But my friend wants a real present. Where can I buy one?";"Não há presente maior que o amor. Mas minha amiga quer um presente de verdade. Onde posso comprar um?"
"7f44872";"It's my mate's birthday this week. I was going to buy him seventeen pints, but maybe I should get him a gift.";"É aniversário do meu amigo esta semana. Eu ia comprar dezessete canecas de cerveja para ele, mas talvez eu devesse comprar um presente."
"7f44876";"I should get my mother a present. It was her birthday last month.";"Eu deveria comprar um presente para minha mãe. Foi aniversário dela mês passado."
"7f44877";"I can't believe I have to buy a present. I don't even know where they sell them.";"Não acredito que preciso comprar um presente. Nem sei onde vendem."
"7f548e8";"Can you point towards a gift shop?";"Você pode me indicar uma loja de presentes?"
"10f4565b";"Where do you usually get your presents from?";"Onde você costuma comprar seus presentes?"
"10f4565c";"Which is the cheapest gift shop round here?";"Qual é a loja de presentes mais barata por aqui?"
"10f4565d";"My boyfriend gave me the prettiest gift last week. I should really get one for him now.";"Meu namorado me deu um presente lindo semana passada. Eu deveria comprar um para ele agora."
"10f4565f";"Where do you usually go to buy gifts?";"Onde você costuma comprar presentes?"
"10f55738";"I hate buying presents, I never know what to get, but I just can't put it off any longer.";"Odeio comprar presentes, nunca sei o que comprar, mas não posso adiar mais."
"2f25a56a";"There's a shop right here.";"Tem uma loja bem aqui."
"2f25a56b";"Oh, you can buy that right here in town.";"Ah, você pode comprar isso aqui mesmo na cidade."
"2f25a56c";"No need to travel for that. There's a place right here.";"Não precisa ir até lá. Tem um lugar bem aqui."
"2f25a56d";"You can buy that right in town.";"Você pode comprar isso aqui mesmo na cidade."
"2f25a56e";"There's a shop that sells that in town.";"Tem uma loja que vende isso na cidade."
"2f25a56f";"I am quite certain you can buy that in this very town.";"Tenho quase certeza de que você pode comprar isso nesta mesma cidade."
"2f26ea7d";"I do believe there is a shop for that very thing here in town.";"Acredito que haja uma loja que venda esse item aqui na cidade."
"3425ad0a";"There's some great shops for that in this town.";"Há ótimas lojas para isso nesta cidade."
"3425ad0b";"You'll find what you need here in town.";"Vocês encontrarão o que precisam aqui na cidade."
"3425ad0c";"I think you can get that near here.";"Acho que vocês podem encontrar isso por aqui."
"3425ad0d";"There's a shop not far from here.";"Há uma loja não muito longe daqui."
"3425ad0e";"There's a shop not far from here.";"Há uma loja não muito longe daqui."
"3425ad0f";"My servants do most of their shopping right here in town.";"Meus servos fazem a maior parte das compras aqui na cidade."
"342be961";"You'll find what you need here in town.";"Você encontrará o que precisa aqui na cidade."
"49b42bf9";"Where's the closest furniture shop?";"Onde fica a loja de móveis mais próxima?"
"5b4c816b";"I need a haircut. It's driving me crazy. Any stylists round here?";"Preciso cortar o cabelo. Está me enlouquecendo. Tem algum cabeleireiro por aqui?"
"5b4c816c";"I'm tired of this bloody hair. Time to get it cut. Know any stylists?";"Estou cansada desse cabelo. Hora de cortar. Conhece algum cabeleireiro?"
"5b4c816d";"I want to take a couple of inches off my hair. Where are the stylists?";"Quero tirar uns centímetros do meu cabelo. Onde estão os cabeleireiros?"
"5b4c816e";"Don't you think my hair looks sort of flat? I should see a stylist.";"Vocês não acham que meu cabelo está meio sem volume? Preciso ir a um cabeleireiro."
"5b4db071";"I hate my hair like this. I need a new style.";"Odeio meu cabelo assim. Preciso de um novo corte."
"61b9b751";"My daft cousin went and got a tattoo of two Hobbes doing... Things. I need to find someone that'll remove it.";"Meu primo maluco fez uma tatuagem de dois Hobbes fazendo... coisas. Preciso encontrar alguém que a remova."
"61b9b756";"I want a tattoo of the sun one one cheek, and one of the moon on the other cheek. And I'm not talking about my face.";"Quero uma tatuagem do sol em uma bochecha e da lua na outra. E não estou falando do meu rosto."
"644c8fb9";"I have this er, this friend who needs... Well, you know, some waxing done. Where would he go for that? My friend.";"Tenho um amigo que precisa... Bem, você sabe, depilar. Onde ele faria isso? Meu amigo."
"644c8fbb";"My hair is oppressing me. I need a stylist to free me from its bristly yoke.";"Meu cabelo está me oprimindo. Preciso de um cabeleireiro para me libertar desse jugo eriçado."
"644c8fbe";"I really need to do something about my hair? Is there a good place near here?";"Preciso mesmo fazer algo com meu cabelo? Tem algum lugar bom por aqui?"
"644c8fbf";"Can you tell me where the nearest stylist is?";"Você pode me dizer onde fica o cabeleireiro mais próximo?"
"644fb3b1";"Anywhere nearby I can get a haircut from?";"Tem algum lugar por perto onde eu possa cortar o cabelo?"
"71f66631";"Might as well buy that here. There's a place not far.";"Melhor comprar aqui. Tem um lugar não muito longe."
"71f66633";"You can buy what you want right here in town.";"Você pode comprar o que quiser aqui na cidade."
"71f66636";"No need to travel far for that. There's shops here that sell it.";"Não precisa ir longe para isso. Tem lojas aqui que vendem."
"71f66637";"No need to travel for that. You can get it right here.";"Não precisa ir longe para isso. Você pode conseguir isso aqui mesmo."
"71fa0237";"You can get that in the shop here in town.";"Você pode encontrar isso na loja aqui na cidade."
"78f67133";"I'm pretty sure you can buy that here in town.";"Tenho quase certeza de que você pode comprar isso aqui na cidade."
"78f67134";"There's a shop not far from here for that.";"Há uma loja não muito longe daqui que vende isso."
"78f67135";"There's a shop in this very town as a matter of fact.";"Aliás, há uma loja nesta mesma cidade."
"78f67136";"I know just the place. And it's right here in town.";"Eu sei exatamente onde. E está bem aqui na cidade."
"78f8a464";"You can get that right here in town.";"Você pode conseguir isso bem aqui na cidade."
"8c37f089";"I can't go on much longer without visiting a pub. Know where I can find one?";"Não consigo ficar muito mais tempo sem ir a um bar. Sabe onde posso encontrar um?"
"8c37f08d";"Where do you get drunk around here?";"Onde você costuma beber por aqui?"
"8c37f08e";"Where's the best place to get smashed?";"Qual o melhor lugar para ficar bêbado?"
"8c37f08f";"Uff, I've got such a hangover I can even remember where I usually go for a drink.";"Ufa, estou com uma ressaca tão forte que nem me lembro onde costumo beber."
"8c3a49e6";"I want to spend a nice quiet evening in a pub. Is there one round here?";"Quero passar uma noite tranquila em um pub. Tem algum por aqui?"
"925b14a9";"Do you know of any potions shops?";"Você conhece alguma loja de poções?"
"925b14ad";"I need to buy some health potions. Where do they sell them?";"Preciso comprar poções de cura. Onde posso encontrá-las?"
"925b14ae";"I have a really sore throat. Where can I get a medicinal potion?";"Estou com muita dor de garganta. Onde posso encontrar uma poção medicinal?"
"925b14af";"I've been feeling a bit under the weather. A nice health potion would really hit the spot.";"Ando me sentindo meio indisposto. Uma boa poção de cura cairia muito bem."
"925e4ad5";"Nothing gives you a kick like a nice potion. Where can I buy some?";"Nada dá mais ânimo do que uma boa poção. Onde posso comprar?"
"97380239";"Is there a pub or inn or bar nearby I can get drunk in tonight?";"Tem algum pub, pousada ou bar por perto onde eu possa beber hoje à noite?"
"9738023c";"Where do you usually get drunk around here?";"Onde você costuma beber por aqui?"
"9738023e";"I'm dying for a night on the town. Why pub can you recommend?";"Estou louco para curtir a noite. Que pub você recomenda?"
