Hash;Original;Tradução
"86579e1";"My tailor made me this outfit claiming it was unique. But see other people dressed like me all the time. It's mortifying.";"Meu alfaiate fez esta roupa para mim, alegando que era única. Mas vejo outras pessoas vestidas como eu o tempo todo. É constrangedor."
"86579e2";"Oh, I saw the most precious dress in the shop just the other day. The scoundrels didn't have it in my size though.";"Ah, eu vi o vestido mais lindo na loja outro dia. Os canalhas não tinham no meu tamanho."
"86579e3";"Got myself a nice pair of gloves. Blood washes right off.";"Comprei um belo par de luvas. Sangue sai fácil."
"86579e4";"I got these shoes the other day. They're still a bit tight.";"Comprei estes sapatos outro dia. Ainda estão um pouco apertados."
"86579e5";"Do you like my new pants? I just got them a couple of days ago.";"Gostou da minha calça nova? Comprei faz uns dias."
"86579e7";"That tailor did a great job with that green skirt. Remember how big it was?";"Aquele alfaiate fez um ótimo trabalho com aquela saia verde. Lembra como ela era grande?"
"869214b";"These shoes cost me a fortune, but they were worth it.";"Estes sapatos me custaram uma fortuna, mas valeram a pena."
"a5fec92";"I almost got a tattoo the othe rnight. Luckily they were out of ink.";"Quase fiz uma tatuagem outro dia. Por sorte, a tinta tinha acabado."
"a5fec93";"Have you ever thought about getting a tattoo? My friend loves them.";"Já pensou em fazer uma tatuagem? Meu amigo adora."
"a5fec94";"The tattooist here is a real artist you know.";"O tatuador daqui é um verdadeiro artista, sabia?"
"a5fec95";"I'd show ya my new tattoo, but it's kinda private.";"Eu te mostraria minha nova tatuagem, mas é meio particular."
"a5fec96";"Do you like my tattoo? Oh, that's right, you probably can't see it with all these clothes on.";"Gostou da minha tatuagem? Ah, é verdade, provavelmente você não consegue ver com toda essa roupa."
"a5fec97";"I would never get a tattoo. They are so uncouth and vulgar.";"Eu jamais faria uma tatuagem. São tão grosseiras e vulgares."
"a620927";"It is all the rage amongst my friends to get a small, stylish tattoo. I have yet to take the plunge though.";"Está super na moda entre minhas amigas fazer uma tatuagem pequena e estilosa. Mas eu ainda não me arrisquei."
"f6584e9";"This top cost me a pretty gold coin, but it was worth it.";"Essa blusa me custou uma bela moeda de ouro, mas valeu a pena."
"f6584ea";"Do you like my new pants? I just got them a couple of days ago.";"Gostou da minha calça nova? Comprei faz uns dias."
"f6584ec";"How do you like my new clothes? Just bought them the other day.";"O que achou das minhas roupas novas? Comprei outro dia."
"f6584ed";"I bought a whole new set of outfits this morning. The very latest fashion.";"Comprei um conjunto inteiro de roupas novas hoje de manhã. As últimas tendências da moda."
"f6584ee";"Oh yes, my tailor is the very best in Albion. You should see him.";"Ah, sim, meu alfaiate é o melhor de Albion. Você devia vê-lo."
"f6584ef";"Bought some great new gloves last week. Not showing you though.";"Comprei umas luvas novas ótimas semana passada. Mas não vou mostrar para vocês."
"f672ce3";"Heading towards the tailor's, see if I can sort out the rip in my trousers.";"Indo para o alfaiate, ver se consigo consertar o rasgo na minha calça."
"155ffdc2";"I went into the tattoo parlour the other day. But I chickened out.";"Fui ao estúdio de tatuagem outro dia. Mas amarelei."
"155ffdc3";"I got a tiny spider tattooed on my scalp. It's supposed to weave interesting thoughts in my head.";"Fiz uma pequena tatuagem de aranha no meu couro cabeludo. Dizem que ela tece pensamentos interessantes na minha cabeça."
"155ffdc4";"Have you ever thought about getting a tattoo? My friend loves them.";"Já pensou em fazer uma tatuagem? Meu amigo adora."
"155ffdc5";"You should see my latest tattoo. You'll have to pay me first though.";"Você deveria ver minha tatuagem mais recente. Mas primeiro você vai ter que me pagar."
"155ffdc6";"Got myself a great tattoo this week. Can you see it? Okay, it's small, but you'd like it if you had a microscope.";"Fiz uma tatuagem incrível esta semana. Você consegue ver? Ok, é pequeno, mas você gostaria de ver se tivesse um microscópio."
"155ffdc7";"Beats me, I mean I don't understand how a tattooist can make a living injecting ink into people.";"Não faço ideia, quer dizer, não entendo como um tatuador consegue ganhar a vida injetando tinta nas pessoas."
"15608f11";"A tattoo? For me? Most certainly not!";"Uma tatuagem? Para mim? Certamente que não!"
"3607d2f1";"I went shopping yesterday, but nowhere sells clown pellets anymore!";"Fui às compras ontem, mas não encontro mais ração para palhaço em lugar nenhum!"
"3607d2f3";"I can't find my shoe size anywhere. It's so annoying.";"Não consigo encontrar meu número de sapato em lugar nenhum. Que irritante!"
"3607d2f4";"If you go shopping today make sure you keep an eye out for sandgooses. They're boycotting local businesses.";"Se você for às compras hoje, fique de olho nos gansos-da-areia. Eles estão boicotando os comércios locais."
"3607d2f5";"I sent my servants to the shops this morning and they still haven't returned. Most irksome.";"Mandei meus servos às lojas esta manhã e eles ainda não voltaram. Muito irritante!"
"3607d2f6";"I went shopping by myself for the first time in years. Quite a novel experience.";"Fui às compras sozinha pela primeira vez em anos. Uma experiência bem diferente."
"3607d2f7";"I tripped over a dead body in the shops yesterday. Guess the prices where a bit of shock. Ha ha.";"Tropecei num cadáver nas lojas ontem. Acho que os preços foram um choque. Haha."
"3608af62";"Hey, didn't I see you shopping yesterday? Buy anything nice? Maybe it wasn't you...";"Ei, não te vi fazendo compras ontem? Comprou alguma coisa legal? Talvez não tenha sido você..."
"3d07ddf1";"I did not enjoy my shopping expedition this week.";"Não gostei da minha ida às compras esta semana."
"3d07ddf2";"I almost went down to the shops myself this week. Then a regained my composure and polished my nails with diamonds instead.";"Quase fui às compras esta semana. Mas recuperei a compostura e, em vez disso, pintei as unhas com diamantes."
"3d07ddf3";"Didn't I see you in the shops yesterday? Nah, that was someone else.";"Não te vi nas lojas ontem? Não, era outra pessoa."
"3d07ddf4";"Can you believe none of the shops round here will give me credit?";"Acredita que nenhuma loja por aqui aceita meu pagamento a crédito?"
"3d07ddf5";"There's something I can never find in the shops. A plausible explanation of how we came to be in this world.";"Tem algo que eu nunca encontro nas lojas. Uma explicação plausível de como viemos parar neste mundo."
"3d07ddf6";"I went shopping yesterday, but nowhere sells clown pellets anymore!";"Fui às compras ontem, mas ninguém mais vende isca para palhaço!"
"3d0ae44b";"So I was in the shop ready to pay, when the fellow says he's about to close!";"Eu estava na loja pronto para pagar, quando o sujeito disse que ia fechar!"
"63243fb2";"This could be the perfect time to start my own business.";"Este pode ser o momento perfeito para começar meu próprio negócio."
"63243fb3";"I'm earning enough now start living really well!";"Estou ganhando o suficiente agora para começar a viver muito bem!"
"6e2450e2";"Now that we don't have to worry about gold, it's the right time to start a family I think.";"Agora que não precisamos mais nos preocupar com ouro, acho que é a hora certa de começar uma família."
"6e2450e3";"Finally we can raise ourselves from poverty and lead better lives.";"Finalmente podemos sair da pobreza e ter uma vida melhor."
"6e2450e4";"So I guess this is what it feels like to live in a thriving economy!";"Então, acho que é assim que se sente viver em uma economia próspera!"
"6e2450e5";"Ya think this upturn in our fortunes can last? Bet it doesn't.";"Será que essa melhora na nossa sorte vai durar? Aposto que não."
"6e245d37";"I can tell ya this, our parents never had it this good.";"Posso te dizer uma coisa: nossos pais nunca tiveram tanta sorte."
"83ff2ef9";"As far as I'm concerned, there's no competition between the temples. Shadows win over Light every time.";"No que me diz respeito, não há competição entre os templos. As Sombras sempre vencem a Luz."
"83ff2efa";"You gotta choose which temple you support. And round these parts, most folk would choose the Cult of Shadows.";"Você precisa escolher qual templo apoiar. E por aqui, a maioria das pessoas escolheria o Culto das Sombras."
"83ff2efb";"Perhaps the dichotomies between the Temple of Light and the Temple of Shadows represent a wider division in morality within our universe...";"Talvez a dicotomia entre o Templo da Luz e o Templo das Sombras represente uma divisão moral mais ampla dentro do nosso universo..."
"83ff2efd";"I am constantly amazed that, despite the progress of science, people still flock to the two temples, and their primitive beliefs.";"Fico constantemente impressionado que, apesar do progresso da ciência, as pessoas ainda se aglomerem nos dois templos e em suas crenças primitivas."
"83ff2efe";"You can tell a lot from a person by which of the two temples they prefer.";"Você pode saber muito sobre uma pessoa pela preferência por um dos dois templos."
"83ff2eff";"I wonder when the two temples were founded.";"Gostaria de saber quando os dois templos foram fundados."
"83ffa9d8";"The Temples of Light and Shadows are always at each other's throats.";"Os Templos da Luz e das Sombras estão sempre em conflito."
"8eff4029";"You ask me, the Temple of Shadows needs to wipe out the Temple of Light.";"Se me perguntarem, o Templo das Sombras precisa aniquilar o Templo da Luz."
"8eff402a";"The Temple of Shadows can kick the arse of any stupid Temple of Light monk.";"O Templo das Sombras pode dar uma surra em qualquer monge idiota do Templo da Luz."
"8eff402b";"No good can come between these constant squabbles between the two temples.";"Nada de bom pode surgir dessas constantes disputas entre os dois templos."
"8eff402c";"Why must the temples keep battling over their beliefs? It is madness gone insane.";"Por que os templos precisam continuar brigando por suas crenças? É uma loucura completa."
"8eff402f";"For all our sakes, the Temple of Light better keep those Shadow cultists in check.";"Pelo bem de todos nós, o Templo da Luz precisa manter esses cultistas das Sombras sob controle."
"8f005150";"I hope the Temple of Light triumphs over the Cult of Shadows...";"Espero que o Templo da Luz triunfe sobre o Culto das Sombras..."
"b9a18111";"I got a haircut yesterday, can you tell?";"Cortei o cabelo ontem, dá para perceber?"
"b9a18113";"Do you like my new hair cut?";"Gostaram do meu novo corte de cabelo?"
"b9a18114";"I got a moustache last week, but I decided to get rid of it after two days.";"Deixei o bigode crescer semana passada, mas decidi tirá-lo depois de dois dias."
"b9a18115";"My stylist wasn't able to pay a house visit, so I was forced to go to the one in town. Can you believe it?";"Meu cabeleireiro não pôde vir até minha casa, então fui obrigado a ir ao da cidade. Dá para acreditar?"
"b9a18116";"I had my hair carefully sculpted the other day. Does it not look divine?";"Fiz um penteado caprichado outro dia. Não ficou divino?"
"b9a18117";"I'm thinking of getting myself a sweet little moustache, what do you think?";"Estou pensando em fazer um bigodinho estiloso, o que você acha?"
"b9ac0039";"I'm going to murder that stylist. You see what he did to my hair?";"Vou matar aquele cabeleireiro. Viu o que ele fez com o meu cabelo?"
"ba76d3c6";"Wish the economy was always doing this well. Hardly any criminals around.";"Quem dera a economia estivesse sempre tão bem. Quase não há criminosos por aqui."
"ba77c14d";"How come we don't get pay rises now the economy is booming?";"Por que não recebemos aumentos salariais agora que a economia está bombando?"
