Hash;Original;Tradução
"219434c";"That one likes his liquor! Doesn't half get rowdy.";"Esse aí gosta de beber! Não se deixa abalar facilmente."
"21e95d0";"That one likes her liquor! Doesn't half get rowdy.";"Aquela gosta de uma boa bebida! Não se deixa abalar facilmente."
"7972bcb";"In another time they would have lynched her for what she did.";"Em outra época, teriam linchado ela pelo que fez."
"79994b7";"In another time they would have lynched him for what he did.";"Em outra época, teriam linchado ele pelo que fez."
"82ef63b";"Ha ha, can't hold your liquor, can ya?";"Ha ha, não aguenta beber, né?"
"82ef63f";"Drunkards like you should not be allowed in polite society.";"Bêbados como você não deveriam ser permitidos em sociedade educada."
"832526a";"Aren't you ashamed of what you do when you're drunk?";"Você não tem vergonha do que faz quando está bêbado?"
"8708edb";"It's him, the one found guilty of extortion.";"É ele, o culpado de extorsão."
"87288ce";"It's her, the one found guilty of extortion.";"É ela, a culpada de extorsão."
"1bceb673";"You haven't assaulted anyone else, have you?";"Você não agrediu mais ninguém, né?"
"1bd26785";"I hope you haven't been assaulting anyone lately.";"Espero que você não tenha agredido ninguém ultimamente."
"268ffd8d";"She's disgusting when she's drunk.";"Ela é nojenta quando está bêbada."
"2697eba2";"He's disgusting when he's drunk.";"Ele é nojento quando está bêbado."
"293eb67f";"Don't take your eye off that extortionist.";"Não tire os olhos desse extorsionista."
"2942c5e1";"Got my eye on that one. Been known to extort people.";"Estou de olho nesse. Ele é conhecido por extorquir pessoas."
"29f74571";"You almost killed that idiot.";"Você quase matou aquele idiota."
"29f74574";"Couldn't even murder someone right, could ya?";"Nem conseguiu matar alguém direito, né?"
"29f74576";"Think you can go round trying to kill people do you?";"Acha que pode sair por aí tentando matar pessoas?"
"29f74577";"You almost killed them!";"Você quase os matou!"
"29f7a933";"It's a miracle you didn't kill them!";"É um milagre você não tê-los matado!"
"2ef74d11";"What's all this attempted murder business about?";"Que história é essa de tentativa de assassinato?"
"2ef74d15";"Where you really trying to commit murder?!";"Você realmente tentou cometer um assassinato?!"
"2ef74d16";"I can't believe you'd try to kill someone.";"Não acredito que você tentaria matar alguém."
