Hash;Original;Tradução
"6e14e11";"Right. What page was the "undo" spell on...? Oh here we are.";"Certo. Em qual página estava o feitiço "undo"...? Ah, aqui estamos."
"7e0edc3";"Tantir! Barada! Kanda!";"Tantir! Barada! Kanda!"
"90beeed";"You ever been killed by a pirate before? I have! <laughs>";"Você já foi morto por um pirata? Eu já! <laughs>"
"ae2eb5d";"What did you mean, "we did it?" Mukluk wasn't even in the book.";"O que você quis dizer com "nós fizemos isso"? Mukluk nem estava no livro."
"c0da771";"Arrrr! Been a while since my last gutting!";"Arrrr! Faz tempo desde a minha última limpeza!"
"ce21852";"You could have ruined the whole thing.";"Você poderia ter arruinado tudo."
"e0b278f";"You'll be one of us soon, landlubber!";"Logo você será um de nós, marinheiro de água doce!"
"ee28e00";"Actually, that's not such a bad idea.";"Na verdade, não é uma má ideia."
"f0b2962";"Come here, I'll slice you open!";"Venha cá, vou te abrir em fatias!"
"11065b51";"(laughs)";"(risos)"
"1301a577";"(laughs)";"(risos)"
"1402bc0b";"(laughs)";"(risos)"
"14d29dc4";"Welcome aboard the Marianne. You'll make a fine addition to the crew.";"Bem-vinda a bordo da Marianne. Você será uma ótima adição à tripulação."
"16818727";"Give Sam the Normanomicon?";"Dê o Normanomicon para o Sam?"
"1c8a0544";"Get us a pint of beer and I'll tell you all about it.";"Traga-me uma caneca de cerveja e eu lhe contarei tudo."
"1d8a0737";"Just one more beer!";"Só mais uma cerveja!"
"1e883586";"Beer, beer, I cannot go on without another beer!";"Cerveja, cerveja, não posso continuar sem outra cerveja!"
"20adea3b";"Ohhhh...";"Ohhhh..."
"268158cf";"You found the old dead seadog! Aye, I knew you would, my lad.";"Você encontrou o velho lobo do mar morto! É, eu sabia que você encontraria, meu rapaz."
"2681e868";"You found the old dead seadog! Aye, I knew you would, brave lass.";"Você encontrou o velho lobo do mar morto! É, eu sabia que você encontraria, valente moça."
"2929f4d7";"Aahhr! A ghost most terrible and make no mistake. Killed scores in life and still more in death. Aye...";"Aahhr! Um fantasma terrível, sem dúvida. Matou muitos em vida e ainda mais na morte. É..."
"29d77ef0";"Rarrr!";"Rarrr!"
"2a2e2078";"There be no creature more horrifying than a phantom pirate. Prove that it be so.";"Não existe criatura mais aterrorizante que um pirata fantasma. Prove que é verdade."
"2ae03e28";"Agh! Ye'll never take my treasure!";"Ah! Você nunca vai levar meu tesouro!"
"2bdc99a8";"Arr!";"Arrr!"
"2c283970";"They say old Dread had plenty of treasure. But not all the gold in Samarkand would make me go near that cave.";"Dizem que o velho Dread tinha muitos tesouros. Mas nem todo o ouro de Samarcanda me faria chegar perto daquela caverna."
"2cdb8ac0";"Urgh!";"Urgh!"
"2dd7305e";"I've gutted bigger fish than you!";"Eu já estripei peixes maiores que você!"
"2fd968c0";"Come on, ye'll like being a ghost. It's one long holiday.";"Vamos lá, você vai gostar de ser um fantasma. São férias intermináveis."
"30d6dac4";"They don't call me Dread for nothing!";"Não me chamam de Dread à toa!"
"341f2348";"Well, it was pretty clever.";"Bem, foi bem inteligente."
"3620b150";"You're such a small brain.";"Você é tão bobo."
"36683bad";"Arrhh, I knew I could count on you. You'll find the cave on the coast. But take care. Yes... Take care of dreaded Captain Dread!";"Argh, eu sabia que podia contar com você. Você encontrará a caverna na costa. Mas tome cuidado. Sim... Tome cuidado com o temido Capitão Dread!"
"36d79655";"Uff!";"Ufa!"
"382095df";"Mother will kill us if she finds out.";"A mãe vai nos matar se descobrir."
"38e73c52";"Oh, yes, I wish I could make lots of corpses who want to eat me appear whenever I wanted.";"Ah, sim, como eu gostaria de poder fazer aparecerem vários cadáveres que quisessem me devorar sempre que eu quisesse."
"39c08832";"We did it!";"Conseguimos!"
"3a1e18a2";"Am not! You are.";"Não sou eu! É você."
"3ac089a5";"Mukluk! What?";"Mukluk! O quê?"
"3aef9953";"And next time you want to read a book, hit yourself with a giant axe instead.";"E da próxima vez que quiser ler um livro, bata em si mesmo com um machado gigante."
"3cba232d";"He raised the dead!";"Ele ressuscitou os mortos!"
"3ce71274";"I don't know. You summoned them!";"Não sei. Você os invocou!"
"4104054d";"Two idiots have read from the Normanomicon, the Book of the Extremely Dead. The gates to the netherworld have been opened.";"Dois idiotas leram o Normanomicon, o Livro dos Mortos-Vivos. Os portões do submundo foram abertos."
"43c24114";"'Ooh',  it went. Aye.";"'Ooh', foi. Sim."
"449c6e92";"This map shows the way to the island where Dread buried all the loot he accumulated over his nefarious career.";"Este mapa mostra o caminho para a ilha onde Dread enterrou todo o saque que acumulou ao longo de sua carreira nefasta."
"44a11d34";"Thought maybe it would turn them all into undead clowns.";"Pensei que talvez isso os transformasse em palhaços mortos-vivos."
"4aa32052";"Yes, but it's a great word. That jester we had at our birthday party kept saying it.";"Sim, mas é uma palavra ótima. Aquele bobo da corte que tinha na nossa festa de aniversário não parava de falar."
"4ab4d681";"Har har har! Yer a live one, ain't ya. Well, I be a dead one!";"Ha ha ha! Você é um vivo, não é? Bem, eu sou um morto!"
"500fdf6c";"You need to clear the graveyard so we can get the book back and put them all back where they came from.";"Você precisa limpar o cemitério para que possamos recuperar o livro e colocar todos de volta em seus lugares."
"51133086";"You're the big... Ah, look!";"Você é o grande... Ah, olha só!"
"527e91eb";"Lever";"Alavanca"
"53d379cd";"Ahhhr! You'll not disturb The Marianne. The Curse of Dread be upon thee!";"Ahhhr! Você não vai perturbar a Marianne. Que a Maldição do Terror recaia sobre você!"
"545c64aa";"An old drunk has seen the ghost of a pirate.";"Um velho bêbado viu o fantasma de um pirata."
"54cc65d3";"Hollow men alive: %1";"Homens ocos vivos: %1"
"54ecf0ab";"Yargh!";"Argh!"
"55f1ea50";"Yargh!";"Argh!"
"56f00d90";"Yargh!";"Argh!"
"58b4fcae";"%1 out of 10 treasures found.";"%1 de 10 tesouros encontrados."
"592603b9";"This key opens Captain Dread's chest.";"Esta chave abre o baú do Capitão Dread."
"5b12fcaa";"You're the one who found it, remember.";"Você foi quem a encontrou, lembre-se."
"5b3a4788";"Aye, such amazing secrets... If only... If only I wasn't so parched.";"Ah, que segredos incríveis... Se ao menos... Se ao menos eu não estivesse com tanta sede."
"5bed2e2c";"Yargh!";"Argh!"
"5c350224";"Oh, is this not the kind of establishment that markets a delicious amber beverage now? <laughs>";"Ah, este não é o tipo de estabelecimento que vende uma deliciosa bebida âmbar agora? <laughs>"
"5c7bace8";"If you're going past the bar, get us a beer!";"Se você passar pelo bar, nos traga uma cerveja!"
"5d0fe319";"The thing is, we sort of accidentally summoned a few hollow men.";"Acontece que, meio que sem querer, invocamos alguns homens ocos."
"5d3780e8";"All that gold, and nobody to find it. It is a terrible shame. Aye, if I just weren't so thirsty I might be able to confide in you.";"Todo esse ouro, e ninguém para encontrá-lo. É uma pena terrível. É, se eu não estivesse com tanta sede, talvez pudesse confiar em você."
"5f143c2a";"And now they have the book.";"E agora eles têm o livro."
"68c8f9d3";"You're the one who said I was a chicken because I wouldn't read it in the first place. Ha!";"Foi você quem disse que eu era covarde porque eu não ia ler isso. Ha!"
"69c96c38";"It was your fault. You're the one who found it.";"A culpa foi sua. Foi você quem encontrou."
"6e6c7e30";"Captain Dread's Map";"Mapa do Capitão Dread"
"70e4d539";"Yes, but you're the one who... hey, look!";"Sim, mas você é quem... ei, olha!"
"73e46d89";"You're the one who read the words. It's your fault.";"Foi você quem leu as palavras. A culpa é sua."
"7e523fe9";"Give Salty Jack a beer?";"Oferecer uma cerveja para o Salty Jack?"
"7f0019ad";"Aaaaaaaarh! I wish I could afford more beer.";"Aaaaaaaarh! Eu queria poder comprar mais cerveja."
"7ff6111d";"Aarrh! You there. I have a tale for thee you'll scarcely credit, of legends and vast treasures and... ugh, my throat is... far too dry to go on.";"Aarrh! Você aí. Tenho uma história para te contar que você dificilmente acreditará, de lendas e vastos tesouros e... ugh, minha garganta está... seca demais para continuar."
"80a2175b";"Treasure Island of Doom!";"Ilha do Tesouro da Perdição!"
"80f3286e";"Aye, there I was, laid down unconscious on the beach, an empty bottle of firejuice in my arms like some high-bosomed maiden, when I beheld his figure by a nearby cave.";"Lá estava eu, deitado inconsciente na praia, com uma garrafa vazia de bebida nos braços como uma donzela de seios fartos, quando avistei sua figura perto de uma caverna."
"818aab66";"You'll never leave the Marianne alive!";"Você nunca sairá vivo do Marianne!"
"827f3917";"You dare board the ship of the damned?";"Você se atreve a embarcar no navio dos condenados?"
"82f34907";"I saw him. It be true. With me own two peepers, I tells you.";"Eu o vi. Pode ser verdade. Com meus próprios olhos, eu te digo."
"8328a8d8";"No! The Marianne is mine. Ye'll not take her from me!";"Não! A Marianne é minha. Vocês não vão tirá-la de mim!"
"837f8332";"Your blood shall run over the deck.";"Seu sangue correrá pelo convés."
"83f3dbf1";"Why, I ran, swam and paddled fast as I could for a restorative brew. But no man here will believe me.";"Ora, eu corri, nadei e remei o mais rápido que pude para conseguir uma bebida revigorante. Mas ninguém aqui vai acreditar em mim."
"84f32ee8";"You'll prove me right, won't you? You'll prove old Jack ain't telling no tales.";"Você vai me provar que estou certo, não é? Vai provar que o velho Jack não está contando histórias."
"85f3305b";"Captain Dread!";"Capitão Dread!"
