Hash;Original;Tradução
"849e73e";"I don't believe this! My life is over!";"Não acredito! Minha vida acabou!"
"84ab0c9";"Don't you touch him, you filthy trollop!";"Não toque nele, sua vadia imunda!"
"84ff7ec";"What you doing with my wife?!";"O que você está fazendo com a minha esposa?!"
"8523675";"What?! He's mine!!";"O quê?! Ele é meu!!"
"852367e";"Get your hands off my man!";"Tire as mãos do meu homem!"
"852db4c";"That's my wife! I'll tear you a new one!";"Essa é a minha esposa! Vou te dar uma surra!"
"ad0a42a";"Not that I'm house-proud or anything, but don't you think we could have nicer things?";"Não que eu me orgulhe da minha casa, mas você não acha que poderíamos ter coisas melhores?"
"ad0a42b";"Why do we have to keep living like paupers? I mean, have you see our furniture?!";"Por que temos que continuar vivendo como mendigos? Quer dizer, você já viu nossos móveis?!"
"ad0a42c";"I'm sure we could afford nicer things for our house, don't you, darling?";"Tenho certeza de que poderíamos comprar coisas melhores para a nossa casa, não acha, querida?"
"ad0a42d";"Who did the decoratin' in our place? Hobbes? Pull your finger and do sumthin' about it, luv.";"Quem decorou nossa casa? Hobbes? Mexa o dedo e faça alguma coisa, amor."
"ad0a42e";"Why don't you spend some gold on the house? Our furniture's falling apart.";"Por que você não gasta um pouco de ouro na casa? Nossos móveis estão caindo aos pedaços."
"ad0a42f";"I'm embarrassed to have anyone round our house. Our furniture is a disgrace for starters!";"Tenho vergonha de receber visitas em casa. Para começar, nossos móveis são uma vergonha!"
"ad50640";"Please look at the quality of our furnishings, dear. Surely we can do better.";"Por favor, veja a qualidade dos nossos móveis, querido(a). Certamente podemos fazer melhor."
"fd0abca";"Not that I'm house-proud or anything, but don't you think we could have nicer things?";"Não que eu seja orgulhoso da minha casa, mas você não acha que poderíamos ter coisas melhores?"
"fd0abcb";"I'm sure we could afford nicer things for our house, don't you, darling?";"Tenho certeza de que poderíamos comprar coisas melhores para a nossa casa, não acha, querido?"
"fd0abcc";"Why do we have to keep living like paupers? I mean, have you see our furniture?!";"Por que temos que continuar vivendo como mendigos? Quer dizer, você já viu nossos móveis?!"
"fd0abcd";"Why don't you spend some gold on our house? Our furniture's falling apart.";"Por que você não gasta um pouco de ouro na nossa casa? Nossos móveis estão caindo aos pedaços."
"17a74548";"Hey! I'm married to her!";"Ei! Eu sou casado com ela!"
"17a8331b";"Hey! I'm married to him!";"Ei! Sou casada com ele!"
"17b64fc9";"Hey! I'm married to him! So back off!";"Ei! Eu sou casada com ele! Então, dê um tempo!"
"17b6f761";"Hey! I'm married to her! So back off!";"Ei! Sou casado com ela! Então, dê um tempo!"
"17b88e6b";"Get away from my man!";"Sai de perto do meu homem!"
