Hash;Original;Tradução
"6844eb9";"Can you do something with my hair? It's just a mess!";"Você pode fazer alguma coisa com o meu cabelo? Está uma bagunça!"
"6844ebb";"I have some hair where there should be no hair. Can you get rid of it?";"Tenho alguns pelos onde não deveria haver nenhum. Você pode removê-los?"
"6844ebc";"I don't want a radical change, but my hair needs something new.";"Não quero uma mudança radical, mas meu cabelo precisa de algo novo."
"6844ebd";"Perhaps you can apply some respectable and barely noticeable makeup upon my countenance.";"Talvez você possa aplicar uma maquiagem discreta e pouco perceptível no meu rosto."
"6844ebe";"I am so tired of this hair style. Change it at once.";"Estou tão cansada deste corte de cabelo. Mude-o imediatamente."
"6844ebf";"Can you dye my hair green?";"Você pode pintar meu cabelo de verde?"
"685bcf1";"I could really use some make up. Dark, haunting stuff would be nice.";"Eu realmente preciso de maquiagem. Algo sombrio e assustador seria legal."
"8ba80a9";"I'll be back tomorrow, thanks!";"Voltarei amanhã, obrigado!"
"8ba80ab";"Lovely, thank you.";"Ótimo, obrigado."
"8ba80ac";"Great, thanks.";"Ótimo, obrigado."
"8ba80ad";"Thank you, my uneducated friend.";"Obrigado, meu amigo sem instrução."
"8ba80ae";"I shall have my butler fetch it. Thank you.";"Pedirei ao meu mordomo que busque. Obrigado."
"8ba80af";"You'll see me again tomorrow, thanks!";"Nos vemos amanhã, obrigado!"
"8bb1b93";"That'll do just fine.";"Perfeito."
"1f99c521";"You got any knives that won't bend when hitting a breastplate?";"Você tem alguma faca que não entorte ao atingir uma couraça?"
"1f99c522";"What's the best weapon to slice fingers off?";"Qual é a melhor arma para cortar dedos?"
"1f99c523";"A gentleman must always own a crossbow. I shall have your best one.";"Um cavalheiro deve sempre possuir uma besta. Quero a sua melhor."
"1f99c524";"Do you have any legendary weapons?";"Você tem alguma arma lendária?"
"1f99c526";"I want the biggest, longest sword you have.";"Quero a espada maior e mais longa que você tiver."
"1f99c527";"Let me make myself clear. I want a gun to shoot people with.";"Deixe-me ser claro. Quero uma arma para atirar nas pessoas."
"1f99e083";"I was thinking of something of an axe variety. A biggish one.";"Eu estava pensando em algo como um machado. Um bem grande."
"1ff779da";"Can you tattoo my eyelids so they look like they're closed when I close them. Wait, that's not right...";"Você pode tatuar minhas pálpebras para que pareçam fechadas quando eu as fechar? Espere, isso não está certo..."
"1ff779db";"I want a tattoo of blade of grass swaying in a warm summer breeze, as distant clouds threaten to bring both the chill of winter and a promise of much needed irrigation.";"Quero uma tatuagem de uma folha de grama balançando numa brisa quente de verão, enquanto nuvens distantes ameaçam trazer o frio do inverno e a promessa de uma irrigação muito necessária."
"1ff779dc";"Would it be possible to get a tattoo of Jack of Blades? Er, somewhere private?";"Seria possível fazer uma tatuagem do Valete de Espadas? Hum, em algum lugar mais reservado?"
"1ff779dd";"How much would it coes to tattoo every ince of my body? I'm going for the world record.";"Quanto custaria tatuar cada centímetro do meu corpo? Estou tentando bater o recorde mundial."
"1ff779de";"Can you tattoo a rambling rose up my leg?";"Pode tatuar uma roseira brava na minha perna?"
"1ff779df";"Do many ladies come here for tattoos? I've always wanted a... no, I'm too embarrassed to ask.";"Muitas mulheres vêm aqui para fazer tatuagens? Eu sempre quis uma... não, tenho muita vergonha de pedir."
"1ffaf949";"I wouldn't normally consider a tattoo, but I lost a wager with my friends...";"Normalmente eu não consideraria fazer uma tatuagem, mas perdi uma aposta com meus amigos..."
"2499ccc1";"You got any of them katanas?";"Você tem alguma dessas katanas?"
"2499ccc2";"I want something that'll hack a man's head clean off.";"Quero algo que arranque a cabeça de um homem."
"2499ccc3";"Do you have any delicate weapons such that a lady would carry?";"Você tem alguma arma delicada que uma dama usaria?"
"2499ccc5";"I require a warhammer of some sort. Don't ask me why.";"Preciso de um martelo de guerra qualquer. Não me pergunte o porquê."
"2499ccc6";"What sort of axes do you have?";"Que tipo de machados você tem?"
"2499ccc7";"I've tried throwing knives, but they're just not me. Got any guns?";"Já tentei arremessar facas, mas não combinam comigo. Tem alguma arma de fogo?"
"249a6ae6";"I quite fancy some kind of stabbing implement.";"Estou com vontade de usar algum tipo de instrumento para perfurar."
